,card_id,field_id,date_collected,total_scm,scm_male,scm_female,season_total,male_total,female_total,weekly_prop,weekly_prop_f,weekly_prop_m,season_prop,week,year
1134,6176.0,DIP_PAT,2023-07-11,9.0,6.0,3.0,1602.0,817.0,785.0,0.0056179775280898875,0.003821656050955414,0.0073439412484700125,0.6978776529338327,28,2023
1133,6162.0,GAB_STE,2023-07-11,26.0,8.0,18.0,729.0,414.0,315.0,0.03566529492455418,0.05714285714285714,0.01932367149758454,0.9026063100137174,28,2023
1131,6158.0,GAB_ALL,2023-07-11,3.0,1.0,2.0,1143.0,822.0,321.0,0.0026246719160104987,0.006230529595015576,0.0012165450121654502,0.47856517935258097,28,2023
1120,6258.0,SMI_JOH,2023-07-12,23.0,12.0,11.0,497.0,258.0,239.0,0.04627766599597585,0.04602510460251046,0.046511627906976744,0.8993963782696177,28,2023
1116,6288.0,WIS_COO,2023-07-17,132.0,63.0,69.0,1367.0,880.0,487.0,0.09656181419166057,0.14168377823408623,0.0715909090909091,0.5384052670080468,29,2023
1114,6236.0,GAB_STE,2023-07-17,6.0,4.0,2.0,729.0,414.0,315.0,0.00823045267489712,0.006349206349206349,0.00966183574879227,0.9108367626886145,29,2023
1112,6234.0,GAB_ALL,2023-07-17,3.0,0.0,3.0,1143.0,822.0,321.0,0.0026246719160104987,0.009345794392523364,0.0,0.48118985126859143,29,2023
1110,6232.0,ZUE_REE,2023-07-17,38.0,23.0,15.0,2497.0,1359.0,1138.0,0.015218261914297157,0.013181019332161687,0.01692420897718911,0.5851021225470565,29,2023
1104,6214.0,KAT_JEF,2023-07-17,2.0,1.0,1.0,109.0,62.0,47.0,0.01834862385321101,0.02127659574468085,0.016129032258064516,0.8990825688073395,29,2023
1118,6296.0,WIS_COO_2,2023-07-17,62.0,47.0,15.0,295.0,206.0,89.0,0.21016949152542372,0.16853932584269662,0.22815533980582525,0.6610169491525424,29,2023
1087,6184.0,DIP_PAT,2023-07-18,85.0,20.0,65.0,1602.0,817.0,785.0,0.05305867665418227,0.08280254777070063,0.02447980416156671,0.7509363295880149,29,2023
1089,6186.0,DIP_CUR,2023-07-18,35.0,25.0,10.0,1309.0,655.0,654.0,0.026737967914438502,0.01529051987767584,0.03816793893129771,0.9511077158135982,29,2023
1097,6266.0,SMI_JOH,2023-07-18,19.0,6.0,13.0,497.0,258.0,239.0,0.03822937625754527,0.05439330543933055,0.023255813953488372,0.937625754527163,29,2023
1091,6188.0,DIP_FLE,2023-07-18,117.0,44.0,73.0,1556.0,780.0,776.0,0.07519280205655526,0.09407216494845361,0.05641025641025641,0.8804627249357326,29,2023
1100,6374.0,FLE_FIE_IN,2023-07-18,52.0,20.0,32.0,110.0,46.0,64.0,0.4727272727272727,0.5,0.43478260869565216,0.4727272727272727,29,2023
1103,6377.0,PAT_FIE_IN,2023-07-18,18.0,6.0,12.0,107.0,36.0,71.0,0.16822429906542055,0.16901408450704225,0.16666666666666666,0.16822429906542055,29,2023
1099,6373.0,FLE_FOR_OUT,2023-07-18,0.0,0.0,0.0,27.0,16.0,11.0,0.0,0.0,0.0,0.0,29,2023
1101,6375.0,FLE_FOR_IN,2023-07-18,11.0,7.0,4.0,16.0,9.0,7.0,0.6875,0.5714285714285714,0.7777777777777778,0.6875,29,2023
1102,6376.0,CUR_FIE_IN,2023-07-18,6.0,5.0,1.0,45.0,20.0,25.0,0.13333333333333333,0.04,0.25,0.13333333333333333,29,2023
1086,6372.0,DUN_FIE_IN,2023-07-19,2.0,1.0,1.0,8.0,2.0,6.0,0.25,0.16666666666666666,0.5,0.25,29,2023
1085,6371.0,DUN_FOR_OUT,2023-07-19,1.0,0.0,1.0,14.0,4.0,10.0,0.07142857142857142,0.1,0.0,0.07142857142857142,29,2023
1084,6370.0,DUN_FOR_IN,2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29,2023
1079,6680.0,ONE_STA,2023-07-20,101.0,38.0,63.0,1683.0,826.0,857.0,0.06001188354129531,0.073512252042007,0.04600484261501211,0.8437314319667261,29,2023
1076,6654.0,ONE_ADO,2023-07-20,40.0,24.0,16.0,614.0,344.0,270.0,0.06514657980456026,0.05925925925925926,0.06976744186046512,0.8159609120521173,29,2023
1074,6274.0,SEA_HOO,2023-07-21,127.0,69.0,58.0,2273.0,1338.0,935.0,0.05587329520457545,0.06203208556149733,0.0515695067264574,0.6203255609326881,29,2023
1073,7408.0,SMI_MCC,2023-07-22,11.0,3.0,8.0,264.0,138.0,126.0,0.041666666666666664,0.06349206349206349,0.021739130434782608,1.0,29,2023
1068,6378.0,GRN_FIE_IN,2023-07-24,71.0,39.0,32.0,652.0,305.0,347.0,0.10889570552147239,0.09221902017291066,0.12786885245901639,0.10889570552147239,30,2023
1066,6298.0,WIS_COO_2,2023-07-24,48.0,32.0,16.0,295.0,206.0,89.0,0.16271186440677965,0.1797752808988764,0.1553398058252427,0.823728813559322,30,2023
1064,6290.0,WIS_COO,2023-07-24,70.0,48.0,22.0,1367.0,880.0,487.0,0.051207022677395755,0.045174537987679675,0.05454545454545454,0.5896122896854425,30,2023
1060,6240.0,GAB_STE,2023-07-24,8.0,2.0,6.0,729.0,414.0,315.0,0.010973936899862825,0.01904761904761905,0.004830917874396135,0.9218106995884774,30,2023
1058,6238.0,GAB_ALL,2023-07-24,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,30,2023
1069,6379.0,GRN_FIE_OUT,2023-07-24,72.0,40.0,32.0,462.0,218.0,244.0,0.15584415584415584,0.13114754098360656,0.1834862385321101,0.15584415584415584,30,2023
1034,6196.0,DIP_FLE,2023-07-25,102.0,22.0,80.0,1556.0,780.0,776.0,0.06555269922879177,0.10309278350515463,0.028205128205128206,0.9460154241645244,30,2023
1036,6198.0,POV_DUN,2023-07-25,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,30,2023
1038,6272.0,ZUE_REE,2023-07-25,32.0,17.0,15.0,2497.0,1359.0,1138.0,0.012815378454144974,0.013181019332161687,0.012509197939661517,0.5979175010012014,30,2023
1030,6192.0,DIP_PAT,2023-07-25,25.0,6.0,19.0,1602.0,817.0,785.0,0.015605493133583021,0.024203821656050957,0.0073439412484700125,0.766541822721598,30,2023
1032,6194.0,DIP_CUR,2023-07-25,1.0,0.0,1.0,1309.0,655.0,654.0,0.0007639419404125286,0.0015290519877675841,0.0,0.9518716577540107,30,2023
1040,6276.0,SEA_HOO,2023-07-25,45.0,24.0,21.0,2273.0,1338.0,935.0,0.019797624285085788,0.022459893048128343,0.017937219730941704,0.6401231852177739,30,2023
1049,6389.0,FLE_FOR_IN,2023-07-25,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.6875,30,2023
1045,6385.0,DUN_FOR_OUT,2023-07-25,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,30,2023
1051,6391.0,PAT_FIE_IN,2023-07-25,3.0,1.0,2.0,107.0,36.0,71.0,0.028037383177570093,0.028169014084507043,0.027777777777777776,0.19626168224299065,30,2023
1050,6390.0,CUR_FIE_IN,2023-07-25,1.0,0.0,1.0,45.0,20.0,25.0,0.022222222222222223,0.04,0.0,0.15555555555555556,30,2023
1044,6384.0,DUN_FIE_IN,2023-07-25,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.25,30,2023
1047,6387.0,FLE_FIE_IN,2023-07-25,10.0,4.0,6.0,110.0,46.0,64.0,0.09090909090909091,0.09375,0.08695652173913043,0.5636363636363636,30,2023
1046,6386.0,DUN_FOR_IN,2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,30,2023
1048,6388.0,FLE_FOR_OUT,2023-07-25,7.0,2.0,5.0,27.0,16.0,11.0,0.25925925925925924,0.45454545454545453,0.125,0.25925925925925924,30,2023
1029,6682.0,ONE_STA,2023-07-26,40.0,19.0,21.0,1683.0,826.0,857.0,0.023767082590612002,0.024504084014002333,0.023002421307506054,0.8674985145573381,30,2023
1026,6656.0,ONE_ADO,2023-07-26,37.0,14.0,23.0,614.0,344.0,270.0,0.06026058631921824,0.08518518518518518,0.040697674418604654,0.8762214983713354,30,2023
1024,6268.0,SMI_JOH,2023-07-26,10.0,0.0,10.0,497.0,258.0,239.0,0.02012072434607646,0.04184100418410042,0.0,0.9577464788732394,30,2023
1006,6220.0,KAT_JEF,2023-07-31,0.0,0.0,0.0,109.0,62.0,47.0,0.0,0.0,0.0,0.8990825688073395,31,2023
1008,6278.0,GAB_STE,2023-07-31,0.0,0.0,0.0,729.0,414.0,315.0,0.0,0.0,0.0,0.9218106995884774,31,2023
1010,6282.0,GAB_ALL,2023-07-31,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,31,2023
1012,6292.0,WIS_COO,2023-07-31,6.0,5.0,1.0,1367.0,880.0,487.0,0.0043891733723482075,0.002053388090349076,0.005681818181818182,0.5940014630577908,31,2023
1020,6394.0,GRN_FIE_OUT,2023-07-31,82.0,31.0,51.0,462.0,218.0,244.0,0.1774891774891775,0.20901639344262296,0.14220183486238533,0.33333333333333337,31,2023
1021,6395.0,GRN_FIE_IN,2023-07-31,112.0,50.0,62.0,652.0,305.0,347.0,0.17177914110429449,0.1786743515850144,0.16393442622950818,0.28067484662576686,31,2023
1022,6396.0,GRS_FIE_IN,2023-07-31,3.0,1.0,2.0,247.0,123.0,124.0,0.012145748987854251,0.016129032258064516,0.008130081300813009,0.012145748987854251,31,2023
1023,6397.0,GRS_FIE_OUT,2023-07-31,74.0,26.0,48.0,725.0,510.0,215.0,0.10206896551724139,0.22325581395348837,0.050980392156862744,0.10206896551724139,31,2023
1014,6300.0,WIS_COO_2,2023-07-31,44.0,31.0,13.0,295.0,206.0,89.0,0.14915254237288136,0.14606741573033707,0.15048543689320387,0.9728813559322034,31,2023
994,6400.0,FLE_FIE_IN,2023-08-01,1.0,1.0,0.0,110.0,46.0,64.0,0.00909090909090909,0.0,0.021739130434782608,0.5727272727272728,31,2023
986,6200.0,DIP_PAT,2023-08-01,38.0,15.0,23.0,1602.0,817.0,785.0,0.02372034956304619,0.02929936305732484,0.01835985312117503,0.7902621722846442,31,2023
988,6202.0,DIP_CUR,2023-08-01,2.0,0.0,2.0,1309.0,655.0,654.0,0.0015278838808250573,0.0030581039755351682,0.0,0.9533995416348358,31,2023
990,6204.0,DIP_FLE,2023-08-01,2.0,1.0,1.0,1556.0,780.0,776.0,0.0012853470437017994,0.001288659793814433,0.001282051282051282,0.9473007712082262,31,2023
992,6398.0,GRS_ORC_OUT,2023-08-01,54.0,19.0,35.0,573.0,253.0,320.0,0.09424083769633508,0.109375,0.07509881422924901,0.09424083769633508,31,2023
993,6399.0,GRS_ORC_IN,2023-08-01,46.0,17.0,29.0,558.0,236.0,322.0,0.08243727598566308,0.09006211180124224,0.07203389830508475,0.08243727598566308,31,2023
995,6401.0,FLE_FOR_IN,2023-08-01,4.0,1.0,3.0,16.0,9.0,7.0,0.25,0.42857142857142855,0.1111111111111111,0.9375,31,2023
1000,6409.0,KIR_ORC_OUT,2023-08-01,6.0,2.0,4.0,413.0,309.0,104.0,0.014527845036319613,0.038461538461538464,0.006472491909385114,0.014527845036319613,31,2023
997,6403.0,PAT_FIE_IN,2023-08-01,4.0,1.0,3.0,107.0,36.0,71.0,0.037383177570093455,0.04225352112676056,0.027777777777777776,0.23364485981308408,31,2023
998,6404.0,CUR_FIE_IN,2023-08-01,3.0,0.0,3.0,45.0,20.0,25.0,0.06666666666666667,0.12,0.0,0.2222222222222222,31,2023
999,6408.0,KIR_ORC_IN,2023-08-01,1.0,0.0,1.0,174.0,122.0,52.0,0.005747126436781609,0.019230769230769232,0.0,0.005747126436781609,31,2023
1001,6410.0,KIR_FIE_IN,2023-08-01,84.0,21.0,63.0,415.0,207.0,208.0,0.20240963855421687,0.30288461538461536,0.10144927536231885,0.20240963855421687,31,2023
1003,6658.0,ONE_ADO,2023-08-01,57.0,15.0,42.0,614.0,344.0,270.0,0.09283387622149837,0.15555555555555556,0.0436046511627907,0.9690553745928339,31,2023
1005,6683.0,ONE_STA,2023-08-01,22.0,15.0,7.0,1683.0,826.0,857.0,0.013071895424836602,0.008168028004667444,0.018159806295399514,0.8805704099821747,31,2023
996,6402.0,FLE_FOR_OUT,2023-08-01,9.0,7.0,2.0,27.0,16.0,11.0,0.3333333333333333,0.18181818181818182,0.4375,0.5925925925925926,31,2023
1002,6411.0,KIR_FIE_OUT,2023-08-01,34.0,21.0,13.0,434.0,264.0,170.0,0.07834101382488479,0.07647058823529412,0.07954545454545454,0.07834101382488479,31,2023
985,6407.0,DUN_FOR_IN,2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31,2023
984,6406.0,DUN_FOR_OUT,2023-08-02,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,31,2023
983,6405.0,DUN_FIE_IN,2023-08-02,1.0,0.0,1.0,8.0,2.0,6.0,0.125,0.16666666666666666,0.0,0.375,31,2023
981,6348.0,SEA_HOO,2023-08-02,84.0,38.0,46.0,2273.0,1338.0,935.0,0.03695556533216014,0.04919786096256684,0.028400597907324365,0.677078750549934,31,2023
979,6344.0,ZUE_REE,2023-08-02,85.0,68.0,17.0,2497.0,1359.0,1138.0,0.03404084901882259,0.014938488576449912,0.05003679175864607,0.6319583500200241,31,2023
977,6206.0,POV_DUN,2023-08-02,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,31,2023
973,6412.0,IND_ORC_IN,2023-08-03,43.0,13.0,30.0,209.0,92.0,117.0,0.20574162679425836,0.2564102564102564,0.14130434782608695,0.20574162679425836,31,2023
975,6414.0,IND_ORC_IN_2,2023-08-03,28.0,10.0,18.0,101.0,51.0,50.0,0.27722772277227725,0.36,0.19607843137254902,0.27722772277227725,31,2023
976,6415.0,IND_ORC_OUT_2,2023-08-03,47.0,25.0,22.0,299.0,179.0,120.0,0.15719063545150502,0.18333333333333332,0.13966480446927373,0.15719063545150502,31,2023
974,6413.0,IND_ORC_OUT,2023-08-03,36.0,18.0,18.0,233.0,132.0,101.0,0.15450643776824036,0.1782178217821782,0.13636363636363635,0.15450643776824036,31,2023
969,6340.0,SMI_JOH,2023-08-07,11.0,4.0,7.0,497.0,258.0,239.0,0.022132796780684104,0.029288702928870293,0.015503875968992248,0.9798792756539235,32,2023
965,6284.0,GAB_ALL,2023-08-07,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,32,2023
963,6280.0,GAB_STE,2023-08-07,5.0,3.0,2.0,729.0,414.0,315.0,0.006858710562414266,0.006349206349206349,0.007246376811594203,0.9286694101508917,32,2023
971,6942.0,WIS_COO_2,2023-08-07,2.0,1.0,1.0,295.0,206.0,89.0,0.006779661016949152,0.011235955056179775,0.0048543689320388345,0.9796610169491525,32,2023
927,6302.0,KAT_JEF,2023-08-08,0.0,0.0,0.0,109.0,62.0,47.0,0.0,0.0,0.0,0.8990825688073395,32,2023
929,6346.0,ZUE_REE,2023-08-08,104.0,73.0,31.0,2497.0,1359.0,1138.0,0.04164997997597117,0.027240773286467488,0.05371596762325239,0.6736083299959952,32,2023
931,6350.0,SEA_HOO,2023-08-08,158.0,52.0,106.0,2273.0,1338.0,935.0,0.06951165860096789,0.11336898395721925,0.03886397608370702,0.7465904091509019,32,2023
941,6424.0,OLE_FIE_OUT,2023-08-08,30.0,10.0,20.0,545.0,151.0,394.0,0.05504587155963303,0.050761421319796954,0.06622516556291391,0.05504587155963303,32,2023
934,6417.0,KIR_FIE_OUT,2023-08-08,21.0,12.0,9.0,434.0,264.0,170.0,0.04838709677419355,0.052941176470588235,0.045454545454545456,0.12672811059907835,32,2023
935,6418.0,KIR_ORC_IN,2023-08-08,4.0,0.0,4.0,174.0,122.0,52.0,0.022988505747126436,0.07692307692307693,0.0,0.028735632183908046,32,2023
936,6419.0,KIR_ORC_OUT,2023-08-08,4.0,3.0,1.0,413.0,309.0,104.0,0.009685230024213076,0.009615384615384616,0.009708737864077669,0.02421307506053269,32,2023
937,6420.0,KIR_FOR_IN,2023-08-08,1.0,0.0,1.0,18.0,8.0,10.0,0.05555555555555555,0.1,0.0,0.05555555555555555,32,2023
938,6421.0,KIR_FOR_OUT,2023-08-08,2.0,1.0,1.0,215.0,181.0,34.0,0.009302325581395349,0.029411764705882353,0.0055248618784530384,0.009302325581395349,32,2023
939,6422.0,OLE_FOR_OUT,2023-08-08,25.0,11.0,14.0,367.0,126.0,241.0,0.0681198910081744,0.058091286307053944,0.0873015873015873,0.0681198910081744,32,2023
940,6423.0,OLE_FOR_IN,2023-08-08,2.0,0.0,2.0,49.0,7.0,42.0,0.04081632653061224,0.047619047619047616,0.0,0.04081632653061224,32,2023
933,6416.0,KIR_FIE_IN,2023-08-08,1.0,1.0,0.0,415.0,207.0,208.0,0.0024096385542168677,0.0,0.004830917874396135,0.20481927710843373,32,2023
942,6425.0,OLE_FIE_IN,2023-08-08,99.0,26.0,73.0,885.0,174.0,711.0,0.11186440677966102,0.10267229254571027,0.14942528735632185,0.11186440677966102,32,2023
945,6492.0,DUN_FIE_IN,2023-08-08,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.375,32,2023
961,6684.0,ONE_STA,2023-08-08,51.0,28.0,23.0,1683.0,826.0,857.0,0.030303030303030304,0.026837806301050177,0.03389830508474576,0.910873440285205,32,2023
959,6660.0,ONE_ADO,2023-08-08,13.0,3.0,10.0,614.0,344.0,270.0,0.021172638436482084,0.037037037037037035,0.00872093023255814,0.990228013029316,32,2023
943,6490.0,POV_DUN,2023-08-08,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,32,2023
957,6504.0,DIP_PAT,2023-08-08,18.0,3.0,15.0,1602.0,817.0,785.0,0.011235955056179775,0.01910828025477707,0.0036719706242350062,0.8014981273408239,32,2023
955,6502.0,CUR_FIE_IN,2023-08-08,0.0,0.0,0.0,45.0,20.0,25.0,0.0,0.0,0.0,0.2222222222222222,32,2023
953,6500.0,DIP_CUR,2023-08-08,6.0,3.0,3.0,1309.0,655.0,654.0,0.004583651642475172,0.0045871559633027525,0.004580152671755725,0.957983193277311,32,2023
958,6505.0,PAT_FIE_IN,2023-08-08,0.0,0.0,0.0,107.0,36.0,71.0,0.0,0.0,0.0,0.23364485981308408,32,2023
951,6498.0,FLE_FOR_OUT,2023-08-08,1.0,0.0,1.0,27.0,16.0,11.0,0.037037037037037035,0.09090909090909091,0.0,0.6296296296296295,32,2023
950,6497.0,FLE_FIE_IN,2023-08-08,0.0,0.0,0.0,110.0,46.0,64.0,0.0,0.0,0.0,0.5727272727272728,32,2023
949,6496.0,DIP_FLE,2023-08-08,31.0,7.0,24.0,1556.0,780.0,776.0,0.01992287917737789,0.030927835051546393,0.008974358974358974,0.9672236503856041,32,2023
947,6494.0,DUN_FOR_IN,2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,32,2023
946,6493.0,DUN_FOR_OUT,2023-08-08,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,32,2023
952,6499.0,FLE_FOR_IN,2023-08-08,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.9375,32,2023
926,6439.0,GRS_ORC_OUT,2023-08-09,71.0,6.0,65.0,573.0,253.0,320.0,0.12390924956369982,0.203125,0.023715415019762844,0.2181500872600349,32,2023
925,6438.0,GRS_ORC_IN,2023-08-09,91.0,9.0,82.0,558.0,236.0,322.0,0.16308243727598568,0.2546583850931677,0.038135593220338986,0.24551971326164876,32,2023
924,6437.0,GRS_FIE_OUT,2023-08-09,38.0,10.0,28.0,725.0,510.0,215.0,0.05241379310344828,0.13023255813953488,0.0196078431372549,0.15448275862068966,32,2023
923,6436.0,GRS_FIE_IN,2023-08-09,0.0,0.0,0.0,247.0,123.0,124.0,0.0,0.0,0.0,0.012145748987854251,32,2023
922,6435.0,GRN_FIE_OUT,2023-08-09,22.0,5.0,17.0,462.0,218.0,244.0,0.047619047619047616,0.06967213114754098,0.022935779816513763,0.38095238095238093,32,2023
921,6434.0,GRN_FIE_IN,2023-08-09,40.0,11.0,29.0,652.0,305.0,347.0,0.06134969325153374,0.08357348703170028,0.036065573770491806,0.3420245398773006,32,2023
920,6433.0,GRN_ORC_OUT,2023-08-09,109.0,23.0,86.0,942.0,416.0,526.0,0.11571125265392782,0.1634980988593156,0.055288461538461536,0.11571125265392782,32,2023
919,6432.0,GRN_ORC_IN,2023-08-09,106.0,19.0,87.0,877.0,310.0,567.0,0.12086659064994298,0.15343915343915343,0.06129032258064516,0.12086659064994298,32,2023
917,6430.0,EVE_ORC_IN,2023-08-09,0.0,0.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,32,2023
913,6426.0,IND_ORC_IN,2023-08-09,43.0,20.0,23.0,209.0,92.0,117.0,0.20574162679425836,0.19658119658119658,0.21739130434782608,0.41148325358851673,32,2023
914,6427.0,IND_ORC_OUT,2023-08-09,24.0,14.0,10.0,233.0,132.0,101.0,0.10300429184549356,0.09900990099009901,0.10606060606060606,0.2575107296137339,32,2023
918,6431.0,EVE_ORC_OUT,2023-08-09,3.0,2.0,1.0,29.0,7.0,22.0,0.10344827586206896,0.045454545454545456,0.2857142857142857,0.10344827586206896,32,2023
916,6429.0,IND_ORC_OUT_2,2023-08-09,30.0,15.0,15.0,299.0,179.0,120.0,0.10033444816053512,0.125,0.08379888268156424,0.25752508361204013,32,2023
915,6428.0,IND_ORC_IN_2,2023-08-09,5.0,1.0,4.0,101.0,51.0,50.0,0.04950495049504951,0.08,0.0196078431372549,0.32673267326732675,32,2023
909,6928.0,WIS_COO,2023-08-14,7.0,5.0,2.0,1367.0,880.0,487.0,0.005120702267739576,0.004106776180698152,0.005681818181818182,0.5991221653255303,33,2023
907,6916.0,SMI_HOF,2023-08-14,14.0,2.0,12.0,444.0,244.0,200.0,0.03153153153153153,0.06,0.00819672131147541,0.9662162162162162,33,2023
903,6686.0,ONE_STA,2023-08-14,54.0,15.0,39.0,1683.0,826.0,857.0,0.03208556149732621,0.045507584597432905,0.018159806295399514,0.9429590017825312,33,2023
901,6662.0,ONE_ADO,2023-08-14,6.0,1.0,5.0,614.0,344.0,270.0,0.009771986970684038,0.018518518518518517,0.0029069767441860465,1.0,33,2023
899,6364.0,GAB_ALL,2023-08-14,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,33,2023
897,6360.0,GAB_STE,2023-08-14,14.0,6.0,8.0,729.0,414.0,315.0,0.019204389574759947,0.025396825396825397,0.014492753623188406,0.9478737997256516,33,2023
895,6354.0,ZUE_REE,2023-08-14,66.0,20.0,46.0,2497.0,1359.0,1138.0,0.02643171806167401,0.040421792618629174,0.014716703458425313,0.7000400480576693,33,2023
893,6342.0,KAT_JEF,2023-08-14,1.0,0.0,1.0,109.0,62.0,47.0,0.009174311926605505,0.02127659574468085,0.0,0.9082568807339451,33,2023
911,6944.0,WIS_COO_2,2023-08-14,0.0,0.0,0.0,295.0,206.0,89.0,0.0,0.0,0.0,0.9796610169491525,33,2023
874,6461.0,KIR_ORC_IN,2023-08-15,3.0,0.0,3.0,174.0,122.0,52.0,0.017241379310344827,0.057692307692307696,0.0,0.04597701149425287,33,2023
873,6460.0,KIR_ORC_OUT,2023-08-15,5.0,1.0,4.0,413.0,309.0,104.0,0.012106537530266344,0.038461538461538464,0.003236245954692557,0.036319612590799036,33,2023
872,6459.0,KIR_FOR_IN,2023-08-15,0.0,0.0,0.0,18.0,8.0,10.0,0.0,0.0,0.0,0.05555555555555555,33,2023
871,6458.0,KIR_FOR_OUT,2023-08-15,0.0,0.0,0.0,215.0,181.0,34.0,0.0,0.0,0.0,0.009302325581395349,33,2023
865,6352.0,SEA_HOO,2023-08-15,121.0,46.0,75.0,2273.0,1338.0,935.0,0.05323361196656401,0.08021390374331551,0.0343796711509716,0.7998240211174659,33,2023
868,6455.0,OLE_FOR_IN,2023-08-15,6.0,2.0,4.0,49.0,7.0,42.0,0.12244897959183673,0.09523809523809523,0.2857142857142857,0.16326530612244897,33,2023
867,6454.0,OLE_FOR_OUT,2023-08-15,86.0,43.0,43.0,367.0,126.0,241.0,0.23433242506811988,0.17842323651452283,0.3412698412698413,0.3024523160762943,33,2023
875,6462.0,KIR_FIE_OUT,2023-08-15,25.0,12.0,13.0,434.0,264.0,170.0,0.0576036866359447,0.07647058823529412,0.045454545454545456,0.18433179723502302,33,2023
870,6457.0,OLE_FIE_IN,2023-08-15,166.0,51.0,115.0,885.0,174.0,711.0,0.18757062146892656,0.1617440225035162,0.29310344827586204,0.2994350282485876,33,2023
876,6463.0,KIR_FIE_IN,2023-08-15,10.0,1.0,9.0,415.0,207.0,208.0,0.024096385542168676,0.04326923076923077,0.004830917874396135,0.22891566265060243,33,2023
869,6456.0,OLE_FIE_OUT,2023-08-15,104.0,52.0,52.0,545.0,151.0,394.0,0.1908256880733945,0.1319796954314721,0.3443708609271523,0.24587155963302754,33,2023
879,6508.0,DUN_FIE_IN,2023-08-15,2.0,0.0,2.0,8.0,2.0,6.0,0.25,0.3333333333333333,0.0,0.625,33,2023
891,6520.0,DIP_PAT,2023-08-15,11.0,3.0,8.0,1602.0,817.0,785.0,0.00686641697877653,0.01019108280254777,0.0036719706242350062,0.8083645443196005,33,2023
889,6518.0,CUR_FIE_IN,2023-08-15,0.0,0.0,0.0,45.0,20.0,25.0,0.0,0.0,0.0,0.2222222222222222,33,2023
892,6521.0,PAT_FIE_IN,2023-08-15,1.0,0.0,1.0,107.0,36.0,71.0,0.009345794392523364,0.014084507042253521,0.0,0.24299065420560745,33,2023
886,6515.0,FLE_FOR_IN,2023-08-15,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.9375,33,2023
887,6516.0,DIP_CUR,2023-08-15,4.0,0.0,4.0,1309.0,655.0,654.0,0.0030557677616501145,0.0061162079510703364,0.0,0.961038961038961,33,2023
884,6513.0,FLE_FIE_IN,2023-08-15,6.0,2.0,4.0,110.0,46.0,64.0,0.05454545454545454,0.0625,0.043478260869565216,0.6272727272727272,33,2023
882,6511.0,DIP_FLE,2023-08-15,19.0,4.0,15.0,1556.0,780.0,776.0,0.012210796915167094,0.019329896907216496,0.005128205128205128,0.9794344473007712,33,2023
881,6510.0,DUN_FOR_IN,2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,33,2023
880,6509.0,DUN_FOR_OUT,2023-08-15,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,33,2023
885,6514.0,FLE_FOR_OUT,2023-08-15,5.0,4.0,1.0,27.0,16.0,11.0,0.18518518518518517,0.09090909090909091,0.25,0.8148148148148148,33,2023
877,6506.0,POV_DUN,2023-08-15,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,33,2023
856,6445.0,GRS_FIE_IN,2023-08-16,0.0,0.0,0.0,247.0,123.0,124.0,0.0,0.0,0.0,0.012145748987854251,33,2023
851,6440.0,EVE_ORC_OUT,2023-08-16,0.0,0.0,0.0,29.0,7.0,22.0,0.0,0.0,0.0,0.10344827586206896,33,2023
852,6441.0,EVE_ORC_IN,2023-08-16,0.0,0.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,33,2023
853,6442.0,GRS_ORC_OUT,2023-08-16,26.0,12.0,14.0,573.0,253.0,320.0,0.04537521815008726,0.04375,0.04743083003952569,0.26352530541012215,33,2023
