record_id,date,tempMaxF,tempMinF,tempMeanF,gddFahrenheitSimple,gddFahrenheitSine,gddFahrenheitSimpleCumsum,gddFahrenheitSineCumSum,tempMaxC,tempMinC,tempMeanC,gddCelsiusSimple,gddCelsiusSine,gddCelsiusSimpleCumSum,gddCelsiusSineCumSum
POV_DUN,2023-04-10,52,26,39,0,4.140127389,113,186.4551346,11.11111111,-3.333333333,3.888888889,0,2.300070771,62.77777778,103.5861859
POV_DUN,2023-04-11,63,32,47.5,8.5,9.949099457,121.5,196.4042341,17.22222222,0,8.611111111,4.722222222,5.527277476,67.5,109.1134634
POV_DUN,2023-04-12,69,41,55,16,16,137.5,212.4042341,20.55555556,5,12.77777778,8.888888889,8.888888889,76.38888889,118.0023523
POV_DUN,2023-04-13,76,47,61.5,22.5,22.5,160,234.9042341,24.44444444,8.333333333,16.38888889,12.5,12.5,88.88888889,130.5023523
POV_DUN,2023-04-14,83,46,64.5,25.5,25.5,185.5,260.4042341,28.33333333,7.777777778,18.05555556,14.16666667,14.16666667,103.0555556,144.6690189
POV_DUN,2023-04-15,83,51,67,28,28,213.5,288.4042341,28.33333333,10.55555556,19.44444444,15.55555556,15.55555556,118.6111111,160.2245745
POV_DUN,2023-04-16,79,51,65,26,26,239.5,314.4042341,26.11111111,10.55555556,18.33333333,14.44444444,14.44444444,133.0555556,174.6690189
POV_DUN,2023-04-17,77,43,60,21,21,260.5,335.4042341,25,6.111111111,15.55555556,11.66666667,11.66666667,144.7222222,186.3356856
POV_DUN,2023-04-18,54,37,45.5,6.5,6.796505283,267,342.2007393,12.22222222,2.777777778,7.5,3.611111111,3.775836268,148.3333333,190.1115219
POV_DUN,2023-04-19,42,34,38,0,0.813905606,267,343.0146449,5.555555556,1.111111111,3.333333333,0,0.452169781,148.3333333,190.5636916
POV_DUN,2023-04-20,47,34,40.5,1.5,2.875432353,268.5,345.8900773,8.333333333,1.111111111,4.722222222,0.833333333,1.597462418,149.1666667,192.1611541
POV_DUN,2023-04-21,64,38,51,12,12.0866441,280.5,357.9767214,17.77777778,3.333333333,10.55555556,6.666666667,6.71480228,155.8333333,198.8759563
POV_DUN,2023-04-22,83,50,66.5,27.5,27.5,308,385.4767214,28.33333333,10,19.16666667,15.27777778,15.27777778,171.1111111,214.1537341
POV_DUN,2023-04-23,71,43,57,18,18,326,403.4767214,21.66666667,6.111111111,13.88888889,10,10,181.1111111,224.1537341
POV_DUN,2023-04-24,52,31,41.5,2.5,4.689187761,328.5,408.1659092,11.11111111,-0.555555556,5.277777778,1.388888889,2.605104312,182.5,226.7588384
POV_DUN,2023-04-25,48,29,38.5,0,2.779669087,328.5,410.9455783,8.888888889,-1.666666667,3.611111111,0,1.544260604,182.5,228.303099
POV_DUN,2023-04-26,50,30,40,1,3.700650252,329.5,414.6462285,10,-1.111111111,4.444444444,0.555555556,2.055916807,183.0555556,230.3590158
POV_DUN,2023-04-27,50,34,42,3,4.229104717,332.5,418.8753332,10,1.111111111,5.555555556,1.666666667,2.34950262,184.7222222,232.7085185
POV_DUN,2023-04-28,58,39,48.5,9.5,9.5,342,428.3753332,14.44444444,3.888888889,9.166666667,5.277777778,5.277777778,190,237.9862962
POV_DUN,2023-04-29,57,41,49,10,10,352,438.3753332,13.88888889,5,9.444444444,5.555555556,5.555555556,195.5555556,243.5418518
POV_DUN,2023-04-30,52,42,47,8,8,360,446.3753332,11.11111111,5.555555556,8.333333333,4.444444444,4.444444444,200,247.9862962
POV_DUN,2023-05-01,54,41,47.5,8.5,8.5,368.5,454.8753332,12.22222222,5,8.611111111,4.722222222,4.722222222,204.7222222,252.7085185
POV_DUN,2023-05-02,52,37,44.5,5.5,5.815823372,374,460.6911566,11.11111111,2.777777778,6.944444444,3.055555556,3.231012984,207.7777778,255.9395314
POV_DUN,2023-05-03,49,37,43,4,4.35383649,378,465.0449931,9.444444444,2.777777778,6.111111111,2.222222222,2.41879805,210,258.3583295
POV_DUN,2023-05-04,47,38,42.5,3.5,3.644062389,381.5,468.6890555,8.333333333,3.333333333,5.833333333,1.944444444,2.024479105,211.9444444,260.3828086
POV_DUN,2023-05-05,52,37,44.5,5.5,5.815823372,387,474.5048788,11.11111111,2.777777778,6.944444444,3.055555556,3.231012984,215,263.6138216
POV_DUN,2023-05-06,58,34,46,7,7.992541542,394,482.4974204,14.44444444,1.111111111,7.777777778,3.888888889,4.440300857,218.8888889,268.0541224
POV_DUN,2023-05-07,64,36,50,11,11.42439613,405,493.9218165,17.77777778,2.222222222,10,6.111111111,6.346886738,225,274.4010092
POV_DUN,2023-05-08,72,44,58,19,19,424,512.9218165,22.22222222,6.666666667,14.44444444,10.55555556,10.55555556,235.5555556,284.9565647
POV_DUN,2023-05-09,64,37,50.5,11.5,11.7358093,435.5,524.6576258,17.77777778,2.777777778,10.27777778,6.388888889,6.519894053,241.9444444,291.4764588
POV_DUN,2023-05-10,59,33,46,7,8.25628129,442.5,532.9139071,15,0.555555556,7.777777778,3.888888889,4.586822939,245.8333333,296.0632817
POV_DUN,2023-05-11,66,38,52,13,13.08383407,455.5,545.9977412,18.88888889,3.333333333,11.11111111,7.222222222,7.268796706,253.0555556,303.3320784
POV_DUN,2023-05-12,74,47,60.5,21.5,21.5,477,567.4977412,23.33333333,8.333333333,15.83333333,11.94444444,11.94444444,265,315.2765229
POV_DUN,2023-05-13,79,48,63.5,24.5,24.5,501.5,591.9977412,26.11111111,8.888888889,17.5,13.61111111,13.61111111,278.6111111,328.887634
POV_DUN,2023-05-14,70,39,54.5,15.5,15.5,517,607.4977412,21.11111111,3.888888889,12.5,8.611111111,8.611111111,287.2222222,337.4987451
POV_DUN,2023-05-15,57,33,45,6,7.310158439,523,614.8078996,13.88888889,0.555555556,7.222222222,3.333333333,4.061199133,290.5555556,341.5599442
POV_DUN,2023-05-16,69,37,53,14,14.21721915,537,629.0251188,20.55555556,2.777777778,11.66666667,7.777777778,7.898455082,298.3333333,349.4583993
POV_DUN,2023-05-17,73,38,55.5,16.5,16.57616681,553.5,645.6012856,22.77777778,3.333333333,13.05555556,9.166666667,9.208981561,307.5,358.6673809
POV_DUN,2023-05-18,47,26,36.5,0,2.189187761,553.5,647.7904733,8.333333333,-3.333333333,2.5,0,1.216215423,307.5,359.8835963
POV_DUN,2023-05-19,65,34,49.5,10.5,11.36986169,564,659.160335,18.33333333,1.111111111,9.722222222,5.833333333,6.316589827,313.3333333,366.2001861
POV_DUN,2023-05-20,71,52,61.5,22.5,22.5,586.5,681.660335,21.66666667,11.11111111,16.38888889,12.5,12.5,325.8333333,378.7001861
POV_DUN,2023-05-21,68,46,57,18,18,604.5,699.660335,20,7.777777778,13.88888889,10,10,335.8333333,388.7001861
POV_DUN,2023-05-22,69,42,55.5,16.5,16.5,621,716.160335,20.55555556,5.555555556,13.05555556,9.166666667,9.166666667,345,397.8668528
POV_DUN,2023-05-23,68,42,55,16,16,637,732.160335,20,5.555555556,12.77777778,8.888888889,8.888888889,353.8888889,406.7557417
POV_DUN,2023-05-24,76,50,63,24,24,661,756.160335,24.44444444,10,17.22222222,13.33333333,13.33333333,367.2222222,420.089075
POV_DUN,2023-05-25,69,33,51,12,13.06150947,673,769.2218445,20.55555556,0.555555556,10.55555556,6.666666667,7.256394151,373.8888889,427.3454692
POV_DUN,2023-05-26,58,32,45,6,7.589469561,679,776.811314,14.44444444,0,7.222222222,3.333333333,4.216371978,377.2222222,431.5618411
POV_DUN,2023-05-27,67,36,51.5,12.5,12.90341734,691.5,789.7147314,19.44444444,2.222222222,10.83333333,6.944444444,7.168565191,384.1666667,438.7304063
POV_DUN,2023-05-28,76,43,59.5,20.5,20.5,712,810.2147314,24.44444444,6.111111111,15.27777778,11.38888889,11.38888889,395.5555556,450.1192952
POV_DUN,2023-05-29,81,44,62.5,23.5,23.5,735.5,833.7147314,27.22222222,6.666666667,16.94444444,13.05555556,13.05555556,408.6111111,463.1748508
POV_DUN,2023-05-30,84,52,68,29,29,764.5,862.7147314,28.88888889,11.11111111,20,16.11111111,16.11111111,424.7222222,479.2859619
POV_DUN,2023-05-31,81,52,66.5,27.5,27.5,792,890.2147314,27.22222222,11.11111111,19.16666667,15.27777778,15.27777778,440,494.5637397
POV_DUN,2023-06-01,84,53,68.5,29.5,29.5,821.5,919.7147314,28.88888889,11.66666667,20.27777778,16.38888889,16.38888889,456.3888889,510.9526286
POV_DUN,2023-06-02,86,54,70,31,31,852.5,950.7147314,30,12.22222222,21.11111111,17.22222222,17.22222222,473.6111111,528.1748508
POV_DUN,2023-06-03,88,57,72.5,33.5,33.5,886,984.2147314,31.11111111,13.88888889,22.5,18.61111111,18.61111111,492.2222222,546.7859619
POV_DUN,2023-06-04,75,41,58,19,19,905,1003.214731,23.88888889,5,14.44444444,10.55555556,10.55555556,502.7777778,557.3415174
POV_DUN,2023-06-05,66,43,54.5,15.5,15.5,920.5,1018.714731,18.88888889,6.111111111,12.5,8.611111111,8.611111111,511.3888889,565.9526286
POV_DUN,2023-06-06,70,46,58,19,19,939.5,1037.714731,21.11111111,7.777777778,14.44444444,10.55555556,10.55555556,521.9444444,576.5081841
POV_DUN,2023-06-07,64,42,53,14,14,953.5,1051.714731,17.77777778,5.555555556,11.66666667,7.777777778,7.777777778,529.7222222,584.2859619
POV_DUN,2023-06-08,61,45,53,14,14,967.5,1065.714731,16.11111111,7.222222222,11.66666667,7.777777778,7.777777778,537.5,592.0637397
POV_DUN,2023-06-09,57,45,51,12,12,979.5,1077.714731,13.88888889,7.222222222,10.55555556,6.666666667,6.666666667,544.1666667,598.7304063
POV_DUN,2023-06-10,62,46,54,15,15,994.5,1092.714731,16.66666667,7.777777778,12.22222222,8.333333333,8.333333333,552.5,607.0637397
POV_DUN,2023-06-11,74,49,61.5,22.5,22.5,1017,1115.214731,23.33333333,9.444444444,16.38888889,12.5,12.5,565,619.5637397
POV_DUN,2023-06-12,81,61,71,32,32,1049,1147.214731,27.22222222,16.11111111,21.66666667,17.77777778,17.77777778,582.7777778,637.3415174
POV_DUN,2023-06-13,73,53,63,24,24,1073,1171.214731,22.77777778,11.66666667,17.22222222,13.33333333,13.33333333,596.1111111,650.6748508
POV_DUN,2023-06-14,70,53,61.5,22.5,22.5,1095.5,1193.714731,21.11111111,11.66666667,16.38888889,12.5,12.5,608.6111111,663.1748508
POV_DUN,2023-06-15,64,55,59.5,20.5,20.5,1116,1214.214731,17.77777778,12.77777778,15.27777778,11.38888889,11.38888889,620,674.5637397
POV_DUN,2023-06-16,73,56,64.5,25.5,25.5,1141.5,1239.714731,22.77777778,13.33333333,18.05555556,14.16666667,14.16666667,634.1666667,688.7304063
POV_DUN,2023-06-17,60,55,57.5,18.5,18.5,1160,1258.214731,15.55555556,12.77777778,14.16666667,10.27777778,10.27777778,644.4444444,699.0081841
POV_DUN,2023-06-18,70,51,60.5,21.5,21.5,1181.5,1279.714731,21.11111111,10.55555556,15.83333333,11.94444444,11.94444444,656.3888889,710.9526286
POV_DUN,2023-06-19,72,51,61.5,22.5,22.5,1204,1302.214731,22.22222222,10.55555556,16.38888889,12.5,12.5,668.8888889,723.4526286
POV_DUN,2023-06-20,79,58,68.5,29.5,29.5,1233.5,1331.714731,26.11111111,14.44444444,20.27777778,16.38888889,16.38888889,685.2777778,739.8415174
POV_DUN,2023-06-21,79,55,67,28,28,1261.5,1359.714731,26.11111111,12.77777778,19.44444444,15.55555556,15.55555556,700.8333333,755.397073
POV_DUN,2023-06-22,76,51,63.5,24.5,24.5,1286,1384.214731,24.44444444,10.55555556,17.5,13.61111111,13.61111111,714.4444444,769.0081841
POV_DUN,2023-06-23,77,60,68.5,29.5,29.5,1315.5,1413.714731,25,15.55555556,20.27777778,16.38888889,16.38888889,730.8333333,785.397073
POV_DUN,2023-06-24,74,65,69.5,30.5,30.5,1346,1444.214731,23.33333333,18.33333333,20.83333333,16.94444444,16.94444444,747.7777778,802.3415174
POV_DUN,2023-06-25,78,64,71,32,32,1378,1476.214731,25.55555556,17.77777778,21.66666667,17.77777778,17.77777778,765.5555556,820.1192952
POV_DUN,2023-06-26,82,65,73.5,34.5,34.5,1412.5,1510.714731,27.77777778,18.33333333,23.05555556,19.16666667,19.16666667,784.7222222,839.2859619
POV_DUN,2023-06-27,79,61,70,31,31,1443.5,1541.714731,26.11111111,16.11111111,21.11111111,17.22222222,17.22222222,801.9444444,856.5081841
POV_DUN,2023-06-28,79,61,70,31,31,1474.5,1572.714731,26.11111111,16.11111111,21.11111111,17.22222222,17.22222222,819.1666667,873.7304063
POV_DUN,2023-06-29,63,57,60,21,21,1495.5,1593.714731,17.22222222,13.88888889,15.55555556,11.66666667,11.66666667,830.8333333,885.397073
POV_DUN,2023-06-30,76,56,66,27,27,1522.5,1620.714731,24.44444444,13.33333333,18.88888889,15,15,845.8333333,900.397073
DIP_FLE,2023-01-01,52,37,44.5,5.5,5.815823372,5.5,5.815823372,11.11111111,2.777777778,6.944444444,3.055555556,3.231012984,3.055555556,3.231012984
