Container Number,Container Type,Project,Record ID,Collection Date,Notes
3565,deli cup,R,STA_COL,5/3/23,
4058,sushi container,R,STA_COL,5/16/23,
4059,sushi container,R,STA_COL,5/16/23,
4091,deli cup,R,STA_COL,5/16/23,
4095,deli cup,R,STA_COL,5/16/23,
5101,sushi container,R,STA_COL,6/13/23,
5104,deli cup,R,STA_COL,6/13/23,
5105,sushi container,R,STA_COL,6/13/23,
5106,deli cup,R,STA_COL,6/13/23,
3081,deli cup,R,STA_HEM,4/20/23,
3082,deli cup,R,STA_HEM,4/20/23,
3087,sushi container ,R,STA_HEM,4/20/23,
3088,sushi container ,R,STA_HEM,4/20/23,
3550,sushi containr,R,STA_HEM,5/3/23,
3551,sushi container,R,STA_HEM,5/3/23,
3562,deli cup,R,STA_HEM,5/3/23,
3567,deli cup,R,STA_HEM,5/3/23,
4060,sushi container,R,STA_HEM,5/15/23,
4061,sushi container,R,STA_HEM,5/15/23,
4084,deli cup,R,STA_HEM,5/15/23,
4094,deli cup,R,STA_HEM,5/15/23,
4793,sushi container,R,STA_HEM,5/31/23,
4825,sushi container,R,STA_HEM,5/31/23,
4827,deli cup,R,STA_HEM,5/31/23,
4828,deli cup,R,STA_HEM,5/31/23,
3075,deli cup,R,STA_HEM_2,4/20/23,
3076,deli cup,R,STA_HEM_2,4/20/23,
3091,sushi container ,R,STA_HEM_2,4/20/23,
3092,sushi container ,R,STA_HEM_2,4/20/23,
3544,sushi container,R,STA_HEM_2,5/3/23,
3545,sushi container,R,STA_HEM_2,5/3/23,
3561,deli cup,R,STA_HEM_2,5/3/23,
3566,deli cup,R,STA_HEM_2,5/3/23,
4056,sushi container,R,STA_HEM_2,5/15/23,
4057,sushi container,R,STA_HEM_2,5/15/23,
4090,deli cup,R,STA_HEM_2,5/15/23,
4097,deli cup,R,STA_HEM_2,5/15/23,
4794,sushi container,R,STA_HEM_2,5/31/23,
4826,sushi container,R,STA_HEM_2,5/31/23,
4829,deli cup,R,STA_HEM_2,5/31/23,
4830,deli cup,R,STA_HEM_2,5/31/23,
3077,deli cup,R,STA_SWE,4/20/23,
3078,deli cup,R,STA_SWE,4/20/23,
3083,sushi container ,R,STA_SWE,4/20/23,
3084,sushi container ,R,STA_SWE,4/20/23,
3542,sushi container,R,STA_SWE,5/3/23,
3543,sushi container,R,STA_SWE,5/3/23,
3568,deli cup,R,STA_SWE,5/3/23,
3569,deli cup,R,STA_SWE,5/3/23,
3640,sushi container,R,STA_SWE,5/12/23,trap removed early for planting
3641,sushi container,R,STA_SWE,5/12/23,trap removed early for planting
3654,deli cup,R,STA_SWE,5/12/23,trap removed early for planting
3655,deli cup,R,STA_SWE,5/12/23,trap removed early for planting
4785,deli cup,R,STA_SWE,5/26/23,
4786,deli cup,R,STA_SWE,5/26/23,
4823,sushi container,R,STA_SWE,5/26/23,
4824,sushi container,R,STA_SWE,5/26/23,
3079,deli cup,R,STA_WIL,4/20/23,
3080,deli cup,R,STA_WIL,4/20/23,
3085,sushi container ,R,STA_WIL,4/20/23,
3086,sushi container ,R,STA_WIL,4/20/23,
3546,sushi container,R,STA_WIL,5/3/23,
3547,sushi container,R,STA_WIL,5/3/23,
3560,deli cup,R,STA_WIL,5/3/23,
3564,deli cup,R,STA_WIL,5/3/23,
4089,deli cup,R,STA_WIL,5/15/23,
4062,sushi container,R,STA_WIL,5/16/23,
4063,sushi container,R,STA_WIL,5/16/23,
4101,deli cup,R,STA_WIL,5/16/23,
5102,sushi container,R,STA_WIL,6/13/23,
5103,deli cup,R,STA_WIL,6/13/23,
5107,sushi container,R,STA_WIL,6/13/23,
5108,deli cup,R,STA_WIL,6/13/23,
3634,sushi container,R,WIS_COO_2,5/3/23,
3162,sushi container,R,WIS_COO,4/19/23,
3163,sushi container,R,WIS_COO,4/19/23,
3172,deli cup,R,WIS_COO,4/19/23,beans were out on the ground
3173,deli cup,R,WIS_COO,4/19/23,
3320,sushi container,R,WIS_COO,4/27/23,
3321,sushi container,R,WIS_COO,4/27/23,
3336,deli cup,R,WIS_COO,4/27/23,
3337,deli cup,R,WIS_COO,4/27/23,
3632,sushi container,R,WIS_COO,5/3/23,
3633,sushi container,R,WIS_COO,5/3/23,
3682,deli cup,R,WIS_COO,5/3/23,
3683,deli cup,R,WIS_COO,5/3/23,
4196,deli cup,R,WIS_COO,5/17/23,
4197,deli cup,R,WIS_COO,5/17/23,
4203,sushi container,R,WIS_COO,5/17/23,
4206,sushi container,R,WIS_COO,5/17/23,
5011,deli cup,R,WIS_COO,5/31/23,
5012,deli cup,R,WIS_COO,5/31/23,
5015,sushi container,R,WIS_COO,5/31/23,
5018,sushi container,R,WIS_COO,5/31/23,
3168,sushi container,R,WIS_COO_2,4/19/23,
3169,sushi container,R,WIS_COO_2,4/19/23,
3174,deli cup,R,WIS_COO_2,4/19/23,
3175,deli cup,R,WIS_COO_2,4/19/23,
3322,sushi container,R,WIS_COO_2,4/27/23,
3323,sushi container,R,WIS_COO_2,4/27/23,
3338,deli cup,R,WIS_COO_2,4/27/23,
3339,deli cup,R,WIS_COO_2,4/27/23,
3637,sushi container,R,WIS_COO_2,5/3/23,
3684,deli cup,R,WIS_COO_2,5/3/23,
3685,deli cup,R,WIS_COO_2,5/3/23,
4198,deli cup,R,WIS_COO_2,5/17/23,
4199,deli cup,R,WIS_COO_2,5/17/23,
4201,sushi container,R,WIS_COO_2,5/17/23,
4204,sushi container,R,WIS_COO_2,5/17/23,
5009,deli cup,R,WIS_COO_2,5/31/23,
5010,deli cup,R,WIS_COO_2,5/31/23,
5017,sushi container,R,WIS_COO_2,5/31/23,
5019,sushi container,R,WIS_COO_2,5/31/23,
3166,sushi container,R,WIS_HIG,4/21/23,"has corn in it, one is supposed to be lima"
3167,sushi container,R,WIS_HIG,4/21/23,"has corn in it, one is supposed to be lima"
3188,deli cup,R,WIS_HIG,4/21/23,
3189,deli cup,R,WIS_HIG,4/21/23,
3635,sushi container,R,WIS_HIG,5/5/23,no seeds
3636,sushi container,R,WIS_HIG,5/5/23,
3686,deli cup,R,WIS_HIG,5/5/23,
3687,deli cup,R,WIS_HIG,5/5/23,
4207,sushi container,R,WIS_HIG,5/19/23,
4209,sushi container,R,WIS_HIG,5/19/23,
4211,deli cup,R,WIS_HIG,5/19/23,
4212,deli cup,R,WIS_HIG,5/19/23,
3164,sushi container,R,WIS_KEN,4/21/23,
3165,sushi container,R,WIS_KEN,4/21/23,
3176,deli cup,R,WIS_KEN,4/21/23,
3177,deli cup,R,WIS_KEN,4/21/23,
3650,sushi container,R,WIS_KEN,5/5/23,delivered late
3651,sushi container,R,WIS_KEN,5/5/23,delivered late
3680,deli cup,R,WIS_KEN,5/5/23,
3681,deli cup,R,WIS_KEN,5/5/23,
4208,sushi container,R,WIS_KEN,5/19/23,
4210,sushi container,R,WIS_KEN,5/19/23,
4213,deli cup,R,WIS_KEN,5/19/23,
4214,deli cup,R,WIS_KEN,5/19/23,EMPTY
5013,deli cup,R,WIS_KEN,5/31/23,
5007,deli cup,R,WIS_KEN,6/2/23,
5021,sushi container,R,WIS_KEN,6/2/23,
5022,sushi container,R,WIS_KEN,6/2/23,
3170,sushi container,R,WIS_MEG,4/21/23,"has corn in it, one is supposed. to be lima"
3171,sushi container ,R,WIS_MEG,4/21/23,"has corn in it, one is supposed to be lima"
3190,deli cup,R,WIS_MEG,4/21/23,only lima beans recovered. the corn seed was gone.
3648,sushi container,R,WIS_MEG,5/5/23,delivered late
3649,sushi container,R,WIS_MEG,5/5/23,delivered late
3678,deli cup,R,WIS_MEG,5/5/23,
3679,deli cup,R,WIS_MEG,5/5/23,
4200,deli cup,R,WIS_MEG,5/17/23,
4202,sushi container,R,WIS_MEG,5/19/23,
4205,sushi container,R,WIS_MEG,5/19/23,
5008,deli cup,R,WIS_MEG,6/2/23,
5023,sushi container,R,WIS_MEG,6/2/23,
5024,sushi container,R,WIS_MEG,6/2/23,
3225,sushi container,R,ZUE_REE,4/26/23,
3226,sushi container,R,ZUE_REE,4/26/23,
3233,deli cup,R,ZUE_REE,4/26/23,
3234,deli cup,R,ZUE_REE,4/26/23,
3630,sushi container,R,ZUE_REE,5/9/23,
3631,sushi container,R,ZUE_REE,5/9/23,
3669,deli cup,R,ZUE_REE,5/9/23,
3670,deli cup,R,ZUE_REE,5/9/23,
4279,sushi container,R,ZUE_REE,5/23/23,
4280,sushi container,R,ZUE_REE,5/23/23,
4281,deli cup,R,ZUE_REE,5/25/23,
4282,deli cup,R,ZUE_REE,5/25/23,
3183,deli cup,T,A2_M,4/28/23,
3664,deli cup,T,A2_M,5/11/23,
3184,deli cup,T,N-1A_M,4/28/23,
3658,deli cup,T,N1A_M,5/11/23,
5035,large deli cup,T,N1A_M,5/25/23,
3182,deli cup,T,S11_M,4/28/23,
3659,deli cup,T,S11_M,5/11/23,
5030,deli cup,T,S11_M,5/24/23,
3181,deli cup,T,S12_M,4/28/23,
5025,deli cup,T,S12_M,5/24/23,
3657,deli cup,T,S12M,5/11/23,
3179,deli cup,T,S13_M,4/28/23,
3663,deli cup,T,S13_M,5/10/23,
5027,deli cup,T,S13_M,5/24/23,
3178,deli cup,T,S14_M,4/28/23,
3660,deli cup,T,S14_M,5/10/23,
5028,deli cup,T,S14_M,5/24/23,
3185,deli cup,T,S15_M,4/27/23,
3661,deli cup,T,S15_M,5/10/23,
5032,deli cup,T,S15_M,5/24/23,
3180,deli cup,T,S2_M,4/28/23,
3665,deli cup,T,S2_M,5/11/23,
5026,deli cup,T,S2_M,5/24/23,
3187,deli cup,T,S6_M,4/27/23,
3662,deli cup,T,S6_M,5/10/23,
5029,deli cup,T,S6_M,5/24/23,
3186,deli cup,T,S7_M,4/27/23,
3656,deli cup,T,S7_M,5/10/23,
5031,deli cup,T,S7_M,5/24/23,
