Container Number,Container Type,Project,Record ID,Collection Date,Notes
4712,large deli cup,C,DEF_VIL_WM_D_CC,6/1/23,
4307,deli cup,C,DEG_DIE_HILL_FS_D_CC,5/26/23,13 days in ground
4308,deli cup,C,DEG_DIE_HILL_FS_D_CC,5/26/23,13 days in ground
4295,deli cup,C,DEG_DIE_HILL_FS_D_NOCC,5/26/23,13 days in ground
4297,deli cup,C,DEG_DIE_HILL_FS_D_NOCC,5/26/23,13 days in ground
4305,deli cup,C,DEG_DIE_HILL_FS_FUNG_CC,5/26/23,13 days in ground
4310,deli cup,C,DEG_DIE_HILL_FS_FUNG_CC,5/26/23,13 days in ground
4302,deli cup,C,DEG_DIE_HILL_FS_FUNG_NOCC,5/26/23,13 days in ground
4309,deli cup,C,DEG_DIE_HILL_FS_FUNG_NOCC,5/26/23,13 days in ground
4289,deli cup,C,DEG_DIE_HILL_FS_N_CC,5/26/23,13 days in ground
4294,deli cup,C,DEG_DIE_HILL_FS_N_CC,5/26/23,13 days in ground
4290,deli cup,C,DEG_DIE_HILL_FS_N_NOCC,5/26/23,13 days in ground
4292,deli cup,C,DEG_DIE_HILL_FS_N_NOCC,5/26/23,13 days in ground
4288,deli cup,C,DEG_DIE_HILL_WM_D_CC,5/26/23,13 days in ground
4298,deli cup,C,DEG_DIE_HILL_WM_D_CC,5/26/23,13 days in ground
4300,deli cup,C,DEG_DIE_HILL_WM_D_CC,5/26/23,13 days in ground
4283,deli cup,C,DEG_DIE_HILL_WM_D_NOCC,5/26/23,14 days seed in ground
4287,deli cup,C,DEG_DIE_HILL_WM_D_NOCC,5/26/23,14 days in ground
4301,deli cup,C,DEG_DIE_HILL_WM_DIAM_NOCC,5/26/23,13 days in ground
4304,deli cup,C,DEG_DIE_HILL_WM_FUNG_CC,5/26/23,13 days in ground
4306,deli cup,C,DEG_DIE_HILL_WM_FUNG_CC,5/26/23,13 days in ground
4311,deli cup,C,DEG_DIE_HILL_WM_FUNG_CC,5/26/23,13 days in ground
4285,deli cup,C,DEG_DIE_HILL_WM_FUNG_NOCC,5/26/23,13 days in ground
4303,deli cup,C,DEG_DIE_HILL_WM_FUNG_NOCC,5/26/23,13 days in ground
4293,deli cup,C,DEG_DIE_HILL_WM_N_CC,5/26/23,13 days in ground
4296,deli cup,C,DEG_DIE_HILL_WM_N_CC,5/26/23,13 days in ground
4299,deli cup,C,DEG_DIE_HILL_WM_N_CC,5/26/23,13 days in ground
4284,deli cup,C,DEG_DIE_HILL_WM_N_NOCC,5/26/23,13days in ground
4291,deli cup,C,DEG_DIE_HILL_WM_N_NOCC,5/26/23,13 days in ground
4286,deli cup,C,DEG_DIE_HILL_WM_NOCC_N,5/26/23,13 days in ground
4708,large deli cup,C,DEG_FOU_FS_U_NOCC,6/1/23,14 days in ground
4702,large deli cup,C,DEG_FOU_W_WM_D_NOCC,6/1/23,
4739,large deli cup,C,DEG_FOU_W_WM_D_NOCC,6/1/23,
4680,large deli cup,C,DEG_FOU_W_WM_F_NOCC,6/1/23,
4723,large deli cup,C,DEG_FOU_W_WM_F_NOCC,6/1/23,17 days in ground
4736,large deli cup,C,DEG_FOU_W_WM_U_NOCC,6/1/23,
4709,large deli cup,C,DEG_FOU_WM_N_NOCC,6/1/23,
4710,large deli cup,C,DEG_FOU_WM_N_NOCC,6/1/23,
4703,large deli cup,C,DEG_FOU_WOOD_FS_D_CC,6/1/23,14 days in ground
4728,large deli cup,C,DEG_FOU_WOOD_FS_D_CC,6/1/23,14 days in ground
4727,large deli cup,C,DEG_FOU_WOOD_FS_D_NOCC,6/1/23,14 days in ground
4678,large deli cup,C,DEG_FOU_WOOD_FS_N_CC,6/1/23,
4706,large deli cup,C,DEG_FOU_WOOD_FS_N_CC,6/1/23,14 days in ground
4711,large deli cup,C,DEG_FOU_WOOD_FS_N_NOCC,6/1/23,
4716,large deli cup,C,DEG_FOU_WOOD_FS_N_NOCC,6/1/23,
4705,large deli cup,C,DEG_FOU_WOOD_FS_U_CC,6/1/23,14 days in ground
4734,large deli cup,C,DEG_FOU_WOOD_FS_U_CC,6/1/23,14 days in ground
4719,large deli cup,C,DEG_FOU_WOOD_FS_U_NOCC,6/1/23,
4721,large deli cup,C,DEG_FOU_WOOD_WM_D_CC,6/1/23,
4725,large deli cup,C,DEG_FOU_WOOD_WM_D_CC,6/1/23,14 days in ground
4730,large deli cup,C,DEG_FOU_WOOD_WM_D_CC,6/1/23,14 days in ground
4756,large deli cup,C,DEG_FOU_WOOD_WM_F_CC,6/1/23,
4676,large deli cup,C,DEG_FOU_WOOD_WM_N_CC,6/1/23,
4699,large deli cup,C,DEG_FOU_WOOD_WM_N_CC,6/1/23,14 days in ground
4750,large deli cup,C,DEG_FOU_WOOD_WM_N_CC,6/1/23,
4677,large deli cup,C,DEG_FOU_WOOD_WM_N_NOCC,6/1/23,6 days in ground
4707,large deli cup,C,DEG_FOU_WOOD_WM_U_CC,6/1/23,14 days in ground
4738,large deli cup,C,DEG_FOU_WOOD_WM_U_CC,6/1/23,14 days in ground
4215,deli cup,C,DEG_PER_CC_FS_D,5/25/23,Seeds out 15d
4249,deli cup,C,DEG_PER_D_WM_CC,5/25/23,
4266,deli cup,C,DEG_PER_D_WM_CC,5/25/23,Seeds out 15d
4274,deli cup,C,DEG_PER_D_WM_CC,5/25/23,Seeds out 15d
4261,deli cup,C,DEG_PER_FS_CC_D,5/25/23,Seeds out 15d
4258,deli cup,C,DEG_PER_FS_D_NOCC,5/25/23,Seeds out 15d
4270,deli cup,C,DEG_PER_FS_D_NOCC,5/25/23,Seeds out 15d
4260,deli cup,C,DEG_PER_FS_N_CC_FS,5/25/23,Seeds out 15d
4257,deli cup,C,DEG_PER_FS_N_NOCC,5/25/23,Seeds out 15d
4262,deli cup,C,DEG_PER_FS_N_NOCC,5/25/23,
4268,deli cup,C,DEG_PER_FS_U_CC,5/25/23,Seeds out 15d
4273,deli cup,C,DEG_PER_FS_U_CC,5/25/23,Seeds out 15d
4254,deli cup,C,DEG_PER_FS_U_NOCC,5/25/23,
4269,deli cup,C,DEG_PER_FS_U_NOCC,5/25/23,Seeds out 15d
4264,deli cup,C,DEG_PER_N_CC_FS,5/25/23,Seeds out 15d
4222,deli cup,C,DEG_PER_N_WM_CC,5/25/23,
4250,deli cup,C,DEG_PER_N_WM_CC,5/25/23,
4267,deli cup,C,DEG_PER_N_WM_CC,5/25/23,Seeds out 15d
4251,deli cup,C,DEG_PER_WM_D_NOCC,5/25/23,
4253,deli cup,C,DEG_PER_WM_D_NOCC,5/25/23,
4265,deli cup,C,DEG_PER_WM_D_NOCC,5/25/23,Seeds out 15d
4252,deli cup,C,DEG_PER_WM_F_CC,5/25/23,
4255,deli cup,C,DEG_PER_WM_F_CC,5/25/23,Seeds out 15d
4256,deli cup,C,DEG_PER_WM_F_CC,5/25/23,Seeds out 15d
4259,deli cup,C,DEG_PER_WM_F_NOCC,5/25/23,Seeds out 15d
4263,deli cup,C,DEG_PER_WM_F_NOCC,5/25/23,Seeds out 15d
4272,deli cup,C,DEG_PER_WM_F_NOCC,5/25/23,Seeds out 15d
4247,deli cup,C,DEG_PER_WM_N_NOCC,5/25/23,
4271,deli cup,C,DEG_PER_WM_N_NOCC,5/25/23,Seeds out 15d
4751,large deli cup,C,DEG_POV_WOOD_FS_D_NOCC,6/1/23,
4700,large deli cup,C,DEG_VIL_FS_D_CC,6/1/23,17 days in ground
4753,large deli cup,C,DEG_VIL_FS_D_CC,6/1/23,17 days in ground
4715,large deli cup,C,DEG_VIL_FS_D_NOCC,5/31/23,
4737,large deli cup,C,DEG_VIL_FS_N_CC,5/31/23,16 days in ground
4757,large deli cup,C,DEG_VIL_FS_N_CC,5/31/23,16 days in ground
4729,large deli cup,C,DEG_VIL_FS_N_NOCC,5/31/23,16 days in ground
4732,large deli cup,C,DEG_VIL_FS_N_NOCC,5/31/23,16 days in ground
4724,large deli cup,C,DEG_VIL_FS_U_CC,6/1/23,
4742,large deli cup,C,DEG_VIL_FS_U_NOCC,5/31/23,16 days in ground
4755,large deli cup,C,DEG_VIL_FS_U_NOCC,6/1/23,
4717,large deli cup,C,DEG_VIL_WM_D_CC,6/1/23,17 days in ground
4731,large deli cup,C,DEG_VIL_WM_D_CC,6/1/23,17 days in ground
4679,large deli cup,C,DEG_VIL_WM_D_NOCC,5/31/23,16 days in ground
4735,large deli cup,C,DEG_VIL_WM_D_NOCC,5/31/23,16 days in ground
4740,large deli cup,C,DEG_VIL_WM_D_NOCC,5/31/23,16 days in ground
4714,large deli cup,C,DEG_VIL_WM_F_NOCC,5/31/23,
4733,large deli cup,C,DEG_VIL_WM_N_CC,5/31/23,16 days in ground
4754,large deli cup,C,DEG_VIL_WM_N_CC,5/31/23,16 days in ground
4701,large deli cup,C,DEG_VIL_WM_N_NOCC,6/1/23,
4713,large deli cup,C,DEG_VIL_WM_N_NOCC,6/1/23,
4726,large deli cup,C,DEG_VIL_WM_N_NOCC,6/1/23,
4704,large deli cup,C,DEG_VIL_WM_U_CC,6/1/23,17 days in ground
4720,large deli cup,C,DEG_VIL_WM_U_CC,6/1/23,17 days in ground
4741,large deli cup,C,DEG_VIL_WM_U_CC,6/1/23,17 days in ground
4718,large deli cup,C,DEG_VIL_WM_U_NOCC,5/31/23,16 days in ground
4722,large deli cup,C,DEG_VIL_WM_U_NOCC,5/31/23,16 days in ground
4752,large deli cup,C,DEG_VIL_WN_N_CC,5/31/23,
4248,deli cup,C,DEP_PER_WM_N_NOCC,5/25/23,
4771,large deli cup,C,DIP_CUR_FS_D_CC,6/2/23,
4775,large deli cup,C,DIP_CUR_FS_D_CC,6/2/23,
4767,large deli cup,C,DIP_CUR_FS_D_NOCC,6/2/23,
4761,large deli cup,C,DIP_CUR_FS_N_CC,6/2/23,
4777,large deli cup,C,DIP_CUR_FS_N_CC,6/2/23,
4748,large deli cup,C,DIP_CUR_FS_N_NOCC,6/2/23,
4749,large deli cup,C,DIP_CUR_FS_N_NOCC,6/2/23,
4759,large deli cup,C,DIP_CUR_FS_N_NOCC,6/2/23,
4760,large deli cup,C,DIP_CUR_FS_U_CC,6/2/23,
4762,large deli cup,C,DIP_CUR_FS_U_CC,6/2/23,
4763,large deli cup,C,DIP_CUR_FS_U_NOCC,6/2/23,
4780,large deli cup,C,DIP_CUR_FS_U_NOCC,6/2/23,
4765,large deli cup,C,DIP_CUR_WM_D_CC,6/2/23,
4769,large deli cup,C,DIP_CUR_WM_D_CC,6/2/23,
4778,large deli cup,C,DIP_CUR_WM_D_CC,6/2/23,
4744,large deli cup,C,DIP_CUR_WM_D_NOCC,6/2/23,
4770,large deli cup,C,DIP_CUR_WM_D_NOCC,6/2/23,
4776,large deli cup,C,DIP_CUR_WM_D_NOCC,6/2/23,
4764,large deli cup,C,DIP_CUR_WM_N_CC,6/2/23,
4766,large deli cup,C,DIP_CUR_WM_N_CC,6/2/23,
4774,large deli cup,C,DIP_CUR_WM_N_CC,6/2/23,
4743,large deli cup,C,DIP_CUR_WM_N_NOCC,6/2/23,
4746,large deli cup,C,DIP_CUR_WM_N_NOCC,6/2/23,
4768,large deli cup,C,DIP_CUR_WM_N_NOCC,6/2/23,
4745,large deli cup,C,DIP_CUR_WM_U_CC,6/2/23,
4772,large deli cup,C,DIP_CUR_WM_U_CC,6/2/23,
4779,large deli cup,C,DIP_CUR_WM_U_CC,6/2/23,
4747,large deli cup,C,DIP_CUR_WM_U_NOCC,6/2/23,
4758,large deli cup,C,DIP_CUR_WM_U_NOCC,6/2/23,
4773,large deli cup,C,DIP_CUR_WM_U_NOCC,6/2/23,
4839,large deli cup,C,DIP_FLE_FS_C_NOCC,6/6/23,
4836,large deli cup,C,DIP_FLE_FS_D_CC,6/6/23,
4847,large deli cup,C,DIP_FLE_FS_D_CC,6/6/23,
4837,large deli cup,C,DIP_FLE_FS_D_NOCC,6/6/23,
4848,large deli cup,C,DIP_FLE_FS_N_CC,6/6/23,
4849,large deli cup,C,DIP_FLE_FS_N_CC,6/6/23,
4844,large deli cup,C,DIP_FLE_FS_N_NOCC,6/6/23,
4857,large deli cup,C,DIP_FLE_FS_N_NOCC,6/6/23,
4834,large deli cup,C,DIP_FLE_FS_U_CC,6/6/23,
4841,large deli cup,C,DIP_FLE_FS_U_CC,6/6/23,
4838,large deli cup,C,DIP_FLE_FS_U_NOCC,6/6/23,
4843,large deli cup,C,DIP_FLE_FS_U_NOCC,6/6/23,
4831,large deli cup,C,DIP_FLE_WM_D_CC,6/6/23,
4840,large deli cup,C,DIP_FLE_WM_D_CC,6/6/23,
4851,large deli cup,C,DIP_FLE_WM_D_CC,6/6/23,
4845,large deli cup,C,DIP_FLE_WM_D_NOCC,6/6/23,
4846,large deli cup,C,DIP_FLE_WM_D_NOCC,6/6/23,
4856,large deli cup,C,DIP_FLE_WM_D_NOCC,6/6/23,
4832,large deli cup,C,DIP_FLE_WM_N_CC,6/6/23,
4833,large deli cup,C,DIP_FLE_WM_N_CC,6/6/23,
4835,large deli cup,C,DIP_FLE_WM_N_CC,6/6/23,
4842,large deli cup,C,DIP_FLE_WM_N_NOCC,6/6/23,
4852,large deli cup,C,DIP_FLE_WM_N_NOCC,6/6/23,
4855,large deli cup,C,DIP_FLE_WM_N_NOCC,6/6/23,
4821,large deli cup,C,DIP_FLE_WM_U_CC,6/6/23,
4822,large deli cup,C,DIP_FLE_WM_U_CC,6/6/23,
4850,large deli cup,C,DIP_FLE_WM_U_CC,6/6/23,
4853,large deli cup,C,DIP_FLE_WM_U_NOCC,6/6/23,
4854,large deli cup,C,DIP_FLE_WM_U_NOCC,6/6/23,
4858,large deli cup,C,DIP_FLE_WM_U_NOCC,6/6/23,
4243,deli cup,C,DIP_PAT_FS_D_CC,5/25/23,
4246,deli cup,C,DIP_PAT_FS_D_CC,5/25/23,
4229,deli cup,C,DIP_PAT_FS_N_CC,5/25/23,
4231,deli cup,C,DIP_PAT_FS_N_CC,5/25/23,
4225,deli cup,C,DIP_PAT_FS_N_NOCC,5/25/23,
4244,deli cup,C,DIP_PAT_FS_N_NOCC,5/25/23,
4223,deli cup,C,DIP_PAT_FS_NOCC_D,5/25/23,
4227,deli cup,C,DIP_PAT_FS_NOCC_D,5/25/23,
4237,deli cup,C,DIP_PAT_FS_U_CC,5/25/23,
4240,deli cup,C,DIP_PAT_FS_U_CC,5/25/23,
4233,deli cup,C,DIP_PAT_FS_U_NOCC,5/25/23,
4234,deli cup,C,DIP_PAT_FS_U_NOCC,5/25/23,
4235,deli cup,C,DIP_PAT_WM_D_CC,5/25/23,
4239,deli cup,C,DIP_PAT_WM_D_CC,5/25/23,
4241,deli cup,C,DIP_PAT_WM_D_CC,5/25/23,
4217,deli cup,C,DIP_PAT_WM_D_NOCC,5/25/23,
4218,deli cup,C,DIP_PAT_WM_D_NOCC,5/25/23,
4221,deli cup,C,DIP_PAT_WM_D_NOCC,5/25/23,
4232,deli cup,C,DIP_PAT_WM_N_CC,5/25/23,
4238,deli cup,C,DIP_PAT_WM_N_CC,5/25/23,
4242,deli cup,C,DIP_PAT_WM_N_CC,5/25/23,
4224,deli cup,C,DIP_PAT_WM_N_NOCC,5/25/23,
4226,deli cup,C,DIP_PAT_WM_N_NOCC,5/25/23,
4245,deli cup,C,DIP_PAT_WM_N_NOCC,5/25/23,
4228,deli cup,C,DIP_PAT_WM_U_CC,5/25/23,
4230,deli cup,C,DIP_PAT_WM_U_CC,5/25/23,
4236,deli cup,C,DIP_PAT_WM_U_CC,5/25/23,
4216,deli cup,C,DIP_PAT_WM_U_NOCC,5/25/23,
4219,deli cup,C,DIP_PAT_WM_U_NOCC,5/25/23,
4220,deli cup,C,DIP_PAT_WM_U_NOCC,5/25/23,
4896,large deli cup,C,LET_NOB_FS_D_CC,6/1/23,
4902,large deli cup,C,LET_NOB_FS_D_CC,6/1/23,
4898,large deli cup,C,LET_NOB_FS_D_NOCC,6/1/23,
4900,large deli cup,C,LET_NOB_FS_D_NOCC,6/1/23,
4905,large deli cup,C,LET_NOB_FS_N_CC,6/1/23,
4907,large deli cup,C,LET_NOB_FS_N_CC,6/1/23,
4899,large deli cup,C,LET_NOB_FS_N_NOCC,6/1/23,
4904,large deli cup,C,LET_NOB_FS_N_NOCC,6/1/23,
4897,large deli cup,C,LET_NOB_FS_U_CC,6/1/23,
4906,large deli cup,C,LET_NOB_FS_U_CC,6/1/23,
4901,large deli cup,C,LET_NOB_FS_U_NOCC,6/1/23,
4903,large deli cup,C,LET_NOB_FS_U_NOCC,6/1/23,
4892,deli cup,C,LET_NOB_WM_D_CC,6/1/23,
4893,deli cup,C,LET_NOB_WM_D_CC,6/1/23,
4895,deli cup,C,LET_NOB_WM_D_CC,6/1/23,
4943,deli cup,C,LET_NOB_WM_D_NOCC,6/1/23,
4944,deli cup,C,LET_NOB_WM_D_NOCC,6/1/23,
4945,deli cup,C,LET_NOB_WM_D_NOCC,6/1/23,
4887,deli cup,C,LET_NOB_WM_N_CC,6/1/23,
4890,deli cup,C,LET_NOB_WM_N_CC,6/1/23,
4891,deli cup,C,LET_NOB_WM_N_CC,6/1/23,
4938,deli cup,C,LET_NOB_WM_N_NOCC,6/1/23,
4940,deli cup,C,LET_NOB_WM_N_NOCC,6/1/23,
4942,deli cup,C,LET_NOB_WM_N_NOCC,6/1/23,
4888,deli cup,C,LET_NOB_WM_U_CC,6/1/23,
4889,deli cup,C,LET_NOB_WM_U_CC,6/1/23,
4894,deli cup,C,LET_NOB_WM_U_CC,6/1/23,
4939,deli cup,C,LET_NOB_WM_U_NOCC,6/1/23,
4941,deli cup,C,LET_NOB_WM_U_NOCC,6/1/23,
4946,deli cup,C,LET_NOB_WM_U_NOCC,6/1/23,
4179,sushi container,C,LET_TAB,5/23/23,
4180,sushi container,C,LET_TAB,5/23/23,
4181,sushi container,C,LET_TAB_cc,5/23/23,cover left of trap
4182,sushi container,C,LET_TAB_cc,5/23/23,cover right of trap
4189,deli cup,C,LET_TAB_cc,5/23/23,CC
4190,deli cup,C,LET_TAB_cc,5/23/23,CC
4191,deli cup,C,LET_TAB_cc,5/23/23,CC
4192,deli cup,C,LET_TAB_cc,5/23/23,CC 
4193,deli cup,C,LET_TAB_cc,5/23/23,CC
4183,sushi container,C,LET_TAB_nocc,5/23/23,no cover right of the trap
4184,sushi container,C,LET_TAB_nocc,5/23/23,no cover left of trap
4185,deli cup,C,LET_TAB_nocc,5/23/23,no cover wiretrap
4186,deli cup,C,LET_TAB_nocc,5/23/23,no cover wiretrap
4187,deli cup,C,LET_TAB_nocc,5/23/23,No CC
4188,deli cup,C,LET_TAB_nocc,5/23/23,No CC
4955,deli cup,C,SMI_COB_FS_D_CC,5/30/23,
4971,deli cup,C,SMI_COB_FS_D_CC,5/30/23,
4988,deli cup,C,SMI_COB_FS_D_NOCC,5/30/23,
4999,deli cup,C,SMI_COB_FS_D_NOCC,5/30/23,
4947,deli cup,C,SMI_COB_FS_N_CC,5/30/23,
4976,deli cup,C,SMI_COB_FS_N_CC,5/30/23,
4967,deli cup,C,SMI_COB_FS_N_NOCC,5/30/23,
4991,deli cup,C,SMI_COB_FS_N_NOCC,5/30/23,
4975,deli cup,C,SMI_COB_FS_U_CC,5/30/23,
5004,deli cup,C,SMI_COB_FS_U_CC,5/30/23,
4948,deli cup,C,SMI_COB_FS_U_NOCC,5/30/23,
4972,deli cup,C,SMI_COB_FS_U_NOCC,5/30/23,
4951,deli cup,C,SMI_COB_WM_D_CC,5/30/23,
4963,deli cup,C,SMI_COB_WM_D_CC,5/30/23,
4987,deli cup,C,SMI_COB_WM_D_CC,5/30/23,
4978,deli cup,C,SMI_COB_WM_D_NOCC,5/30/23,
4981,deli cup,C,SMI_COB_WM_D_NOCC,5/30/23,
4984,deli cup,C,SMI_COB_WM_D_NOCC,5/30/23,
4959,deli cup,C,SMI_COB_WM_N_CC,5/30/23,
4965,deli cup,C,SMI_COB_WM_N_CC,5/30/23,
4985,deli cup,C,SMI_COB_WM_N_CC,5/30/23,
4950,deli cup,C,SMI_COB_WM_N_NOCC,5/30/23,
4952,deli cup,C,SMI_COB_WM_N_NOCC,5/30/23,
4980,deli cup,C,SMI_COB_WM_N_NOCC,5/30/23,
4936,deli cup,C,SMI_COB_WM_U_CC,5/30/23,
4937,deli cup,C,SMI_COB_WM_U_CC,5/30/23,
4953,deli cup,C,SMI_COB_WM_U_CC,5/30/23,
4949,deli cup,C,SMI_COB_WM_U_NOCC,5/30/23,
4958,deli cup,C,SMI_COB_WM_U_NOCC,5/30/23,
5001,deli cup,C,SMI_COB_WM_U_NOCC,5/30/23,
4966,deli cup,C,SMI_LAT_FS_D_CC,5/31/23,
4995,deli cup,C,SMI_LAT_FS_D_CC,5/31/23,
4961,deli cup,C,SMI_LAT_FS_D_NOCC,5/31/23,
4986,deli cup,C,SMI_LAT_FS_D_NOCC,5/31/23,
4982,deli cup,C,SMI_LAT_FS_N_CC,5/31/23,
5003,deli cup,C,SMI_LAT_FS_N_CC,5/31/23,
4992,deli cup,C,SMI_LAT_FS_N_NOCC,5/31/23,
5002,deli cup,C,SMI_LAT_FS_N_NOCC,5/31/23,
4957,deli cup,C,SMI_LAT_FS_U_CC,5/31/23,
4974,deli cup,C,SMI_LAT_FS_U_CC,5/31/23,
4962,deli cup,C,SMI_LAT_FS_U_NOCC,5/31/23,
4973,deli cup,C,SMI_LAT_FS_U_NOCC,5/31/23,
4954,deli cup,C,SMI_LAT_WM_D_CC,5/31/23,
4969,deli cup,C,SMI_LAT_WM_D_CC,5/31/23,
4977,deli cup,C,SMI_LAT_WM_D_CC,5/31/23,
4964,deli cup,C,SMI_LAT_WM_D_NOCC,5/31/23,
4997,deli cup,C,SMI_LAT_WM_D_NOCC,5/31/23,
4998,deli cup,C,SMI_LAT_WM_D_NOCC,5/31/23,
4968,deli cup,C,SMI_LAT_WM_N_CC,5/31/23,
4970,deli cup,C,SMI_LAT_WM_N_CC,5/31/23,
4996,deli cup,C,SMI_LAT_WM_N_CC,5/31/23,
4979,deli cup,C,SMI_LAT_WM_N_NOCC,5/31/23,
4983,deli cup,C,SMI_LAT_WM_N_NOCC,5/31/23,
4994,deli cup,C,SMI_LAT_WM_N_NOCC,5/31/23,
4960,deli cup,C,SMI_LAT_WM_U_CC,5/31/23,
4989,deli cup,C,SMI_LAT_WM_U_CC,5/31/23,
4990,deli cup,C,SMI_LAT_WM_U_CC,5/31/23,
4956,deli cup,C,SMI_LAT_WM_U_NOCC,5/31/23,
4993,deli cup,C,SMI_LAT_WM_U_NOCC,5/31/23,
5000,deli cup,C,SMI_LAT_WM_U_NOCC,5/31/23,
5043,big deli cup,C,STA_COL_FS_D_CC,6/13/23,
5041,big deli cup,C,STA_COL_FS_D_NOCC,6/13/23,
5045,big deli cup,C,STA_COL_FS_D_NOCC,6/13/23,
5042,big deli cup,C,STA_COL_FS_N_CC,6/13/23,
5046,big deli cup,C,STA_COL_FS_N_CC,6/13/23,
5038,big deli cup,C,STA_COL_FS_N_NOCC,6/13/23,
5040,big deli cup,C,STA_COL_FS_N_NOCC,6/13/23,
5039,big deli cup,C,STA_COL_FS_U_NOCC,6/13/23,
5044,big deli cup,C,STA_COL_FS_U_NOCC,6/13/23,
5059,deli cup,C,STA_COL_WM_D_CC,6/13/23,
5060,deli cup,C,STA_COL_WM_D_CC,6/13/23,
5062,deli cup,C,STA_COL_WM_D_CC,6/13/23,
5047,deli cup,C,STA_COL_WM_D_NOCC,6/13/23,
5048,deli cup,C,STA_COL_WM_D_NOCC,6/13/23,
5055,deli cup,C,STA_COL_WM_D_NOCC,6/13/23,
5061,deli cup,C,STA_COL_WM_N_CC,6/13/23,
5063,deli cup,C,STA_COL_WM_N_CC,6/13/23,
5064,deli cup,C,STA_COL_WM_N_CC,6/13/23,
5050,deli cup,C,STA_COL_WM_N_NOCC,6/13/23,
5052,deli cup,C,STA_COL_WM_N_NOCC,6/13/23,
5054,deli cup,C,STA_COL_WM_N_NOCC,6/13/23,
5056,deli cup,C,STA_COL_WM_U_CC,6/13/23,no seeds 
5057,deli cup,C,STA_COL_WM_U_CC,6/13/23,no seeds
5058,deli cup,C,STA_COL_WM_U_CC,6/13/23,no seeds
5049,deli cup,C,STA_COL_WM_U_NOCC,6/13/23,
5051,deli cup,C,STA_COL_WM_U_NOCC,6/13/23,
5053,deli cup,C,STA_COL_WM_U_NOCC,6/13/23,
4668,large deli cup,C,STA_HEM_1_FS_CC,5/31/23,
4807,large deli cup,C,STA_HEM_1_FS_CC,5/31/23,
4669,large deli cup,C,STA_HEM_1_FS_NOCC,5/31/23,
4805,large deli cup,C,STA_HEM_1_FS_NOCC,5/31/23,
4663,deli cup,C,STA_HEM_1_WM_CC,5/31/23,
4664,deli cup,C,STA_HEM_1_WM_CC,5/31/23,
4666,deli cup,C,STA_HEM_1_WM_CC,5/31/23,
4662,deli cup,C,STA_HEM_1_WM_NOCC,5/31/23,
4665,deli cup,C,STA_HEM_1_WM_NOCC,5/31/23,
4667,deli cup,C,STA_HEM_1_WM_NOCC,5/31/23,
4803,large deli cup,C,STA_HEM_2_FS_CC,5/31/23,
4806,large deli cup,C,STA_HEM_2_FS_CC,5/31/23,
4804,large deli cup,C,STA_HEM_2_FS_NOCC,5/31/23,
4808,large deli cup,C,STA_HEM_2_FS_NOCC,5/31/23,
4670,deli cup,C,STA_HEM_2_WM_CC,5/31/23,
4672,deli cup,C,STA_HEM_2_WM_CC,5/31/23,
4675,deli cup,C,STA_HEM_2_WM_CC,5/31/23,
4671,deli cup,C,STA_HEM_2_WM_NOCC,5/31/23,
4673,deli cup,C,STA_HEM_2_WM_NOCC,5/31/23,
4674,deli cup,C,STA_HEM_2_WM_NOCC,5/31/23,
4810,large deli cup,C,STA_SWE_FS_D_CC,5/26/23,Row next to trap forgot to skip a row
4820,large deli cup,C,STA_SWE_FS_D_CC,5/26/23,
4814,large deli cup,C,STA_SWE_FS_D_NOCC,5/26/23,
4815,large deli cup,C,STA_SWE_FS_D_NOCC,5/26/23,
4809,large deli cup,C,STA_SWE_FS_N_CC,5/26/23,
4818,large deli cup,C,STA_SWE_FS_N_CC,5/26/23,
4812,large deli cup,C,STA_SWE_FS_N_NOCC,5/26/23,
4819,large deli cup,C,STA_SWE_FS_N_NOCC,5/26/23,
4811,large deli cup,C,STA_SWE_FS_U_CC,5/26/23,Row next to trap forgot to skip a row
4817,large deli cup,C,STA_SWE_FS_U_CC,5/26/23,Skipped a row
4813,large deli cup,C,STA_SWE_FS_U_NOCC,5/26/23,WM traps btw rows 3+4 not 2+3. Sampled row 4 next to WM trap
4816,large deli cup,C,STA_SWE_FS_U_NOCC,5/26/23,
4690,deli cup,C,STA_SWE_WM_D_CC,5/26/23,
4692,deli cup,C,STA_SWE_WM_D_CC,5/26/23,
4694,deli cup,C,STA_SWE_WM_D_CC,5/26/23,
4684,deli cup,C,STA_SWE_WM_D_NOCC,5/26/23,
4689,deli cup,C,STA_SWE_WM_D_NOCC,5/26/23,
4691,deli cup,C,STA_SWE_WM_N_CC,5/26/23,
4693,deli cup,C,STA_SWE_WM_N_CC,5/26/23,
4695,deli cup,C,STA_SWE_WM_N_CC,5/26/23,
4681,deli cup,C,STA_SWE_WM_N_NOCC,5/26/23,
4682,deli cup,C,STA_SWE_WM_N_NOCC,5/26/23,
4683,deli cup,C,STA_SWE_WM_N_NOCC,5/26/23,
4685,deli cup,C,STA_SWE_WM_N_NOCC,5/26/23,
4696,deli cup,C,STA_SWE_WM_U_CC,5/26/23,
4697,deli cup,C,STA_SWE_WM_U_CC,5/26/23,
4698,deli cup,C,STA_SWE_WM_U_CC,5/26/23,
4686,deli cup,C,STA_SWE_WM_U_NOCC,5/26/23,
4687,deli cup,C,STA_SWE_WM_U_NOCC,5/26/23,
