,id,container_number,project,number_seeds,total_scm_maggots,collection_date,record_id,seed_type,total_scm_pupae,number_wireworm,total_phorid_maggots,scm_seeds,other_seeds
26,70,3038,R,10.0,0.0,4/18/23,SMI_DUR,Corn,0,0.0,0.0,0.0,2.0
27,55,3039,R,3.0,0.0,4/17/23,SMI_CRO,Bean,0,0.0,0.0,0.0,1.0
28,52,3040,R,10.0,0.0,4/17/23,SMI_CRO,Corn,0,2.0,0.0,0.0,2.0
29,34,3041,R,10.0,0.0,4/17/23,SMI_MCC,Corn,0,1.0,0.0,0.0,2.0
30,28,3042,R,10.0,0.0,4/17/23,SMI_MCC,Bean,1,0.0,0.0,0.0,0.0
31,85,3043,R,10.0,0.0,4/17/23,SMI_COB,Corn,0,0.0,0.0,0.0,0.0
32,67,3044,R,10.0,0.0,4/17/23,SMI_COB,Bean,0,0.0,10.0,0.0,2.0
33,46,3065,R,10.0,0.0,4/18/23,SMI_JOH,Bean,0,0.0,1.0,0.0,2.0
34,49,3066,R,10.0,0.0,4/18/23,SMI_JOH_2,Corn,0,0.0,0.0,0.0,0.0
35,10,3067,R,10.0,0.0,4/18/23,SMI_JOH_2,Corn,0,0.0,0.0,0.0,3.0
36,7,3068,R,8.0,0.0,4/18/23,SMI_JOH_2,Bean,5,1.0,7.0,0.0,0.0
37,112,3073,R,10.0,0.0,4/20/23,STA_COL,Corn,0,0.0,0.0,0.0,5.0
38,190,3074,R,11.0,0.0,4/20/23,STA_COL,Bean,0,0.0,0.0,0.0,0.0
39,31,3075,R,10.0,1.0,4/20/23,STA_HEM_2,Bean,0,0.0,0.0,1.0,0.0
40,175,3076,R,10.0,0.0,4/20/23,STA_HEM_2,Corn,0,0.0,0.0,0.0,0.0
41,178,3077,R,9.0,0.0,4/20/23,STA_SWE,Bean,0,0.0,0.0,0.0,0.0
42,118,3078,R,10.0,0.0,4/20/23,STA_SWE,Corn,0,0.0,0.0,0.0,2.0
43,181,3079,R,11.0,0.0,4/20/23,STA_WIL,Bean,0,0.0,1.0,0.0,0.0
44,187,3080,R,10.0,0.0,4/20/23,STA_WIL,Corn,0,0.0,0.0,0.0,1.0
45,115,3081,R,10.0,0.0,4/20/23,STA_HEM,Corn,0,0.0,0.0,0.0,2.0
46,184,3082,R,10.0,0.0,4/20/23,STA_HEM,Bean,15,0.0,0.0,0.0,0.0
47,196,3149,R,10.0,0.0,4/27/23,MIL_MCC,Corn,0,0.0,0.0,0.0,2.0
48,121,3150,R,8.0,0.0,4/27/23,MIL_MCC,Bean,0,0.0,1.0,0.0,2.0
49,128,3151,R,,1.0,4/27/23,MIL_YOD,Bean,0,2.0,0.0,0.0,2.0
50,130,3152,R,10.0,0.0,4/27/23,MIL_CHA,Corn,0,0.0,0.0,0.0,4.0
51,256,3153,R,10.0,0.0,4/27/23,MIL_YOD,Corn,0,0.0,0.0,0.0,0.0
52,232,3158,R,10.0,0.0,4/24/23,LET_NOBLE,Corn,0,0.0,0.0,0.0,3.0
53,126,3159,R,9.0,2.0,4/24/23,LET_TABLEROCK,Bean,2,0.0,0.0,1.0,3.0
54,193,3160,R,10.0,0.0,4/24/23,LET_TABLEROCK,Corn,0,0.0,0.0,0.0,0.0
55,235,3161,R,10.0,0.0,4/24/23,LET_NOBLE,Bean,0,0.0,0.0,0.0,7.0
