Field ID,Date Collected,N.SCM.I.M,N.SCM.I.F,N.SCM.O.M,N.SCM.O.F,N.D.Florilega.I,N.D.Florilega.O
DEG_DIE_HILL,6/23/23, , , , , , 
DEG_DIE_HILL,6/23/23,109,84,60,51,14,10
DEG_DIE_HILL,6/13/23,50,23,6,2,1,0
DEG_DIE_HILL,6/13/23, , , , , , 
DEG_DIE_HILL,6/1/23,7,2,4,5,0,0
DEG_DIE_HILL,6/1/23, , , , , , 
DEG_DIE_HILL,5/26/23, , , , , , 
DEG_DIE_HILL,5/26/23,41,31,20,8,0,0
DEG_DIE_HILL,5/18/23, , , , , , 
DEG_DIE_HILL,5/18/23,21,0,4,3,0,0
DEG_DIE_HILL,5/11/23, , , , , , 
DEG_DIE_HILL,5/11/23,80,18,36,15,3,0
DEG_DIE_HILL,5/4/23, , , , , , 
DEG_DIE_HILL,5/4/23,40,20,136,128,9,44
DEG_DIE_HILL,4/27/23, , , , , , 
DEG_DIE_HILL,4/27/23,43,9,51,12,0,0
DEG_DIE_HILL,4/21/23, , , , , , 
DEG_DIE_HILL,4/21/23,16,10,7,5,0,0
DEG_DIE_SWC,6/23/23, , , , , , 
DEG_DIE_SWC,6/23/23,25,15,10,11,0,10
DEG_DIE_SWC,6/13/23,22,7,1,0,0,1
DEG_DIE_SWC,6/13/23, , , , , , 
DEG_DIE_SWC,6/1/23,6,3,3,2,0,0
DEG_DIE_SWC,6/1/23, , , , , , 
DEG_DIE_SWC,5/26/23, , , , , , 
DEG_DIE_SWC,5/26/23,8,8,0,4,0,0
DEG_DIE_SWC,5/18/23, , , , , , 
DEG_DIE_SWC,5/18/23,1,3,0,1,0,0
DEG_DIE_SWC,5/11/23, , , , , , 
DEG_DIE_SWC,5/11/23,1,1,2,1,0,1
DEG_DIE_SWC,5/4/23, , , , , , 
DEG_DIE_SWC,5/4/23,5,10,4,3,0,1
DEG_DIE_SWC,4/27/23, , , , , , 
DEG_DIE_SWC,4/27/23,7,8,6,7,0,0
DEG_DIE_SWC,4/21/23, , , , , , 
DEG_DIE_SWC,4/21/23,9,26,0,3,0,0
DEG_FOU_WOOD,6/26/23, , , , , , 
DEG_FOU_WOOD,6/26/23,16,16,2,1,0,0
DEG_FOU_WOOD,6/13/23,39,14,18,11,0,4
DEG_FOU_WOOD,6/13/23, , , , , , 
DEG_FOU_WOOD,6/1/23,30,14,10,6,0,0
DEG_FOU_WOOD,6/1/23, , , , , , 
DEG_FOU_WOOD,5/25/23, , , , , , 
DEG_FOU_WOOD,5/25/23,20,26,5,13,0,0
DEG_FOU_WOOD,5/18/23, , , , , , 
DEG_FOU_WOOD,5/18/23,17,36,8,7,0,1
DEG_FOU_WOOD,5/12/23, , , , , , 
DEG_FOU_WOOD,5/12/23,4,2,1,0,0,0
DEG_FOU_WOOD,5/4/23, , , , , , 
DEG_FOU_WOOD,5/4/23, , , , , , 
DEG_FOU_WOOD,4/27/23, , , , , , 
DEG_FOU_WOOD,4/27/23,17,6,20,18,0,0
DEG_FOU_WOOD,4/21/23, , , , , , 
DEG_FOU_WOOD,4/21/23,19,25,9,6,1,0
DEG_PER_STRIP,6/23/23, , , , , , 
DEG_PER_STRIP,6/23/23, , , , , , 
DEG_PER_STRIP,6/13/23,25,13,1,0,2,0
DEG_PER_STRIP,6/13/23, , , , , , 
DEG_PER_STRIP,6/1/23,1,1,1,0,0,0
DEG_PER_STRIP,6/1/23, , , , , , 
DEG_PER_STRIP,5/25/23, , , , , , 
DEG_PER_STRIP,5/25/23,3,1,1,0,0,0
DEG_PER_STRIP,5/19/23, , , , , , 
DEG_PER_STRIP,5/19/23,1,5,9,15,0,0
DEG_PER_STRIP,5/12/23, , , , , , 
DEG_PER_STRIP,5/12/23,4,2,6,3,0,0
DEG_PER_STRIP,5/4/23, , , , , , 
DEG_PER_STRIP,5/4/23,11,10,5,11,1,1
DEG_PER_STRIP,4/27/23, , , , , , 
DEG_PER_STRIP,4/27/23,26,13,4,3,0,0
DEG_PER_STRIP,4/20/23, , , , , , 
DEG_PER_STRIP,4/20/23,6,4,2,3,0,0
DEG_VIL,6/22/23, , , , , , 
DEG_VIL,6/22/23, , , , , , 
DEG_VIL,6/13/23,32,15,14,6,0,0
DEG_VIL,6/13/23, , , , , , 
DEG_VIL,6/1/23,30,21,15,25,0,0
DEG_VIL,6/1/23, , , , , , 
DEG_VIL,5/25/23, , , , , , 
DEG_VIL,5/25/23,70,46,23,17,0,0
DEG_VIL,5/18/23, , , , , , 
DEG_VIL,5/18/23,3,1,1,1,1,1
DEG_VIL,5/11/23, , , , , , 
DEG_VIL,5/11/23,34,16,18,18,5,0
DEG_VIL,5/4/23, , , , , , 
DEG_VIL,5/4/23,91,87,66,60,0,0
DEG_VIL,4/27/23, , , , , , 
DEG_VIL,4/27/23,43,37,17,10,2,0
DEG_VIL,4/20/23, , , , , , 
DEG_VIL,4/20/23,1,2,2,14,0,0
DEG_YOU_BOCES,6/23/23, , , , , , 
DEG_YOU_BOCES,6/23/23,23,15,42,27,1,0
DEG_YOU_BOCES,6/13/23,0,0,17,5,0,0
DEG_YOU_BOCES,6/13/23, , , , , , 
DEG_YOU_BOCES,6/1/23,5,5,6,0,0,0
DEG_YOU_BOCES,6/1/23, , , , , , 
DEG_YOU_BOCES,5/25/23, , , , , , 
DEG_YOU_BOCES,5/25/23,77,36,30,9,0,0
DEG_YOU_BOCES,5/18/23, , , , , , 
DEG_YOU_BOCES,5/18/23,0,0,0,0,0,0
DEG_YOU_BOCES,5/11/23, , , , , , 
DEG_YOU_BOCES,5/11/23,12,5,9,2,1,1
DEG_YOU_BOCES,5/4/23, , , , , , 
DEG_YOU_BOCES,5/4/23,28,15,22,9,1,0
DEG_YOU_BOCES,4/27/23, , , , , , 
DEG_YOU_BOCES,4/27/23,42,25,14,9,4,0
DEG_YOU_BOCES,4/21/23, , , , , , 
DEG_YOU_BOCES,4/21/23,17,119,0,14,2,0
DEG_YOU_JONES,6/23/23,59,62,24,39,7,2
DEG_YOU_JONES,6/23/23, , , , , , 
DEG_YOU_JONES,6/13/23,22,17,56,34,2,0
DEG_YOU_JONES,6/13/23, , , , , , 
DEG_YOU_JONES,6/1/23,50,32,32,30,0,0
DEG_YOU_JONES,6/1/23, , , , , , 
DEG_YOU_JONES,5/25/23, , , , , , 
DEG_YOU_JONES,5/25/23,81,51,27,32,1,1
DEG_YOU_JONES,5/18/23, , , , , , 
DEG_YOU_JONES,5/18/23,7,19,7,13,0,0
DEG_YOU_JONES,5/11/23, , , , , , 
DEG_YOU_JONES,5/11/23,7,10,6,10,1,0
DEG_YOU_JONES,5/4/23, , , , , , 
DEG_YOU_JONES,5/4/23,56,68,21,51,3,10
DEG_YOU_JONES,4/27/23, , , , , , 
DEG_YOU_JONES,4/27/23,42,53,21,31,3,1
DEG_YOU_JONES,4/20/23, , , , , , 
DEG_YOU_JONES,4/20/23,2,16,1,8,0,1
DEG_YOU_OSHEA,6/23/23, , , , , , 
DEG_YOU_OSHEA,6/13/23,29,10,63,41,6,8
DEG_YOU_OSHEA,6/13/23, , , , , , 
DEG_YOU_OSHEA,6/1/23,4,3,2,1,0,0
DEG_YOU_OSHEA,6/1/23, , , , , , 
DEG_YOU_OSHEA,5/25/23, , , , , , 
DEG_YOU_OSHEA,5/25/23,17,13,18,28,0,0
DEG_YOU_OSHEA,5/18/23, , , , , , 
DEG_YOU_OSHEA,5/18/23,25,112,13,20,0,2
DEG_YOU_OSHEA,5/11/23, , , , , , 
DEG_YOU_OSHEA,5/11/23,7,10,7,4,0,0
DEG_YOU_OSHEA,5/4/23, , , , , , 
DEG_YOU_OSHEA,5/4/23,30,39,11,35,1,2
DEG_YOU_OSHEA,4/27/23, , , , , , 
DEG_YOU_OSHEA,4/27/23,23,11,7,6,0,1
DEG_YOU_OSHEA,4/21/23, , , , , , 
DEG_YOU_OSHEA,4/21/23,3,3,3,12,0,0
DIP_CUR,12/19/23,0,0,0,0,0,0
DIP_CUR,12/12/23,1,0,0,0,0,0
DIP_CUR,12/6/23,0,0,0,0,0,0
DIP_CUR,11/28/23,0,0,0,0,0,0
DIP_CUR,11/28/23, , , , , , 
DIP_CUR,11/21/23, , , , , , 
DIP_CUR,11/21/23,0,0,0,0,0,0
DIP_CUR,11/14/23,0,1,0,0,0,0
DIP_CUR,11/14/23, , , , , , 
DIP_CUR,11/7/23, , , , , , 
DIP_CUR,11/7/23,1,0,0,2,0,0
DIP_CUR,10/31/23,1,0,0,0,2,0
DIP_CUR,10/31/23, , , , , , 
DIP_CUR,10/24/23,3,1,2,0,0,0
DIP_CUR,10/24/23, , , , , , 
DIP_CUR,10/17/23, , , , , , 
DIP_CUR,10/17/23,6,5,0,0,0,0
DIP_CUR,10/10/23, , , , , , 
DIP_CUR,10/10/23,0,0,2,1,0,0
DIP_CUR,10/3/23,0,0,0,0,0,0
DIP_CUR,10/3/23, , , , , , 
DIP_CUR,9/26/23,1,1,1,0,0,0
DIP_CUR,9/26/23, , , , , , 
DIP_CUR,9/19/23,0,0,0,0,0,0
DIP_CUR,9/19/23, , , , , , 
DIP_CUR,9/12/23,13,3,1,0,0,0
DIP_CUR,9/12/23, , , , , , 
DIP_CUR,9/5/23,0,0,0,0,0,0
DIP_CUR,9/5/23, , , , , , 
DIP_CUR,8/29/23,0,0,0,1,0,0
DIP_CUR,8/29/23, , , , , , 
DIP_CUR,8/22/23,2,1,0,0,0,0
DIP_CUR,8/22/23, , , , , , 
DIP_CUR,8/15/23,0,2,0,2,0,1
DIP_CUR,8/15/23, , , , , , 
DIP_CUR,8/8/23,0,1,3,2,0,1
DIP_CUR,8/8/23, , , , , , 
DIP_CUR,8/1/23,0,1,0,1,0,0
DIP_CUR,8/1/23, , , , , , 
DIP_CUR,7/25/23,0,0,0,1,1,0
DIP_CUR,7/25/23, , , , , , 
DIP_CUR,7/18/23,20,5,5,5,6,0
DIP_CUR,7/18/23, , , , , , 
DIP_CUR,7/11/23,0,0,3,1,0,0
DIP_CUR,7/11/23, , , , , , 
DIP_CUR,7/5/23,29,18,6,7,6,1
DIP_CUR,7/5/23, , , , , , 
DIP_CUR,6/27/23, , , , , , 
DIP_CUR,6/27/23,4,1,4,1,0,1
DIP_CUR,6/20/23, , , , , , 
DIP_CUR,6/20/23,78,55,37,24,15,3
DIP_CUR,6/13/23, , , , , , 
DIP_CUR,6/13/23,115,68,52,49,61,19
DIP_CUR,6/6/23,3,0,10,8,2,2
DIP_CUR,6/6/23, , , , , , 
DIP_CUR,5/30/23,21,12,18,17,0,0
DIP_CUR,5/30/23, , , , , , 
DIP_CUR,5/23/23,4,1,2,6,0,0
DIP_CUR,5/23/23, , , , , , 
DIP_CUR,5/16/23, , , , , , 
DIP_CUR,5/16/23,0,1,2,0,0,0
DIP_CUR,5/9/23, , , , , , 
DIP_CUR,5/9/23,31,34,5,10,3,1
DIP_CUR,5/2/23, , , , , , 
DIP_CUR,5/2/23,45,20,49,73,0,1
DIP_CUR,4/25/23, , , , , , 
DIP_CUR,4/25/23,7,7,3,8,1,0
DIP_CUR,4/18/23, , , , , , 
DIP_CUR,4/18/23,18,26,7,9,0,0
DIP_CUR,4/11/23, , , , , , 
DIP_CUR,4/11/23,25,136,1,10,0,0
DIP_CUR,4/6/23, , , , , , 
DIP_CUR,4/6/23,5,3,9,12,0,0
DIP_CUR,3/28/23,0,0,0,0,0,0
DIP_CUR,3/28/23,0,0,0,0,0,0
DIP_CUR,3/21/23,0,0,0,0,0,0
DIP_CUR,3/21/23,0,0,0,0,0,0
DIP_CUR,3/13/23,0,0,0,0,0,0
DIP_CUR,3/13/23,0,0,0,0,0,0
DIP_FLE,11/28/23, , , , , , 
DIP_FLE,11/28/23,0,0,0,0,1,0
DIP_FLE,11/21/23,0,1,0,1,0,0
DIP_FLE,11/21/23, , , , , , 
DIP_FLE,11/14/23, , , , , , 
DIP_FLE,11/14/23,0,0,0,0,1,0
DIP_FLE,11/7/23,0,0,0,0,0,0
DIP_FLE,11/7/23, , , , , , 
DIP_FLE,10/31/23,3,1,0,2,1,0
DIP_FLE,10/31/23, , , , , , 
DIP_FLE,10/24/23, , , , , , 
DIP_FLE,10/24/23,0,0,0,2,0,0
DIP_FLE,10/17/23, , , , , , 
DIP_FLE,10/17/23,1,0,1,0,0,0
DIP_FLE,10/10/23,0,1,0,1,1,1
DIP_FLE,10/10/23, , , , , , 
DIP_FLE,10/3/23, , , , , , 
DIP_FLE,10/3/23,1,0,1,1,3,0
DIP_FLE,9/26/23, , , , , , 
DIP_FLE,9/26/23,1,1,2,1,0,0
DIP_FLE,9/19/23, , , , , , 
DIP_FLE,9/19/23,0,0,0,1,0,0
DIP_FLE,9/12/23, , , , , , 
DIP_FLE,9/12/23,0,0,0,0,0,0
DIP_FLE,9/5/23, , , , , , 
DIP_FLE,9/5/23,0,2,0,1,0,0
DIP_FLE,8/29/23, , , , , , 
DIP_FLE,8/29/23,0,0,0,0,3,0
DIP_FLE,8/22/23, , , , , , 
DIP_FLE,8/22/23,1,2,1,2,0,3
DIP_FLE,8/15/23,2,8,2,7,9,5
DIP_FLE,8/15/23, , , , , , 
DIP_FLE,8/8/23, , , , , , 
DIP_FLE,8/8/23,0,11,7,13,2,8
DIP_FLE,8/1/23,0,0,1,1,0,0
DIP_FLE,8/1/23, , , , , , 
DIP_FLE,7/25/23,6,25,16,55,13,39
DIP_FLE,7/25/23, , , , , , 
DIP_FLE,7/18/23,19,36,25,37,27,18
DIP_FLE,7/18/23, , , , , , 
DIP_FLE,7/11/23,32,27,9,11,26,21
DIP_FLE,7/11/23, , , , , , 
DIP_FLE,7/5/23,34,52,30,28,20,9
DIP_FLE,7/5/23, , , , , , 
DIP_FLE,6/27/23, , , , , , 
DIP_FLE,6/27/23,27,9,31,23,7,7
DIP_FLE,6/20/23, , , , , , 
DIP_FLE,6/20/23,31,17,39,31,21,10
DIP_FLE,6/13/23,5,1,13,1,1,0
DIP_FLE,6/13/23,8,4,12,2,2,1
DIP_FLE,5/30/23,25,21,6,5,0,0
DIP_FLE,5/30/23, , , , , , 
DIP_FLE,5/23/23,16,12,1,2,1,0
DIP_FLE,5/23/23, , , , , , 
DIP_FLE,5/16/23, , , , , , 
DIP_FLE,5/16/23,1,1,1,0,0,0
DIP_FLE,5/9/23, , , , , , 
DIP_FLE,5/9/23,10,16,1,1,1,0
DIP_FLE,5/2/23,11,8,23,18,1,0
DIP_FLE,5/2/23, , , , , , 
DIP_FLE,4/25/23, , , , , , 
DIP_FLE,4/25/23,16,10,27,17,1,1
DIP_FLE,4/18/23, , , , , , 
DIP_FLE,4/18/23,28,10,36,14,0,0
DIP_FLE,4/11/23, , , , , , 
DIP_FLE,4/11/23,71,99,88,71,0,0
DIP_FLE,4/4/23, , , , , , 
DIP_FLE,4/4/23,4,15,11,15,0,0
DIP_FLE,3/28/23,5,6,9,3,0,0
DIP_FLE,3/28/23,17,6,12,7,0,0
DIP_FLE,3/21/23,0,0,0,0,0,0
DIP_FLE,3/21/23,0,0,0,0,0,0
DIP_FLE,3/13/23,0,0,0,0,0,0
DIP_FLE,3/13/23,0,0,0,0,0,0
DIP_PAT,11/28/23,0,0,0,0,0,0
DIP_PAT,11/28/23, , , , , , 
DIP_PAT,11/21/23,,,,,,
DIP_PAT,11/21/23,0,0,0,0,1,0
DIP_PAT,11/14/23,0,0,1,0,0,0
DIP_PAT,11/14/23, , , , , , 
DIP_PAT,11/7/23,0,4,1,2,1,0
DIP_PAT,11/7/23, , , , , , 
DIP_PAT,10/31/23,2,8,1,2,4,2
DIP_PAT,10/31/23, , , , , , 
DIP_PAT,10/24/23,1,0,1,0,0,0
DIP_PAT,10/24/23, , , , , , 
DIP_PAT,10/17/23,7,6,4,3,2,0
DIP_PAT,10/17/23, , , , , , 
DIP_PAT,10/10/23, , , , , , 
DIP_PAT,10/10/23,0,0,0,0,1,1
DIP_PAT,10/3/23, , , , , , 
DIP_PAT,10/3/23,0,1,3,1,2,0
DIP_PAT,9/26/23, , , , , , 
DIP_PAT,9/26/23,8,2,8,12,0,3
DIP_PAT,9/19/23, , , , , , 
DIP_PAT,9/19/23,18,16,16,9,0,0
DIP_PAT,9/12/23,,,,,,
DIP_PAT,9/12/23,21,27,15,27,4,12
DIP_PAT,9/5/23, , , , , , 
DIP_PAT,9/5/23,4,4,5,4,3,3
DIP_PAT,8/29/23, , , , , , 
DIP_PAT,8/29/23,8,8,9,14,1,9
DIP_PAT,8/22/23, , , , , , 
DIP_PAT,8/22/23,3,3,6,12,0,0
DIP_PAT,8/15/23, , , , , , 
DIP_PAT,8/15/23,2,7,1,1,0,0
DIP_PAT,8/8/23, , , , , , 
DIP_PAT,8/8/23,2,13,1,2,1,1
DIP_PAT,8/1/23,3,8,12,15,7,13
DIP_PAT,8/1/23, , , , , , 
DIP_PAT,7/25/23,2,6,4,13,15,4
DIP_PAT,7/25/23, , , , , , 
DIP_PAT,7/18/23,15,41,5,24,52,22
DIP_PAT,7/18/23, , , , , , 
DIP_PAT,7/11/23,4,1,2,2,0,0
DIP_PAT,7/11/23, , , , , , 
DIP_PAT,7/5/23,31,27,18,14,8,6
DIP_PAT,6/27/23, , , , , , 
DIP_PAT,6/27/23,12,14,8,2,6,1
DIP_PAT,6/20/23, , , , , , 
DIP_PAT,6/20/23,37,24,115,72,0,0
DIP_PAT,6/13/23,14,11,47,0,0,0
DIP_PAT,6/13/23,35,11,47,25,7,1
DIP_PAT,6/6/23,2,2,49,23,1,0
DIP_PAT,6/6/23, , , , , , 
DIP_PAT,5/30/23,4,3,17,7,0,0
DIP_PAT,5/30/23, , , , , , 
DIP_PAT,5/23/23,8,4,14,15,3,0
DIP_PAT,5/23/23, , , , , , 
DIP_PAT,5/16/23, , , , , , 
DIP_PAT,5/16/23,8,7,6,9,2,1
DIP_PAT,5/9/23, , , , , , 
DIP_PAT,5/9/23,10,9,22,20,2,4
DIP_PAT,5/2/23, , , , , , 
DIP_PAT,5/2/23,11,23,5,27,1,1
DIP_PAT,4/25/23, , , , , , 
DIP_PAT,4/25/23,7,15,7,38,0,0
DIP_PAT,4/18/23, , , , , , 
DIP_PAT,4/18/23,29,18,15,10,0,0
DIP_PAT,4/11/23, , , , , , 
DIP_PAT,4/11/23,23,40,21,17,0,0
GAB_ALL,11/27/23, , , , , , 
GAB_ALL,11/27/23, , , , , , 
GAB_ALL,11/20/23,65,7,3,2,0,0
GAB_ALL,11/20/23, , , , , , 
GAB_ALL,11/13/23,11,4,0,3,0,0
GAB_ALL,11/13/23, , , , , , 
GAB_ALL,11/8/23,82,12,8,1,0,0
GAB_ALL,11/8/23, , , , , , 
GAB_ALL,10/31/23,26,13,6,3,1,0
GAB_ALL,10/31/23, , , , , , 
GAB_ALL,10/23/23, , , , , , 
GAB_ALL,10/23/23,7,0,51,14,0,0
GAB_ALL,10/16/23, , , , , , 
GAB_ALL,10/16/23,11,8,0,2,2,0
GAB_ALL,10/10/23,176,21,23,3,0,0
GAB_ALL,10/10/23, , , , , , 
GAB_ALL,10/3/23,0,2,0,0,0,0
GAB_ALL,10/3/23, , , , , , 
GAB_ALL,9/25/23,3,2,14,5,0,0
GAB_ALL,9/25/23, , , , , , 
GAB_ALL,9/19/23,2,1,0,1,0,0
GAB_ALL,9/19/23, , , , , , 
GAB_ALL,9/12/23,0,0,0,0,0,0
GAB_ALL,9/12/23, , , , , , 
GAB_ALL,9/4/23,0,0,0,1,0,0
GAB_ALL,8/21/23,0,0,0,0,0,0
GAB_ALL,8/21/23, , , , , , 
GAB_ALL,8/14/23,0,0,0,0,0,0
GAB_ALL,8/14/23, , , , , , 
GAB_ALL,8/7/23,0,0,0,0,0,0
GAB_ALL,8/7/23, , , , , , 
GAB_ALL,7/31/23,0,0,0,0,0,0
GAB_ALL,7/31/23, , , , , , 
GAB_ALL,7/24/23,0,0,0,0,0,0
GAB_ALL,7/24/23, , , , , , 
GAB_ALL,7/17/23,0,3,0,0,3,0
GAB_ALL,7/17/23, , , , , , 
GAB_ALL,7/11/23, , , , , , 
GAB_ALL,7/11/23,1,2,0,0,0,0
GAB_ALL,7/3/23, , , , , , 
GAB_ALL,7/3/23,0,0,0,0,0,0
GAB_ALL,6/26/23, , , , , , 
GAB_ALL,6/26/23,0,0,0,0,0,0
GAB_ALL,6/19/23, , , , , , 
GAB_ALL,6/19/23,4,4,2,0,1,1
GAB_ALL,6/13/23,19,9,1,1,0,0
GAB_ALL,6/13/23, , , , , , 
GAB_ALL,6/5/23,3,0,1,0,0,0
GAB_ALL,6/5/23, , , , , , 
GAB_ALL,5/31/23,4,1,0,1,0,0
GAB_ALL,5/31/23, , , , , , 
GAB_ALL,5/26/23,3,4,2,3,0,0
GAB_ALL,5/26/23, , , , , , 
GAB_ALL,5/22/23,2,4,1,2,0,0
GAB_ALL,5/22/23, , , , , , 
GAB_ALL,5/15/23, , , , , , 
GAB_ALL,5/15/23,2,4,0,2,0,0
GAB_ALL,5/8/23, , , , , , 
GAB_ALL,5/8/23,79,7,20,5,1,0
GAB_ALL,5/1/23, , , , , , 
GAB_ALL,5/1/23,112,25,10,18,0,0
GAB_ALL,4/24/23, , , , , , 
GAB_ALL,4/24/23,21,13,7,0,0,0
GAB_ALL,4/17/23, , , , , , 
GAB_ALL,4/17/23,4,3,0,0,0,0
GAB_ALL,4/10/23, , , , , , 
GAB_ALL,4/10/23,19,63,17,42,0,0
GAB_STE,11/27/23,0,0,0,0,0,0
GAB_STE,11/27/23, , , , , , 
GAB_STE,11/20/23,0,0,0,0,0,0
GAB_STE,11/20/23, , , , , , 
GAB_STE,11/13/23,0,0,0,0,0,0
GAB_STE,11/13/23, , , , , , 
GAB_STE,11/8/23,0,0,0,0,0,0
GAB_STE,11/8/23, , , , , , 
GAB_STE,10/31/23,0,0,0,0,0,0
GAB_STE,10/31/23, , , , , , 
GAB_STE,10/23/23, , , , , , 
GAB_STE,10/23/23,0,0,0,0,0,0
GAB_STE,10/10/23,0,0,0,0,0,0
GAB_STE,10/10/23, , , , , , 
GAB_STE,10/3/23,0,1,0,0,0,0
GAB_STE,10/3/23, , , , , , 
GAB_STE,9/26/23,0,0,0,1,0,0
GAB_STE,9/26/23, , , , , , 
GAB_STE,9/19/23,0,0,0,0,0,0
GAB_STE,9/19/23, , , , , , 
GAB_STE,9/12/23,1,1,4,0,0,2
GAB_STE,9/12/23, , , , , , 
GAB_STE,9/4/23,3,4,2,0,1,0
GAB_STE,9/4/23, , , , , , 
GAB_STE,8/28/23,0,3,1,1,0,2
GAB_STE,8/28/23,0,0,0,0,0,0
GAB_STE,8/21/23,6,8,1,1,5,0
GAB_STE,8/21/23, , , , , , 
GAB_STE,8/14/23,2,5,4,3,0,0
GAB_STE,8/14/23, , , , , , 
GAB_STE,8/7/23,3,2,0,0,0,0
GAB_STE,8/7/23, , , , , , 
GAB_STE,7/31/23,0,0,0,0,0,0
GAB_STE,7/31/23, , , , , , 
GAB_STE,7/24/23,2,4,0,2,1,2
GAB_STE,7/24/23, , , , , , 
GAB_STE,7/17/23,3,1,1,1,0,0
GAB_STE,7/17/23, , , , , , 
GAB_STE,7/11/23, , , , , , 
GAB_STE,7/11/23,6,13,2,5,12,1
GAB_STE,7/3/23, , , , , , 
GAB_STE,7/3/23,55,19,90,30,0,0
GAB_STE,6/26/23, , , , , , 
GAB_STE,6/26/23,13,9,15,9,1,0
GAB_STE,6/19/23,37,34,25,15,1,2
GAB_STE,6/19/23, , , , , , 
GAB_STE,6/13/23,3,1,1,0,0,0
GAB_STE,6/13/23, , , , , , 
GAB_STE,6/5/23,0,0,0,0,0,0
GAB_STE,6/5/23, , , , , , 
GAB_STE,5/31/23,1,4,2,2,0,0
GAB_STE,5/31/23, , , , , , 
GAB_STE,5/26/23,8,6,7,15,1,0
GAB_STE,5/26/23, , , , , , 
GAB_STE,5/22/23,4,0,0,0,0,0
GAB_STE,5/22/23, , , , , , 
GAB_STE,5/15/23, , , , , , 
GAB_STE,5/15/23,3,0,2,2,0,0
GAB_STE,5/8/23, , , , , , 
GAB_STE,5/8/23,10,5,0,3,0,0
GAB_STE,5/1/23, , , , , , 
GAB_STE,5/1/23,11,23,5,27,1,1
GAB_STE,4/24/23, , , , , , 
GAB_STE,4/24/23,3,3,5,3,0,0
GAB_STE,4/17/23, , , , , , 
GAB_STE,4/17/23,0,3,2,0,0,0
GAB_STE,4/10/23, , , , , , 
GAB_STE,4/10/23,18,14,9,10,0,0
GAB_STE,4/3/23, , , , , , 
GAB_STE,4/3/23,17,5,20,8,0,0
GAB_STE,3/28/23, , , , , , 
GAB_STE,3/28/23,4,3,3,6,0,0
KAT_BAR,6/20/23,7,8,5,2,1,0
KAT_BAR,6/20/23, , , , , , 
KAT_BAR,6/12/23,16,16,14,5,0,0
KAT_BAR,6/12/23, , , , , , 
KAT_BAR,6/5/23,11,3,3,2,0,0
KAT_BAR,6/5/23, , , , , , 
KAT_BAR,5/31/23,5,3,1,2,0,0
KAT_BAR,5/31/23, , , , , , 
KAT_BAR,5/22/23,0,1,0,0,0,0
KAT_BAR,5/22/23, , , , , , 
KAT_BAR,5/15/23, , , , , , 
KAT_BAR,5/15/23,5,20,1,3,0,0
KAT_BAR,5/8/23, , , , , , 
KAT_BAR,5/8/23,20,114,5,52,0,0
KAT_BAR,4/30/23, , , , , , 
KAT_BAR,4/30/23,46,141,22,88,0,0
KAT_BAR,4/24/23, , , , , , 
KAT_BAR,4/24/23,34,38,15,33,0,0
KAT_BAR,4/17/23, , , , , , 
KAT_BAR,4/17/23,0,0,0,0,0,0
KAT_BAR,4/10/23, , , , , , 
KAT_BAR,4/10/23,10,8,6,4,0,0
KAT_HAB,6/20/23,53,43,8,15,3,0
KAT_HAB,6/20/23, , , , , , 
KAT_HAB,6/12/23, , , , , , 
KAT_HAB,6/12/23,1,2,0,1,0,0
KAT_HAB,6/5/23,4,1,0,0,1,0
KAT_HAB,6/5/23, , , , , , 
KAT_HAB,5/31/23,3,6,0,3,0,0
KAT_HAB,5/31/23, , , , , , 
KAT_HAB,5/22/23,0,0,1,0,0,0
KAT_HAB,5/22/23, , , , , , 
KAT_HAB,5/15/23, , , , , , 
KAT_HAB,5/15/23,6,3,5,7,2,0
KAT_HAB,5/8/23, , , , , , 
KAT_HAB,5/8/23,10,4,3,3,1,0
KAT_HAB,4/30/23, , , , , , 
KAT_HAB,4/30/23,18,3,13,4,2,0
KAT_HAB,4/25/23, , , , , , 
KAT_HAB,4/25/23,6,1,0,0,0,0
KAT_HAB,4/17/23, , , , , , 
KAT_HAB,4/17/23,0,0,1,2,0,0
KAT_HAB,4/10/23, , , , , , 
KAT_HAB,4/10/23,5,1,2,4,0,0
KAT_HAB_2,6/20/23,70,40,23,41,9,2
KAT_HAB_2,6/20/23, , , , , , 
KAT_HAB_2,6/12/23,8,1,6,2,0,0
KAT_HAB_2,6/12/23, , , , , , 
KAT_HAB_2,6/5/23,6,6,1,0,0,0
KAT_HAB_2,6/5/23, , , , , , 
KAT_HAB_2,5/31/23,9,5,2,0,0,0
KAT_HAB_2,5/31/23, , , , , , 
KAT_HAB_2,5/22/23,9,0,3,0,0,1
KAT_HAB_2,5/22/23, , , , , , 
KAT_HAB_2,5/15/23, , , , , , 
KAT_HAB_2,5/15/23,11,2,3,0,1,0
KAT_HAB_2,5/8/23, , , , , , 
KAT_HAB_2,5/8/23,18,11,12,8,0,1
KAT_HAB_2,4/30/23, , , , , , 
KAT_HAB_2,4/30/23,38,13,18,11,0,0
KAT_HAB_2,4/25/23, , , , , , 
KAT_HAB_2,4/25/23,36,7,28,9,0,0
KAT_HAB_2,4/17/23, , , , , , 
KAT_HAB_2,4/17/23,5,12,4,4,0,0
KAT_HAB_2,4/10/23, , , , , , 
KAT_HAB_2,4/10/23,6,8,8,12,0,1
