Field ID,Date Collected,N.SCM.I.M,N.SCM.I.F,N.SCM.O.M,N.SCM.O.F,N.D.Florilega.I,N.D.Florilega.O
WIS_KEN,5/12/23,15,34,11,10,0,0
WIS_KEN,5/12/23, , , , , , 
WIS_KEN,5/5/23, , , , , , 
WIS_KEN,5/5/23,50,5,19,4,2,1
WIS_KEN,4/28/23, , , , , , 
WIS_KEN,4/28/23,53,7,20,3,0,0
WIS_KEN,4/21/23, , , , , , 
WIS_KEN,4/21/23,7,3,1,1,0,0
WIS_KEN,4/14/23, , , , , , 
WIS_KEN,4/14/23,16,5,7,1,1,0
WIS_MEG,6/16/23, , , , , , 
WIS_MEG,6/16/23,0,1,0,0,1,0
WIS_MEG,6/9/23, , , , , , 
WIS_MEG,6/9/23,1,0,0,0,0,0
WIS_MEG,6/2/23,0,0,0,2,0,0
WIS_MEG,6/2/23, , , , , , 
WIS_MEG,5/27/23,1,0,1,0,1,0
WIS_MEG,5/27/23, , , , , , 
WIS_MEG,5/19/23, , , , , , 
WIS_MEG,5/19/23,3,2,3,0,1,0
WIS_MEG,5/12/23,4,10,7,7,0,0
WIS_MEG,5/5/23, , , , , , 
WIS_MEG,5/5/23,30,13,4,19,4,9
WIS_MEG,4/28/23, , , , , , 
WIS_MEG,4/28/23,33,15,24,20,5,9
WIS_MEG,4/21/23, , , , , , 
WIS_MEG,4/21/23,8,5,2,0,0,0
WIS_MEG,4/14/23, , , , , , 
WIS_MEG,4/14/23,3,25,0,8,0,0
ZUE_FLE,5/30/23,29,29,20,27,0,0
ZUE_FLE,5/30/23, , , , , , 
ZUE_REE,11/6/23, , , , , , 
ZUE_REE,11/6/23,7,9,6,2,0,0
ZUE_REE,10/31/23, , , , , , 
ZUE_REE,10/31/23,5,6,7,6,2,0
ZUE_REE,10/24/23,11,37,10,12,4,1
ZUE_REE,10/24/23, , , , , , 
ZUE_REE,10/17/23,16,44,11,24,9,8
ZUE_REE,10/17/23, , , , , , 
ZUE_REE,10/10/23, , , , , , 
ZUE_REE,10/10/23, , , , , , 
ZUE_REE,10/3/23, , , , , , 
ZUE_REE,10/3/23,4,11,4,6,5,2
ZUE_REE,9/26/23, , , , , , 
ZUE_REE,9/26/23,23,24,9,10,4,3
ZUE_REE,9/18/23, , , , , , 
ZUE_REE,9/18/23,29,37,19,16,21,6
ZUE_REE,9/12/23, , , , , , 
ZUE_REE,9/12/23,20,28,10,11,24,17
ZUE_REE,9/5/23, , , , , , 
ZUE_REE,9/5/23,48,36,43,29,3,1
ZUE_REE,8/29/23,13,10,18,14,3,2
ZUE_REE,8/29/23, , , , , , 
ZUE_REE,8/21/23,15,30,8,11,10,6
ZUE_REE,8/21/23, , , , , , 
ZUE_REE,8/14/23,9,22,11,24,0,0
ZUE_REE,8/14/23, , , , , , 
ZUE_REE,8/8/23,54,13,19,18,1,0
ZUE_REE,8/8/23, , , , , , 
ZUE_REE,8/2/23,23,5,45,12,4,4
ZUE_REE,8/2/23, , , , , , 
ZUE_REE,7/25/23,11,11,6,4,6,2
ZUE_REE,7/25/23, , , , , , 
ZUE_REE,7/17/23,7,11,16,4,0,2
ZUE_REE,7/17/23, , , , , , 
ZUE_REE,7/11/23,22,17,11,10,4,1
ZUE_REE,7/11/23, , , , , , 
ZUE_REE,7/3/23, , , , , , 
ZUE_REE,7/3/23,30,13,8,6,0,0
ZUE_REE,6/19/23, , , , , , 
ZUE_REE,6/19/23,201,86,85,54,3,3
ZUE_REE,6/13/23, , , , , , 
ZUE_REE,6/13/23,78,39,17,13,25,10
ZUE_REE,6/6/23, , , , , , 
ZUE_REE,6/6/23,25,18,3,0,2,0
ZUE_REE,5/23/23,86,68,16,10,0,0
ZUE_REE,5/23/23, , , , , , 
ZUE_REE,5/17/23, , , , , , 
ZUE_REE,5/17/23,38,21,5,3,4,2
ZUE_REE,5/9/23, , , , , , 
ZUE_REE,5/9/23,45,47,27,46,3,4
ZUE_REE,5/2/23, , , , , , 
ZUE_REE,5/2/23,40,48,15,31,7,0
ZUE_REE,4/26/23, , , , , , 
ZUE_REE,4/26/23,44,34,21,34,0,0
ZUE_REE,4/19/23, , , , , , 
ZUE_REE,4/19/23,1,2,4,1,0,0
