Field ID,Date Collected,N.SCM.M.1,N.SCM.F.1,N.SCM.M.2,N.SCM.F.2,N.D.Florilega.1,N.D.Florilega.2
SMI_DOU_3,5/23/24,,,,,,
SMI_DOU_3,5/23/24,14,6,0,0,1,0
SMI_JOH,3/12/24,,,,,,
SMI_JOH,3/18/24,,,,,,
SMI_JOH,3/28/24,,,,,,
SMI_JOH,4/1/24,,,,,,
SMI_JOH,4/9/24,0,0,2,1,0,0
SMI_JOH,4/9/24,,,,,,
SMI_JOH,4/18/24,9,0,42,4,1,3
SMI_JOH,4/18/24,,,,,,
SMI_JOH,4/22/24,0,1,6,4,0,4
SMI_JOH,4/22/24,,,,,,
SMI_JOH,4/30/24,8,1,3,2,0,0
SMI_JOH,4/30/24,,,,,,
SMI_JOH,5/6/24,3,0,6,0,1,0
SMI_JOH,5/6/24,,,,,,
SMI_JOH,5/13/24,4,1,5,8,1,1
SMI_JOH,5/13/24,,,,,,
SMI_JOH,5/20/24,3,10,6,5,0,0
SMI_JOH,5/20/24,,,,,,
SMI_JOH,5/28/24,,,,,,
SMI_JOH,5/28/24,3,3,2,0,0,0
SMI_JOH,6/3/24,,,,,,
SMI_JOH,6/3/24,5,8,18,7,0,0
SMI_JOH,6/11/24,,,,,,
SMI_JOH,6/11/24,30,20,16,16,20,1
SMI_JOH,6/18/24,,,,,,
SMI_JOH,6/18/24,18,8,14,11,10,5
SMI_JOH,6/24/24,,,,,,
SMI_JOH,6/24/24,4,4,2,1,0,2
SMI_JOH,7/1/24,,,,,,
SMI_JOH,7/1/24,5,0,3,1,0,0
SMI_JOH,7/8/24,,,,,,
SMI_JOH,7/8/24,0,1,0,0,0,0
SMI_JOH,7/16/24,,,,,,
SMI_JOH,7/16/24,0,0,0,0,0,0
SMI_JOH,7/23/24,0,0,1,0,0,0
SMI_JOH,7/23/24,,,,,,
SMI_JOH,7/29/24,0,0,0,0,0,0
SMI_JOH,7/29/24,,,,,,
SMI_JOH,8/6/24,0,0,0,0,0,0
SMI_JOH,8/6/24,,,,,,
SMI_JOH,8/12/24,0,0,0,0,0,0
SMI_JOH,8/12/24,,,,,,
SMI_JOH,8/20/24,0,0,0,0,0,0
SMI_JOH,8/20/24,,,,,,
SMI_JOH,8/26/24,0,0,0,0,0,0
SMI_JOH,8/26/24,,,,,,
SMI_JOH,9/4/24,0,0,0,0,0,0
SMI_JOH,9/4/24,,,,,,
SMI_JOH,9/9/24,0,1,0,0,0,0
SMI_JOH,9/9/24,,,,,,
SMI_JOH,9/16/24,1,0,0,0,0,0
SMI_JOH,9/16/24,,,,,,
SMI_JOH,10/16/24,1,0,4,0,0,0
SMI_JOH,10/16/24,,,,,,
SMI_JOH,10/28/24,,,,,,
SMI_JOH,10/28/24,,,,,,
SMI_JOH,11/13/24,1,3,0,0,1,0
SMI_JOH,11/13/24,,,,,,
SMI_JOH,11/27/24,0,0,0,0,1,0
SMI_JOH,11/27/24,,,,,,
SMI_JOH ,3/12/24,1,0,0,0,0,0
SMI_JOH ,3/18/24,0,0,0,0,0,0
SMI_JOH ,3/28/24,4,1,0,0,0,0
SMI_JOH ,4/1/24,0,0,0,0,0,0
SMI_KEL,4/18/24,0,0,0,0,0,0
SMI_KEL,4/18/24,,,,,,
SMI_KEL,4/22/24,1,4,6,3,0,0
SMI_KEL,4/22/24,,,,,,
SMI_KEL,4/30/24,0,1,0,0,1,0
SMI_KEL,4/30/24,,,,,,
SMI_KEL,5/7/24,1,1,1,1,1,0
SMI_KEL,5/7/24,,,,,,
SMI_KEL,5/13/24,0,0,2,0,0,6
SMI_KEL,5/13/24,,,,,,
SMI_KEL,5/23/24,,,,,,
SMI_KEL,5/23/24,0,0,2,1,0,0
SMI_LAT,4/23/24,5,7,5,6,1,0
SMI_LAT,4/23/24,,,,,,
SMI_LAT,5/1/24,1,0,4,11,0,0
SMI_LAT,5/1/24,,,,,,
SMI_LAT,5/6/24,3,10,5,5,1,1
SMI_LAT,5/6/24,,,,,,
SMI_LAT,5/13/24,21,36,13,33,2,3
SMI_LAT,5/13/24,10,22,12,22,1,0
SMI_LAT,5/20/24,0,6,9,10,0,0
SMI_LAT,5/20/24,,,,,,
SMI_LAT,5/31/24,,,,,,
SMI_LAT,5/31/24,68,97,12,24,66,12
SMI_LAT_2,5/6/24,1,1,5,5,2,0
SMI_LAT_2,5/6/24,,,,,,
SMI_LAT_2,5/13/24,22,11,14,10,3,6
SMI_LAT_2,5/13/24,,,,,,
SMI_LAT_2,5/20/24,7,7,23,13,2,2
SMI_LAT_2,5/20/24,,,,,,
SMI_LAT_2,5/31/24,,,,,,
SMI_LAT_2,5/31/24,55,50,79,47,9,13
SMI_LAT_2,6/6/24,,,,,,
SMI_LAT_2,6/6/24,53,36,50,42,6,6
SMI_LAT_2,6/11/24,,,,,,
SMI_LAT_2,6/11/24,58,57,98,74,10,28
SMI_MCC,4/17/24,4,4,1,4,0,0
SMI_MCC,4/17/24,,,,,,
SMI_MCC,4/30/24,1,3,15,4,0,1
SMI_MCC,4/30/24,,,,,,
SMI_MCC,5/7/24,5,2,3,4,3,1
SMI_MCC,5/7/24,,,,,,
SMI_MCC,5/13/24,5,5,2,2,4,1
SMI_MCC,5/13/24,,,,,,
SMI_MCC,5/23/24,,,,,,
SMI_MCC,5/23/24,23,9,6,3,6,2
STA_AYR,3/12/24,,,,,,
STA_AYR,3/12/24,2,0,1,0,0,0
STA_AYR,3/19/24,,,,,,
STA_AYR,3/19/24,2,1,2,1,0,0
STA_AYR,3/26/24,,,,,,
STA_AYR,3/26/24,0,0,1,0,0,0
STA_AYR,4/1/24,,,,,,
STA_AYR,4/1/24,2,0,5,1,0,0
STA_AYR,4/10/24,,,,,,
STA_AYR,4/10/24,0,1,0,0,0,0
STA_AYR,4/17/24,5,7,10,12,0,1
STA_AYR,4/17/24,,,,,,
STA_AYR,4/24/24,14,12,23,18,3,5
STA_AYR,4/24/24,,,,,,
STA_AYR,5/1/24,26,11,14,20,6,3
STA_AYR,5/1/24,,,,,,
STA_AYR,5/7/24,8,1,13,2,2,0
STA_AYR,5/7/24,,,,,,
STA_AYR,5/14/24,7,11,9,7,2,2
STA_AYR,5/14/24,,,,,,
STA_AYR,5/21/24,12,3,6,3,1,0
STA_AYR,5/21/24,,,,,,
STA_AYR,5/29/24,,,,,,
STA_AYR,5/29/24,95,33,117,102,15,22
STA_AYR,6/4/24,,,,,,
STA_AYR,6/4/24,16,11,17,3,6,1
STA_AYR,6/11/24,,,,,,
STA_AYR,6/11/24,13,12,19,13,18,15
STA_AYR,6/18/24,,,,,,
STA_AYR,6/18/24,2,3,0,0,3,0
STA_AYR,6/25/24,,,,,,
STA_AYR,6/25/24,5,6,1,1,4,4
STA_AYR,7/8/24,,,,,,
STA_AYR,7/8/24,10,10,27,23,9,31
STA_AYR,7/16/24,,,,,,
STA_AYR,7/16/24,7,4,0,0,0,0
STA_AYR,7/23/24,0,7,0,15,0,1
STA_AYR,7/23/24,,,,,,
STA_AYR,7/30/24,0,1,1,0,0,0
STA_AYR,7/30/24,,,,,,
STA_AYR,8/7/24,,,,,,
STA_AYR,8/7/24,,,,,,
STA_AYR,8/13/24,11,2,7,4,3,1
STA_AYR,8/13/24,,,,,,
STA_AYR,8/20/24,3,1,9,6,0,1
STA_AYR,8/20/24,,,,,,
STA_AYR,8/26/24,3,4,4,4,0,1
STA_AYR,8/26/24,,,,,,
STA_AYR,9/3/24,2,1,3,1,0,0
STA_AYR,9/3/24,,,,,,
STA_AYR,9/10/24,11,1,24,4,1,2
STA_AYR,9/10/24,,,,,,
STA_AYR,9/17/24,5,0,9,1,0,0
STA_AYR,9/17/24,,,,,,
STA_AYR,9/24/24,0,0,0,0,0,0
STA_AYR,9/24/24,,,,,,
STA_AYR,10/1/24,0,0,2,0,0,0
STA_AYR,10/1/24,,,,,,
STA_AYR,10/8/24,,,,,,
STA_AYR,10/8/24,0,0,0,1,0,0
STA_AYR,10/15/24,,,,,,
STA_AYR,10/15/24,0,2,0,3,1,1
STA_AYR,10/22/24,,,,,,
STA_AYR,10/22/24,0,0,0,1,1,1
STA_AYR,10/29/24,,,,,,
STA_AYR,10/29/24,,,,,,
STA_AYR,11/5/24,,,,,,
STA_AYR,11/5/24,0,0,0,0,0,0
STA_AYR,11/11/24,,,,,,
STA_AYR,11/11/24,0,0,0,0,0,0
STA_AYR,11/22/24,,,,,,
STA_AYR,11/22/24,0,0,0,0,0,0
STA_BRA,4/10/24,,,,,,
STA_BRA,4/10/24,1,3,2,1,0,0
STA_BRA,4/17/24,32,24,27,29,3,3
STA_BRA,4/17/24,,,,,,
STA_BRA,4/24/24,51,24,30,32,11,14
STA_BRA,4/24/24,,,,,,
STA_BRA,5/1/24,99,14,17,13,6,4
STA_BRA,5/1/24,,,,,,
STA_BRA,5/7/24,22,13,86,25,2,4
STA_BRA,5/7/24,,,,,,
STA_BRA,5/14/24,,,,,,
STA_BRA,5/14/24,117,7,191,28,4,6
STA_BRA,5/22/24,34,8,22,7,3,0
STA_BRA,5/22/24,,,,,,
STA_FRE,4/10/24,,,,,,
STA_FRE,4/10/24,1,3,1,1,0,0
STA_FRE,4/17/24,25,14,27,12,1,1
STA_FRE,4/17/24,,,,,,
STA_FRE,4/24/24,29,13,29,18,1,3
STA_FRE,4/24/24,,,,,,
STA_FRE,5/1/24,4,1,2,0,0,1
STA_FRE,5/1/24,,,,,,
STA_FRE,5/7/24,6,3,13,6,1,1
STA_FRE,5/7/24,,,,,,
STA_FRE,5/14/24,,,,,,
STA_FRE,5/14/24,16,2,5,0,2,3
STA_FRE,5/21/24,0,0,3,0,0,0
STA_FRE,5/21/24,,,,,,
STA_HEM,4/10/24,,,,,,
STA_HEM,4/10/24,10,1,9,10,0,0
STA_HEM,4/17/24,51,23,19,16,12,11
STA_HEM,4/17/24,,,,,,
STA_HEM,4/24/24,82,37,44,26,8,7
STA_HEM,4/24/24,,,,,,
STA_HEM,5/1/24,100,29,96,49,42,28
STA_HEM,5/1/24,,,,,,
STA_HEM,5/7/24,81,16,57,12,2,2
STA_HEM,5/7/24,,,,,,
STA_HEM,5/14/24,,,,,,
STA_HEM,5/14/24,45,10,93,6,4,2
STA_HEM,5/21/24,42,12,16,12,1,0
STA_HEM,5/21/24,,,,,,
STA_MAC,4/10/24,,,,,,
STA_MAC,4/10/24,1,0,5,4,0,0
STA_MAC,4/17/24,0,2,9,10,1,0
STA_MAC,4/17/24,,,,,,
STA_MAC,4/24/24,,,,,,
STA_MAC,4/24/24,,,,,,
STA_MAC,5/1/24,5,1,13,0,0,0
STA_MAC,5/1/24,,,,,,
STA_MAC,5/7/24,6,1,30,2,1,1
STA_MAC,5/7/24,,,,,,
STA_MAC,5/14/24,,,,,,
STA_MAC,5/14/24,3,0,16,2,0,0
STA_MAC,5/20/24,,,,,,
STA_MAC,5/20/24,2,7,18,7,0,0
STA_NOB,4/10/24,,,,,,
STA_NOB,4/10/24,1,1,1,1,0,0
STA_NOB,4/17/24,,,,,,
STA_NOB,4/17/24,,,,,,
STA_NOB,4/24/24,11,7,4,5,0,0
STA_NOB,4/24/24,6,5,6,7,0,0
STA_NOB,5/1/24,12,9,35,20,5,12
STA_NOB,5/1/24,,,,,,
STA_NOB,5/7/24,50,3,22,0,5,3
STA_NOB,5/7/24,,,,,,
STA_NOB,5/14/24,,,,,,
STA_NOB,5/14/24,13,3,23,14,0,1
STA_NOB,5/21/24,21,17,65,24,3,7
STA_NOB,5/21/24,,,,,,
STA_PAN,4/10/24,,,,,,
STA_PAN,4/10/24,1,3,1,2,0,0
STA_PAN,4/17/24,7,17,4,19,1,0
STA_PAN,4/17/24,,,,,,
STA_PAN,4/24/24,39,96,14,42,1,1
STA_PAN,4/24/24,,,,,,
STA_PAN,5/1/24,53,54,19,36,6,2
STA_PAN,5/1/24,,,,,,
STA_PAN,5/7/24,12,9,35,20,5,12
STA_PAN,5/7/24,,,,,,
STA_PAN,5/14/24,,,,,,
STA_PAN,5/14/24,78,74,97,126,5,12
STA_PAN,5/20/24,8,4,12,10,1,3
STA_PAN,5/20/24,,,,,,
STA_SWE,4/10/24,,,,,,
STA_SWE,4/10/24,3,1,5,5,0,0
STA_SWE,4/17/24,3,15,4,5,0,0
STA_SWE,4/17/24,,,,,,
STA_SWE,4/24/24,29,16,29,24,1,2
STA_SWE,4/24/24,,,,,,
STA_SWE,5/1/24,15,7,10,6,2,1
STA_SWE,5/1/24,,,,,,
STA_SWE,5/7/24,4,1,1,1,0,0
STA_SWE,5/7/24,,,,,,
STA_SWE,5/14/24,8,4,47,15,0,4
STA_SWE,5/14/24,,,,,,
STA_SWE,5/21/24,33,13,6,4,2,0
STA_SWE,5/21/24,,,,,,
STA_THO,3/12/24,,,,,,
STA_THO,3/12/24,0,0,0,0,0,0
STA_THO,3/19/24,,,,,,
STA_THO,3/19/24,0,0,0,0,0,0
STA_THO,3/26/24,,,,,,
STA_THO,3/26/24,1,0,0,0,0,0
STA_THO,4/1/24,,,,,,
STA_THO,4/1/24,2,0,0,0,0,0
STA_THO,4/10/24,,,,,,
STA_THO,4/10/24,0,0,0,1,0,0
STA_THO,4/17/24,3,2,4,8,3,0
STA_THO,4/17/24,,,,,,
STA_THO,4/24/24,10,7,11,13,1,0
STA_THO,4/24/24,,,,,,
STA_THO,5/1/24,11,8,5,6,0,1
STA_THO,5/1/24,,,,,,
STA_THO,5/7/24,4,2,7,2,0,0
STA_THO,5/7/24,,,,,,
STA_THO,5/14/24,,,,,,
STA_THO,5/14/24,8,18,7,5,0,1
STA_THO,5/21/24,3,0,1,0,0,0
STA_THO,5/21/24,,,,,,
STA_THO,6/4/24,39,20,13,29,4,3
STA_THO,6/4/24,,,,,,
STA_THO,6/11/24,,,,,,
STA_THO,6/11/24,15,8,66,43,14,13
STA_THO,6/18/24,25,26,30,24,3,3
STA_THO,6/18/24,31,26,48,38,10,13
STA_THO,6/25/24,,,,,,
STA_THO,6/25/24,26,16,19,11,23,6
STA_THO,7/1/24,,,,,,
STA_THO,7/1/24,58,42,45,14,37,15
STA_THO,7/8/24,,,,,,
STA_THO,7/8/24,29,39,6,10,24,1
STA_THO,7/16/24,,,,,,
STA_THO,7/16/24,13,17,1,11,0,0
STA_THO,7/23/24,3,5,13,25,1,6
STA_THO,7/23/24,,,,,,
STA_THO,7/30/24,,,,,,
STA_THO,7/30/24,,,,,,
STA_THO,8/7/24,0,0,4,4,0,2
STA_THO,8/7/24,,,,,,
STA_THO,8/13/24,12,12,1,3,6,0
STA_THO,8/13/24,,,,,,
STA_THO,8/20/24,0,1,8,6,1,2
STA_THO,8/20/24,,,,,,
STA_THO,8/26/24,0,1,0,6,0,1
STA_THO,8/26/24,,,,,,
STA_THO,9/3/24,1,2,6,3,1,13
STA_THO,9/3/24,,,,,,
STA_THO,9/10/24,0,2,9,3,0,3
STA_THO,9/10/24,,,,,,
STA_THO,9/17/24,0,0,3,2,0,1
STA_THO,9/17/24,,,,,,
STA_THO,9/24/24,4,3,3,1,4,1
STA_THO,9/24/24,,,,,,
STA_THO,10/1/24,2,1,7,4,0,12
STA_THO,10/1/24,,,,,,
STA_THO,10/8/24,,,,,,
STA_THO,10/8/24,2,1,0,0,1,0
STA_THO,10/15/24,,,,,,
STA_THO,10/15/24,0,3,1,2,1,3
STA_THO,10/22/24,,,,,,
STA_THO,10/22/24,0,0,0,2,0,0
STA_THO,10/29/24,,,,,,
STA_THO,10/29/24,1,0,0,0,0,0
STA_THO,11/5/24,,,,,,
STA_THO,11/5/24,,,,,,
STA_THO,11/11/24,,,,,,
STA_THO,11/11/24,0,0,0,0,0,0
STA_THO,11/22/24,,,,,,
STA_THO,11/22/24,1,2,0,1,0,0
STA_WAT,4/10/24,,,,,,
STA_WAT,4/10/24,6,1,0,0,0,0
STA_WAT,4/17/24,16,3,5,0,0,1
STA_WAT,4/17/24,,,,,,
STA_WAT,4/24/24,72,37,5,6,19,4
STA_WAT,4/24/24,,,,,,
STA_WAT,5/1/24,,,,,,
STA_WAT,5/1/24,34,5,17,9,2,3
STA_WAT,5/7/24,18,5,3,4,3,1
STA_WAT,5/7/24,,,,,,
STA_WAT,5/14/24,,,,,,
STA_WAT,5/14/24,6,5,42,29,1,0
STA_WAT,5/21/24,1,0,8,7,0,0
STA_WAT,5/21/24,,,,,,
WIS_COO,3/11/24,,,,,,
WIS_COO,3/11/24,0,0,0,0,0,0
WIS_COO,3/18/24,4,0,0,0,0,0
WIS_COO,3/18/24,,,,,,
WIS_COO,3/24/24,,,,,,
WIS_COO,3/24/24,0,0,0,0,0,0
WIS_COO,4/1/24,,,,,,
WIS_COO,4/1/24,14,2,8,2,0,0
WIS_COO,4/9/24,,,,,,
WIS_COO,4/9/24,7,1,0,0,0,0
WIS_COO,4/16/24,0,0,3,1,0,0
WIS_COO,4/16/24,,,,,,
WIS_COO,4/22/24,7,3,11,8,0,0
WIS_COO,4/22/24,,,,,,
WIS_COO,4/30/24,10,5,6,2,0,0
WIS_COO,4/30/24,,,,,,
WIS_COO,5/6/24,6,8,10,0,0,1
WIS_COO,5/6/24,,,,,,
WIS_COO,5/14/24,,,,,,
WIS_COO,5/14/24,14,4,21,9,0,3
WIS_COO,5/21/24,6,19,1,4,0,0
WIS_COO,5/28/24,0,1,2,1,0,0
WIS_COO,5/28/24,,,,,,
WIS_COO,6/4/24,9,11,3,6,2,1
WIS_COO,6/4/24,,,,,,
WIS_COO,6/11/24,82,17,11,1,9,0
WIS_COO,6/11/24,,,,,,
WIS_COO,6/18/24,11,13,15,5,4,0
WIS_COO,6/18/24,,,,,,
WIS_COO,6/26/24,10,8,6,2,0,1
WIS_COO,6/26/24,,,,,,
WIS_COO,7/2/24,29,15,5,5,7,0
WIS_COO,7/2/24,,,,,,
WIS_COO,7/10/24,5,4,2,0,0,0
WIS_COO,7/10/24,,,,,,
WIS_COO,7/16/24,,,,,,
WIS_COO,7/16/24,0,5,12,10,0,0
WIS_COO,7/23/24,,,,,,
WIS_COO,7/23/24,4,8,12,19,1,4
WIS_COO,7/30/24,,,,,,
WIS_COO,7/30/24,1,0,0,3,1,0
WIS_COO,8/6/24,,,,,,
WIS_COO,8/13/24,14,11,0,2,0,0
WIS_COO,8/13/24,,,,,,
WIS_COO,8/20/24,1,5,1,5,0,0
WIS_COO,8/20/24,,,,,,
WIS_COO,8/27/24,4,16,4,19,1,0
WIS_COO,8/27/24,,,,,,
WIS_COO,9/3/24,1,1,1,3,0,0
WIS_COO,9/3/24,,,,,,
WIS_COO,9/10/24,2,1,10,10,1,4
WIS_COO,9/10/24,,,,,,
WIS_COO,9/17/24,1,0,16,4,0,0
WIS_COO,9/17/24,,,,,,
WIS_COO,9/25/24,8,0,0,0,0,0
WIS_COO,9/25/24,,,,,,
WIS_COO,10/1/24,2,0,3,1,1,0
WIS_COO,10/1/24,,,,,,
WIS_COO,10/8/24,1,0,0,0,0,0
WIS_COO,10/8/24,,,,,,
WIS_COO,10/22/24,0,0,0,0,0,0
WIS_COO,10/22/24,,,,,,
WIS_COO,10/29/24,0,0,0,0,0,0
WIS_COO,10/29/24,,,,,,
WIS_COO,11/5/24,2,0,0,0,0,0
WIS_COO,11/5/24,,,,,,
WIS_COO,11/12/24,,,,,,
WIS_COO,11/12/24,0,0,0,0,0,0
WIS_COO,11/19/24,0,0,0,0,0,0
WIS_COO,11/19/24,,,,,,
WIS_COO,11/26/24,0,0,0,0,0,0
WIS_COO_2,3/11/24,,,,,,
WIS_COO_2,3/11/24,1,0,2,0,0,0
WIS_COO_2,3/18/24,,,,,,
WIS_COO_2,3/18/24,1,0,4,1,0,0
WIS_COO_2,3/24/24,,,,,,
WIS_COO_2,3/24/24,0,0,0,0,0,0
WIS_COO_2,4/1/24,,,,,,
WIS_COO_2,4/1/24,4,2,11,1,0,0
WIS_COO_2,4/9/24,0,0,0,0,0,0
WIS_COO_2,4/9/24,1,0,1,1,0,0
WIS_COO_2,4/16/24,1,1,1,1,0,0
WIS_COO_2,4/16/24,,,,,,
WIS_COO_2,4/22/24,1,12,1,19,0,0
WIS_COO_2,4/22/24,,,,,,
WIS_COO_2,4/30/24,3,16,9,14,1,0
WIS_COO_2,4/30/24,,,,,,
WIS_COO_2,5/6/24,,,,,,
WIS_COO_2,5/6/24,0,1,0,2,0,0
WIS_COO_2,5/14/24,,,,,,
WIS_COO_2,5/14/24,3,1,0,1,0,0
WIS_COO_2,5/21/24,,,,,,
WIS_COO_2,5/21/24,,,,,,
WIS_COO_2,5/28/24,0,30,29,0,6,0
WIS_COO_2,5/28/24,,,,,,
WIS_COO_2,6/4/24,46,25,49,23,0,0
WIS_COO_2,6/4/24,,,,,,
WIS_COO_2,6/11/24,52,16,21,4,2,2
WIS_COO_2,6/11/24,,,,,,
WIS_COO_2,6/18/24,19,4,10,7,0,0
WIS_COO_2,6/18/24,,,,,,
WIS_COO_2,6/26/24,4,3,12,8,2,0
WIS_COO_2,6/26/24,,,,,,
WIS_COO_2,7/2/24,4,3,10,5,1,5
WIS_COO_2,7/2/24,,,,,,
WIS_COO_2,7/10/24,4,1,4,0,0,0
WIS_COO_2,7/10/24,,,,,,
WIS_COO_2,7/16/24,,,,,,
WIS_COO_2,7/16/24,13,16,5,7,1,0
WIS_COO_2,7/23/24,,,,,,
WIS_COO_2,7/23/24,2,4,0,0,0,0
WIS_COO_2,7/30/24,,,,,,
WIS_COO_2,7/30/24,5,8,10,11,1,2
WIS_COO_2,8/6/24,2,1,4,1,3,2
WIS_COO_2,8/6/24,,,,,,
WIS_COO_2,8/13/24,1,4,1,1,0,0
WIS_COO_2,8/13/24,,,,,,
WIS_COO_2,8/20/24,0,1,1,3,0,0
WIS_COO_2,8/20/24,,,,,,
WIS_COO_2,8/27/24,4,1,1,0,0,0
WIS_COO_2,8/27/24,,,,,,
WIS_COO_2,9/3/24,0,0,2,1,0,0
WIS_COO_2,9/3/24,,,,,,
WIS_COO_2,9/10/24,0,0,0,0,0,0
WIS_COO_2,9/10/24,,,,,,
WIS_COO_2,9/17/24,0,0,0,0,0,0
WIS_COO_2,9/17/24,,,,,,
WIS_COO_2,9/25/24,0,1,0,0,0,0
WIS_COO_2,9/25/24,,,,,,
WIS_COO_2,10/1/24,0,2,2,1,0,1
WIS_COO_2,10/1/24,,,,,,
WIS_COO_2,10/8/24,0,1,0,0,0,0
WIS_COO_2,10/8/24,,,,,,
WIS_COO_2,10/22/24,0,0,0,0,0,0
WIS_COO_2,10/22/24,,,,,,
WIS_COO_2,10/29/24,0,1,0,0,0,0
WIS_COO_2,10/29/24,,,,,,
WIS_COO_2,11/5/24,1,0,0,0,0,0
WIS_COO_2,11/5/24,,,,,,
WIS_COO_2,11/12/24,,,,,,
WIS_COO_2,11/12/24,0,0,0,0,0,0
WIS_COO_2,11/19/24,0,0,0,0,0,0
WIS_COO_2,11/19/24,,,,,,
WIS_COO_2,11/26/24,0,0,0,0,0,0
WIS_COO_2,11/26/24,,,,,,
WIS_KEN,4/9/24,1,0,0,0,0,0
WIS_KEN,4/9/24,0,0,0,0,0,0
WIS_KEN,4/16/24,7,1,4,4,7,3
WIS_KEN,4/16/24,,,,,,
WIS_KEN,4/23/24,0,3,1,4,1,0
WIS_KEN,4/23/24,,,,,,
WIS_KEN,4/30/24,4,1,0,0,2,0
WIS_KEN,4/30/24,,,,,,
WIS_KEN,5/6/24,1,1,3,1,0,0
WIS_KEN,5/6/24,,,,,,
WIS_KEN,5/14/24,,,,,,
WIS_KEN,5/14/24,2,1,1,1,0,0
WIS_KEN,5/21/24,8,12,18,36,0,0
WIS_KEN,5/21/24,,,,,,
WIS_KEN,5/28/24,7,2,9,5,1,0
WIS_KEN,5/28/24,,,,,,
WIS_KEN,6/4/24,49,27,10,11,9,2
WIS_KEN,6/4/24,,,,,,
WIS_KEN,6/11/24,22,19,27,24,6,6
WIS_KEN,6/11/24,,,,,,
WIS_KEN,6/18/24,29,20,17,21,0,3
WIS_KEN,6/18/24,,,,,,
WIS_KEN,6/26/24,11,5,1,1,9,4
WIS_KEN,6/26/24,,,,,,
WIS_KEN,7/2/24,2,1,1,1,1,1
WIS_KEN,7/2/24,,,,,,
WIS_KEN,7/10/24,1,0,0,0,4,1
WIS_KEN,7/10/24,,,,,,
WIS_KEN,7/16/24,,,,,,
WIS_KEN,7/16/24,0,0,1,0,0,0
WIS_KEN,7/23/24,,,,,,
WIS_KEN,7/23/24,0,1,2,0,0,0
WIS_KEN,7/30/24,,,,,,
WIS_KEN,7/30/24,0,2,0,1,0,0
WIS_KEN,8/6/24,4,2,1,0,0,0
WIS_KEN,8/6/24,,,,,,
WIS_KEN,8/13/24,1,0,1,1,0,0
WIS_KEN,8/13/24,,,,,,
WIS_KEN,8/20/24,0,1,0,0,0,1
WIS_KEN,8/20/24,,,,,,
WIS_KEN,8/27/24,1,1,0,0,0,0
WIS_KEN,8/27/24,,,,,,
WIS_KEN,9/3/24,0,0,1,0,0,0
WIS_KEN,9/3/24,,,,,,
WIS_KEN,9/10/24,2,0,1,0,0,1
WIS_KEN,9/10/24,,,,,,
WIS_KEN,9/17/24,0,0,0,1,0,0
WIS_KEN,9/17/24,,,,,,
WIS_KEN,9/25/24,1,0,0,0,0,1
WIS_KEN,9/25/24,,,,,,
WIS_KEN,10/1/24,1,0,0,0,2,0
WIS_KEN,10/1/24,,,,,,
WIS_KEN,10/8/24,3,1,0,0,1,0
WIS_KEN,10/8/24,,,,,,
WIS_KEN,10/22/24,1,1,4,0,2,1
WIS_KEN,10/22/24,,,,,,
WIS_KEN,10/29/24,1,1,1,0,0,0
WIS_KEN,10/29/24,,,,,,
WIS_KEN,11/5/24,1,0,1,2,3,1
WIS_KEN,11/5/24,,,,,,
WIS_KEN,11/12/24,0,0,0,0,0,0
WIS_KEN,11/19/24,0,0,0,0,0,0
WIS_KEN,11/26/24,0,0,0,0,0,0
ZUE_FLE,5/28/24,58,38,36,14,5,2
ZUE_FLE,5/28/24,,,,,,
ZUE_REE,4/16/24,27,13,11,10,0,2
ZUE_REE,4/16/24,,,,,,
ZUE_REE,4/23/24,25,30,2,5,9,0
ZUE_REE,4/23/24,,,,,,
ZUE_REE,4/30/24,,,,,,
ZUE_REE,4/30/24,71,17,55,15,6,4
ZUE_REE,5/7/24,,,,,,
ZUE_REE,5/7/24,60,46,53,30,31,45
ZUE_REE,5/15/24,,,,,,
ZUE_REE,5/15/24,47,16,130,59,8,18
ZUE_REE,5/21/24,,,,,,
ZUE_REE,5/21/24,103,103,33,33,6,0
ZUE_REE,6/4/24,92,72,161,124,15,59
ZUE_REE,6/4/24,,,,,,
ZUE_REE,6/11/24,30,47,51,43,65,86
ZUE_REE,6/11/24,,,,,,
ZUE_REE,6/18/24,109,67,46,31,50,15
ZUE_REE,6/18/24,,,,,,
ZUE_REE,6/25/24,16,12,74,53,8,36
ZUE_REE,6/25/24,,,,,,
ZUE_REE,7/2/24,24,25,49,55,11,40
ZUE_REE,7/2/24,18,11,53,40,4,51
ZUE_REE,7/9/24,,,,,,
ZUE_REE,7/9/24,0,3,6,10,3,10
ZUE_REE,7/16/24,,,,,,
ZUE_REE,7/16/24,0,5,4,11,2,15
ZUE_REE,7/23/24,,,,,,
ZUE_REE,7/23/24,3,7,0,4,1,3
ZUE_REE,7/30/24,,,,,,
ZUE_REE,7/30/24,0,3,1,6,0,0
ZUE_REE,8/6/24,0,6,0,25,2,0
ZUE_REE,8/6/24,,,,,,
ZUE_REE,8/13/24,9,24,3,14,4,3
ZUE_REE,8/13/24,,,,,,
ZUE_REE,8/20/24,2,9,7,17,5,4
ZUE_REE,8/20/24,,,,,,
ZUE_REE,8/27/24,38,28,15,11,23,7
ZUE_REE,8/27/24,,,,,,
ZUE_REE,9/3/24,7,1,25,12,11,15
ZUE_REE,9/3/24,,,,,,
