,card_id,field_id,date_collected,total_scm,scm_male,scm_female,florilega,season_total,male_total,female_total,weekly_prop,weekly_prop_f,weekly_prop_m,season_prop,total_flies,week,year
1315,6058.0,GAB_ALL,2023-06-19,10.0,6.0,4.0,2.0,1143.0,822.0,321.0,0.008748906386701663,0.012461059190031152,0.0072992700729927005,0.47594050743657046,12.0,25,2023
1312,6053.0,GAB_STE,2023-06-19,111.0,62.0,49.0,3.0,729.0,414.0,315.0,0.1522633744855967,0.15555555555555556,0.1497584541062802,0.5377229080932785,114.0,25,2023
1260,2922.0,STA_WIL,2023-06-20,21.0,15.0,6.0,0.0,281.0,230.0,51.0,0.07473309608540925,0.11764705882352941,0.06521739130434782,1.0,21.0,25,2023
1262,2924.0,STA_COL,2023-06-20,208.0,146.0,62.0,0.0,720.0,532.0,188.0,0.28888888888888886,0.32978723404255317,0.2744360902255639,0.9652777777777777,208.0,25,2023
1268,2930.0,STA_SWE,2023-06-20,57.0,40.0,17.0,5.0,366.0,297.0,69.0,0.1557377049180328,0.2463768115942029,0.13468013468013468,1.0,62.0,25,2023
1270,2932.0,KAT_HAB,2023-06-20,119.0,61.0,58.0,3.0,242.0,139.0,103.0,0.49173553719008267,0.5631067961165048,0.43884892086330934,1.0,122.0,25,2023
1272,2934.0,KAT_HAB_2,2023-06-20,174.0,93.0,81.0,11.0,516.0,324.0,192.0,0.3372093023255814,0.421875,0.28703703703703703,1.0,185.0,25,2023
1274,2936.0,KAT_JEF,2023-06-20,10.0,9.0,1.0,0.0,109.0,62.0,47.0,0.09174311926605505,0.02127659574468085,0.14516129032258066,0.7431192660550459,10.0,25,2023
1276,2938.0,KAT_JEF_2,2023-06-20,44.0,25.0,19.0,1.0,109.0,60.0,49.0,0.4036697247706422,0.3877551020408163,0.4166666666666667,1.0,45.0,25,2023
1278,2940.0,KAT_SAU,2023-06-20,21.0,12.0,9.0,1.0,273.0,142.0,131.0,0.07692307692307693,0.06870229007633588,0.08450704225352113,1.0,22.0,25,2023
1286,2948.0,KAT_BAR,2023-06-20,22.0,12.0,10.0,1.0,769.0,226.0,543.0,0.02860858257477243,0.01841620626151013,0.05309734513274336,1.0,23.0,25,2023
1282,2944.0,KAT_TEE,2023-06-20,6.0,5.0,1.0,0.0,173.0,78.0,95.0,0.03468208092485549,0.010526315789473684,0.0641025641025641,0.9999999999999999,6.0,25,2023
1280,2942.0,KAT_SAU_2,2023-06-20,10.0,7.0,3.0,0.0,302.0,107.0,195.0,0.033112582781456956,0.015384615384615385,0.06542056074766354,0.9867549668874173,10.0,25,2023
1301,6136.0,SMI_KEL,2023-06-20,69.0,36.0,33.0,3.0,328.0,147.0,181.0,0.21036585365853658,0.18232044198895028,0.24489795918367346,0.9908536585365854,72.0,25,2023
1295,6042.0,DIP_PAT,2023-06-20,248.0,152.0,96.0,0.0,1602.0,817.0,785.0,0.15480649188514356,0.12229299363057325,0.18604651162790697,0.6136079900124844,248.0,25,2023
1297,6112.0,SEA_HOO,2023-06-20,446.0,284.0,162.0,64.0,2273.0,1338.0,935.0,0.19621645402551693,0.17326203208556148,0.21225710014947682,0.3097228332600088,510.0,25,2023
1291,6038.0,DIP_FLE,2023-06-20,118.0,70.0,48.0,31.0,1556.0,780.0,776.0,0.07583547557840617,0.061855670103092786,0.08974358974358974,0.6041131105398457,149.0,25,2023
1293,6040.0,DIP_CUR,2023-06-20,194.0,115.0,79.0,18.0,1308.0,655.0,653.0,0.14831804281345565,0.12098009188361408,0.17557251908396945,0.8685015290519877,212.0,25,2023
1289,6036.0,POV_DUN,2023-06-20,3.0,3.0,0.0,0.0,275.0,185.0,90.0,0.01090909090909091,0.0,0.016216216216216217,0.9381818181818182,3.0,25,2023
1284,2946.0,KAT_TEE_2,2023-06-20,51.0,29.0,22.0,2.0,445.0,211.0,234.0,0.1146067415730337,0.09401709401709402,0.13744075829383887,1.0,53.0,25,2023
1257,6124.0,SMI_JOH_2,2023-06-21,23.0,16.0,7.0,1.0,302.0,184.0,118.0,0.076158940397351,0.059322033898305086,0.08695652173913043,1.0,24.0,25,2023
1255,6122.0,SMI_JOH,2023-06-21,91.0,44.0,47.0,23.0,497.0,258.0,239.0,0.18309859154929578,0.19665271966527198,0.17054263565891473,0.8008048289738431,114.0,25,2023
1243,6088.0,WIS_COO,2023-06-23,238.0,183.0,55.0,2.0,1367.0,880.0,487.0,0.17410387710314557,0.11293634496919917,0.20795454545454545,0.3672275054864667,240.0,25,2023
1241,6024.0,DEG_DIE_HILL,2023-06-23,304.0,169.0,135.0,24.0,1157.0,731.0,426.0,0.2627484874675886,0.31690140845070425,0.23119015047879618,1.0,328.0,25,2023
1237,6020.0,DEG_DIE_SWC,2023-06-23,61.0,35.0,26.0,10.0,223.0,110.0,113.0,0.273542600896861,0.23008849557522124,0.3181818181818182,1.0,71.0,25,2023
1235,6018.0,DEG_YOU_BOCES,2023-06-23,107.0,65.0,42.0,1.0,639.0,344.0,295.0,0.1674491392801252,0.1423728813559322,0.18895348837209303,1.0,108.0,25,2023
1231,6014.0,DEG_YOU_JONES,2023-06-23,184.0,83.0,101.0,9.0,1097.0,521.0,576.0,0.16773017319963537,0.1753472222222222,0.15930902111324377,1.0,193.0,25,2023
1216,6056.0,GAB_STE,2023-06-26,46.0,28.0,18.0,1.0,729.0,414.0,315.0,0.06310013717421124,0.05714285714285714,0.06763285024154589,0.6008230452674898,47.0,26,2023
1218,6060.0,GAB_ALL,2023-06-26,0.0,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.47594050743657046,0.0,26,2023
1220,6076.0,KAT_JEF,2023-06-26,9.0,8.0,1.0,1.0,109.0,62.0,47.0,0.08256880733944955,0.02127659574468085,0.12903225806451613,0.8256880733944955,10.0,26,2023
1228,6104.0,DEG_FOU_WOOD,2023-06-26,35.0,18.0,17.0,0.0,436.0,235.0,201.0,0.08027522935779817,0.0845771144278607,0.07659574468085106,1.0,35.0,26,2023
1224,6080.0,KAT_SAU_2,2023-06-26,4.0,3.0,1.0,0.0,302.0,107.0,195.0,0.013245033112582781,0.005128205128205128,0.028037383177570093,1.0,4.0,26,2023
1226,6082.0,WIS_COO_2,2023-06-26,46.0,37.0,9.0,1.0,295.0,206.0,89.0,0.15593220338983052,0.10112359550561797,0.1796116504854369,0.41355932203389834,47.0,26,2023
1222,6078.0,KAT_SAU,2023-06-26,0.0,0.0,0.0,0.0,273.0,142.0,131.0,0.0,0.0,0.0,1.0,0.0,26,2023
1192,6050.0,DIP_CUR,2023-06-27,10.0,8.0,2.0,1.0,1308.0,655.0,653.0,0.00764525993883792,0.0030627871362940277,0.012213740458015267,0.8761467889908257,11.0,26,2023
1188,6046.0,POV_DUN,2023-06-27,2.0,0.0,2.0,0.0,275.0,185.0,90.0,0.007272727272727273,0.022222222222222223,0.0,0.9454545454545454,2.0,26,2023
1190,6048.0,DIP_PAT,2023-06-27,36.0,20.0,16.0,7.0,1602.0,817.0,785.0,0.02247191011235955,0.02038216560509554,0.02447980416156671,0.6360799001248439,43.0,26,2023
1194,6052.0,DIP_FLE,2023-06-27,90.0,58.0,32.0,14.0,1556.0,780.0,776.0,0.05784061696658098,0.041237113402061855,0.07435897435897436,0.6619537275064268,104.0,26,2023
1196,6062.0,LET_NOB,2023-06-27,261.0,137.0,124.0,89.0,977.0,669.0,308.0,0.2671443193449335,0.4025974025974026,0.20478325859491778,1.0,350.0,26,2023
1213,6222.0,SEA_HOO,2023-06-27,121.0,86.0,35.0,21.0,2273.0,1338.0,935.0,0.05323361196656401,0.0374331550802139,0.06427503736920777,0.3629564452265728,142.0,26,2023
1204,6070.0,STA_HEM_2,2023-06-27,205.0,121.0,84.0,52.0,891.0,516.0,375.0,0.23007856341189675,0.224,0.23449612403100775,1.0,257.0,26,2023
1208,6074.0,LET_TAB,2023-06-27,16.0,8.0,8.0,13.0,465.0,281.0,184.0,0.034408602150537634,0.043478260869565216,0.028469750889679714,1.0,29.0,26,2023
1210,6128.0,SMI_KEL,2023-06-27,3.0,0.0,3.0,1.0,328.0,147.0,181.0,0.009146341463414634,0.016574585635359115,0.0,1.0,4.0,26,2023
1212,6130.0,SMI_JOH,2023-06-27,3.0,1.0,2.0,0.0,497.0,258.0,239.0,0.006036217303822937,0.008368200836820083,0.003875968992248062,0.806841046277666,3.0,26,2023
1198,6064.0,STA_COL,2023-06-27,25.0,21.0,4.0,5.0,720.0,532.0,188.0,0.034722222222222224,0.02127659574468085,0.039473684210526314,1.0,30.0,26,2023
1183,6256.0,SMI_JOH,2023-07-03,23.0,10.0,13.0,4.0,497.0,258.0,239.0,0.04627766599597585,0.05439330543933055,0.03875968992248062,0.8531187122736419,27.0,27,2023
1182,6229.0,ZUE_REE,2023-07-03,57.0,38.0,19.0,0.0,2497.0,1359.0,1138.0,0.022827392871445733,0.016695957820738138,0.027961736571008096,0.5458550260312375,57.0,27,2023
1176,6164.0,KAT_JEF,2023-07-03,0.0,0.0,0.0,0.0,109.0,62.0,47.0,0.0,0.0,0.0,0.8256880733944955,0.0,27,2023
1174,6160.0,GAB_STE,2023-07-03,194.0,145.0,49.0,0.0,729.0,414.0,315.0,0.2661179698216735,0.15555555555555556,0.3502415458937198,0.8669410150891632,194.0,27,2023
1172,6156.0,GAB_ALL,2023-07-03,0.0,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.47594050743657046,0.0,27,2023
1156,6169.0,DIP_PAT,2023-07-05,90.0,49.0,41.0,14.0,1602.0,817.0,785.0,0.056179775280898875,0.05222929936305733,0.05997552019583843,0.6922596754057428,104.0,27,2023
1157,6170.0,DIP_CUR,2023-07-05,60.0,35.0,25.0,7.0,1308.0,655.0,653.0,0.045871559633027525,0.03828483920367534,0.05343511450381679,0.9220183486238532,67.0,27,2023
1161,6174.0,POV_DUN,2023-07-05,5.0,4.0,1.0,0.0,275.0,185.0,90.0,0.01818181818181818,0.011111111111111112,0.021621621621621623,0.9636363636363636,5.0,27,2023
1159,6172.0,DIP_FLE,2023-07-05,144.0,64.0,80.0,29.0,1556.0,780.0,776.0,0.09254498714652956,0.10309278350515463,0.08205128205128205,0.7544987146529563,173.0,27,2023
1163,6224.0,SEA_HOO,2023-07-05,327.0,203.0,124.0,33.0,2273.0,1338.0,935.0,0.1438627364716234,0.13262032085561498,0.1517189835575486,0.5068191816981962,360.0,27,2023
1155,6678.0,ONE_STA,2023-07-06,323.0,209.0,114.0,26.0,1683.0,826.0,857.0,0.1919191919191919,0.13302217036172695,0.25302663438256656,0.7837195484254308,349.0,27,2023
1147,6147.0,KAT_JEF,2023-07-10,4.0,3.0,1.0,1.0,109.0,62.0,47.0,0.03669724770642202,0.02127659574468085,0.04838709677419355,0.8623853211009175,5.0,28,2023
1151,6294.0,WIS_COO_2,2023-07-10,11.0,7.0,4.0,0.0,295.0,206.0,89.0,0.03728813559322034,0.0449438202247191,0.03398058252427184,0.45084745762711864,11.0,28,2023
1149,6286.0,WIS_COO,2023-07-10,102.0,55.0,47.0,5.0,1367.0,880.0,487.0,0.07461594732991954,0.09650924024640657,0.0625,0.44184345281638626,107.0,28,2023
1148,6148.0,KAT_JEF,2023-07-10,2.0,2.0,0.0,0.0,109.0,62.0,47.0,0.01834862385321101,0.0,0.03225806451612903,0.8807339449541285,2.0,28,2023
1130,6162.0,GAB_STE,2023-07-11,26.0,8.0,18.0,13.0,729.0,414.0,315.0,0.03566529492455418,0.05714285714285714,0.01932367149758454,0.9026063100137174,39.0,28,2023
1128,6158.0,GAB_ALL,2023-07-11,3.0,1.0,2.0,0.0,1143.0,822.0,321.0,0.0026246719160104987,0.006230529595015576,0.0012165450121654502,0.47856517935258097,3.0,28,2023
1131,6176.0,DIP_PAT,2023-07-11,9.0,6.0,3.0,0.0,1602.0,817.0,785.0,0.0056179775280898875,0.003821656050955414,0.0073439412484700125,0.6978776529338327,9.0,28,2023
1141,6230.0,ZUE_REE,2023-07-11,60.0,33.0,27.0,5.0,2497.0,1359.0,1138.0,0.024028834601521828,0.023725834797891036,0.024282560706401765,0.5698838606327593,65.0,28,2023
1135,6180.0,DIP_FLE,2023-07-11,79.0,41.0,38.0,47.0,1556.0,780.0,776.0,0.05077120822622108,0.04896907216494845,0.052564102564102565,0.8052699228791774,126.0,28,2023
1137,6182.0,POV_DUN,2023-07-11,0.0,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,0.0,28,2023
1139,6226.0,SEA_HOO,2023-07-11,131.0,93.0,38.0,45.0,2273.0,1338.0,935.0,0.05763308402991641,0.040641711229946524,0.06950672645739911,0.5644522657281126,176.0,28,2023
1133,6178.0,DIP_CUR,2023-07-11,4.0,3.0,1.0,0.0,1308.0,655.0,653.0,0.0030581039755351682,0.0015313935681470138,0.004580152671755725,0.9250764525993884,4.0,28,2023
1117,6258.0,SMI_JOH,2023-07-12,23.0,12.0,11.0,10.0,497.0,258.0,239.0,0.04627766599597585,0.04602510460251046,0.046511627906976744,0.8993963782696177,33.0,28,2023
1115,6296.0,WIS_COO_2,2023-07-17,62.0,47.0,15.0,0.0,295.0,206.0,89.0,0.21016949152542372,0.16853932584269662,0.22815533980582525,0.6610169491525424,62.0,29,2023
1113,6288.0,WIS_COO,2023-07-17,132.0,63.0,69.0,2.0,1367.0,880.0,487.0,0.09656181419166057,0.14168377823408623,0.0715909090909091,0.5384052670080468,134.0,29,2023
1111,6236.0,GAB_STE,2023-07-17,6.0,4.0,2.0,0.0,729.0,414.0,315.0,0.00823045267489712,0.006349206349206349,0.00966183574879227,0.9108367626886145,6.0,29,2023
1109,6234.0,GAB_ALL,2023-07-17,3.0,0.0,3.0,3.0,1143.0,822.0,321.0,0.0026246719160104987,0.009345794392523364,0.0,0.48118985126859143,6.0,29,2023
1107,6232.0,ZUE_REE,2023-07-17,38.0,23.0,15.0,2.0,2497.0,1359.0,1138.0,0.015218261914297157,0.013181019332161687,0.01692420897718911,0.5851021225470565,40.0,29,2023
1101,6214.0,KAT_JEF,2023-07-17,2.0,1.0,1.0,0.0,109.0,62.0,47.0,0.01834862385321101,0.02127659574468085,0.016129032258064516,0.8990825688073395,2.0,29,2023
1084,6184.0,DIP_PAT,2023-07-18,85.0,20.0,65.0,74.0,1602.0,817.0,785.0,0.05305867665418227,0.08280254777070063,0.02447980416156671,0.7509363295880149,159.0,29,2023
1086,6186.0,DIP_CUR,2023-07-18,35.0,25.0,10.0,6.0,1308.0,655.0,653.0,0.026758409785932722,0.015313935681470138,0.03816793893129771,0.9518348623853211,41.0,29,2023
1088,6188.0,DIP_FLE,2023-07-18,117.0,44.0,73.0,45.0,1556.0,780.0,776.0,0.07519280205655526,0.09407216494845361,0.05641025641025641,0.8804627249357326,162.0,29,2023
1094,6266.0,SMI_JOH,2023-07-18,19.0,6.0,13.0,0.0,497.0,258.0,239.0,0.03822937625754527,0.05439330543933055,0.023255813953488372,0.937625754527163,19.0,29,2023
1100,6377.0,PAT_FIE_IN,2023-07-18,18.0,6.0,12.0,2.0,107.0,36.0,71.0,0.16822429906542055,0.16901408450704225,0.16666666666666666,0.16822429906542055,20.0,29,2023
1097,6374.0,FLE_FIE_IN,2023-07-18,52.0,20.0,32.0,7.0,110.0,46.0,64.0,0.4727272727272727,0.5,0.43478260869565216,0.4727272727272727,59.0,29,2023
1098,6375.0,FLE_FOR_IN,2023-07-18,11.0,7.0,4.0,6.0,16.0,9.0,7.0,0.6875,0.5714285714285714,0.7777777777777778,0.6875,17.0,29,2023
1099,6376.0,CUR_FIE_IN,2023-07-18,6.0,5.0,1.0,0.0,45.0,20.0,25.0,0.13333333333333333,0.04,0.25,0.13333333333333333,6.0,29,2023
1096,6373.0,FLE_FOR_OUT,2023-07-18,0.0,0.0,0.0,0.0,27.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,29,2023
1081,6370.0,DUN_FOR_IN,2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,29,2023
1083,6372.0,DUN_FIE_IN,2023-07-19,2.0,1.0,1.0,0.0,8.0,2.0,6.0,0.25,0.16666666666666666,0.5,0.25,2.0,29,2023
1082,6371.0,DUN_FOR_OUT,2023-07-19,1.0,0.0,1.0,0.0,14.0,4.0,10.0,0.07142857142857142,0.1,0.0,0.07142857142857142,1.0,29,2023
1076,6680.0,ONE_STA,2023-07-20,101.0,38.0,63.0,11.0,1683.0,826.0,857.0,0.06001188354129531,0.073512252042007,0.04600484261501211,0.8437314319667261,112.0,29,2023
1073,6654.0,ONE_ADO,2023-07-20,40.0,24.0,16.0,7.0,614.0,344.0,270.0,0.06514657980456026,0.05925925925925926,0.06976744186046512,0.8159609120521173,47.0,29,2023
1071,6274.0,SEA_HOO,2023-07-21,127.0,69.0,58.0,44.0,2273.0,1338.0,935.0,0.05587329520457545,0.06203208556149733,0.0515695067264574,0.6203255609326881,171.0,29,2023
1070,7408.0,SMI_MCC,2023-07-22,11.0,3.0,8.0,0.0,264.0,138.0,126.0,0.041666666666666664,0.06349206349206349,0.021739130434782608,1.0,11.0,29,2023
1055,6238.0,GAB_ALL,2023-07-24,0.0,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,0.0,30,2023
1061,6290.0,WIS_COO,2023-07-24,70.0,48.0,22.0,0.0,1367.0,880.0,487.0,0.051207022677395755,0.045174537987679675,0.05454545454545454,0.5896122896854425,70.0,30,2023
1057,6240.0,GAB_STE,2023-07-24,8.0,2.0,6.0,3.0,729.0,414.0,315.0,0.010973936899862825,0.01904761904761905,0.004830917874396135,0.9218106995884774,11.0,30,2023
1065,6378.0,GRN_FIE_IN,2023-07-24,71.0,39.0,32.0,6.0,652.0,305.0,347.0,0.10889570552147239,0.09221902017291066,0.12786885245901639,0.10889570552147239,77.0,30,2023
1066,6379.0,GRN_FIE_OUT,2023-07-24,72.0,40.0,32.0,6.0,462.0,218.0,244.0,0.15584415584415584,0.13114754098360656,0.1834862385321101,0.15584415584415584,78.0,30,2023
1063,6298.0,WIS_COO_2,2023-07-24,48.0,32.0,16.0,0.0,295.0,206.0,89.0,0.16271186440677965,0.1797752808988764,0.1553398058252427,0.823728813559322,48.0,30,2023
1029,6194.0,DIP_CUR,2023-07-25,1.0,0.0,1.0,1.0,1308.0,655.0,653.0,0.0007645259938837921,0.0015313935681470138,0.0,0.9525993883792049,2.0,30,2023
1031,6196.0,DIP_FLE,2023-07-25,102.0,22.0,80.0,52.0,1556.0,780.0,776.0,0.06555269922879177,0.10309278350515463,0.028205128205128206,0.9460154241645244,154.0,30,2023
1035,6272.0,ZUE_REE,2023-07-25,32.0,17.0,15.0,8.0,2497.0,1359.0,1138.0,0.012815378454144974,0.013181019332161687,0.012509197939661517,0.5979175010012014,40.0,30,2023
1033,6198.0,POV_DUN,2023-07-25,0.0,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,0.0,30,2023
1027,6192.0,DIP_PAT,2023-07-25,25.0,6.0,19.0,19.0,1602.0,817.0,785.0,0.015605493133583021,0.024203821656050957,0.0073439412484700125,0.766541822721598,44.0,30,2023
1037,6276.0,SEA_HOO,2023-07-25,45.0,24.0,21.0,15.0,2273.0,1338.0,935.0,0.019797624285085788,0.022459893048128343,0.017937219730941704,0.6401231852177739,60.0,30,2023
1044,6387.0,FLE_FIE_IN,2023-07-25,10.0,4.0,6.0,1.0,110.0,46.0,64.0,0.09090909090909091,0.09375,0.08695652173913043,0.5636363636363636,11.0,30,2023
1042,6385.0,DUN_FOR_OUT,2023-07-25,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,0.0,30,2023
1041,6384.0,DUN_FIE_IN,2023-07-25,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.25,0.0,30,2023
1048,6391.0,PAT_FIE_IN,2023-07-25,3.0,1.0,2.0,0.0,107.0,36.0,71.0,0.028037383177570093,0.028169014084507043,0.027777777777777776,0.19626168224299065,3.0,30,2023
1046,6389.0,FLE_FOR_IN,2023-07-25,0.0,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.6875,0.0,30,2023
1045,6388.0,FLE_FOR_OUT,2023-07-25,7.0,2.0,5.0,3.0,27.0,16.0,11.0,0.25925925925925924,0.45454545454545453,0.125,0.25925925925925924,10.0,30,2023
1043,6386.0,DUN_FOR_IN,2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,30,2023
1047,6390.0,CUR_FIE_IN,2023-07-25,1.0,0.0,1.0,0.0,45.0,20.0,25.0,0.022222222222222223,0.04,0.0,0.15555555555555556,1.0,30,2023
1023,6656.0,ONE_ADO,2023-07-26,37.0,14.0,23.0,3.0,614.0,344.0,270.0,0.06026058631921824,0.08518518518518518,0.040697674418604654,0.8762214983713354,40.0,30,2023
1021,6268.0,SMI_JOH,2023-07-26,10.0,0.0,10.0,2.0,497.0,258.0,239.0,0.02012072434607646,0.04184100418410042,0.0,0.9577464788732394,12.0,30,2023
1026,6682.0,ONE_STA,2023-07-26,40.0,19.0,21.0,4.0,1683.0,826.0,857.0,0.023767082590612002,0.024504084014002333,0.023002421307506054,0.8674985145573381,44.0,30,2023
1003,6220.0,KAT_JEF,2023-07-31,0.0,0.0,0.0,2.0,109.0,62.0,47.0,0.0,0.0,0.0,0.8990825688073395,2.0,31,2023
1007,6282.0,GAB_ALL,2023-07-31,0.0,0.0,0.0,0.0,1143.0,822.0,321.0,0.0,0.0,0.0,0.48118985126859143,0.0,31,2023
1009,6292.0,WIS_COO,2023-07-31,6.0,5.0,1.0,0.0,1367.0,880.0,487.0,0.0043891733723482075,0.002053388090349076,0.005681818181818182,0.5940014630577908,6.0,31,2023
1005,6278.0,GAB_STE,2023-07-31,0.0,0.0,0.0,0.0,729.0,414.0,315.0,0.0,0.0,0.0,0.9218106995884774,0.0,31,2023
1017,6394.0,GRN_FIE_OUT,2023-07-31,82.0,31.0,51.0,2.0,462.0,218.0,244.0,0.1774891774891775,0.20901639344262296,0.14220183486238533,0.33333333333333337,84.0,31,2023
1018,6395.0,GRN_FIE_IN,2023-07-31,112.0,50.0,62.0,4.0,652.0,305.0,347.0,0.17177914110429449,0.1786743515850144,0.16393442622950818,0.28067484662576686,116.0,31,2023
1019,6396.0,GRS_FIE_IN,2023-07-31,3.0,1.0,2.0,0.0,247.0,123.0,124.0,0.012145748987854251,0.016129032258064516,0.008130081300813009,0.012145748987854251,3.0,31,2023
1020,6397.0,GRS_FIE_OUT,2023-07-31,74.0,26.0,48.0,17.0,725.0,510.0,215.0,0.10206896551724139,0.22325581395348837,0.050980392156862744,0.10206896551724139,91.0,31,2023
1011,6300.0,WIS_COO_2,2023-07-31,44.0,31.0,13.0,0.0,295.0,206.0,89.0,0.14915254237288136,0.14606741573033707,0.15048543689320387,0.9728813559322034,44.0,31,2023
983,6200.0,DIP_PAT,2023-08-01,38.0,15.0,23.0,20.0,1602.0,817.0,785.0,0.02372034956304619,0.02929936305732484,0.01835985312117503,0.7902621722846442,58.0,31,2023
985,6202.0,DIP_CUR,2023-08-01,2.0,0.0,2.0,0.0,1308.0,655.0,653.0,0.0015290519877675841,0.0030627871362940277,0.0,0.9541284403669725,2.0,31,2023
987,6204.0,DIP_FLE,2023-08-01,2.0,1.0,1.0,0.0,1556.0,780.0,776.0,0.0012853470437017994,0.001288659793814433,0.001282051282051282,0.9473007712082262,2.0,31,2023
989,6398.0,GRS_ORC_OUT,2023-08-01,54.0,19.0,35.0,30.0,573.0,253.0,320.0,0.09424083769633508,0.109375,0.07509881422924901,0.09424083769633508,84.0,31,2023
990,6399.0,GRS_ORC_IN,2023-08-01,46.0,17.0,29.0,49.0,558.0,236.0,322.0,0.08243727598566308,0.09006211180124224,0.07203389830508475,0.08243727598566308,95.0,31,2023
991,6400.0,FLE_FIE_IN,2023-08-01,1.0,1.0,0.0,0.0,110.0,46.0,64.0,0.00909090909090909,0.0,0.021739130434782608,0.5727272727272728,1.0,31,2023
992,6401.0,FLE_FOR_IN,2023-08-01,4.0,1.0,3.0,0.0,16.0,9.0,7.0,0.25,0.42857142857142855,0.1111111111111111,0.9375,4.0,31,2023
995,6404.0,CUR_FIE_IN,2023-08-01,3.0,0.0,3.0,0.0,45.0,20.0,25.0,0.06666666666666667,0.12,0.0,0.2222222222222222,3.0,31,2023
994,6403.0,PAT_FIE_IN,2023-08-01,4.0,1.0,3.0,0.0,107.0,36.0,71.0,0.037383177570093455,0.04225352112676056,0.027777777777777776,0.23364485981308408,4.0,31,2023
996,6408.0,KIR_ORC_IN,2023-08-01,1.0,0.0,1.0,0.0,174.0,122.0,52.0,0.005747126436781609,0.019230769230769232,0.0,0.005747126436781609,1.0,31,2023
998,6410.0,KIR_FIE_IN,2023-08-01,84.0,21.0,63.0,4.0,415.0,207.0,208.0,0.20240963855421687,0.30288461538461536,0.10144927536231885,0.20240963855421687,88.0,31,2023
999,6411.0,KIR_FIE_OUT,2023-08-01,34.0,21.0,13.0,10.0,434.0,264.0,170.0,0.07834101382488479,0.07647058823529412,0.07954545454545454,0.07834101382488479,44.0,31,2023
1000,6658.0,ONE_ADO,2023-08-01,57.0,15.0,42.0,4.0,614.0,344.0,270.0,0.09283387622149837,0.15555555555555556,0.0436046511627907,0.9690553745928339,61.0,31,2023
1002,6683.0,ONE_STA,2023-08-01,22.0,15.0,7.0,3.0,1683.0,826.0,857.0,0.013071895424836602,0.008168028004667444,0.018159806295399514,0.8805704099821747,25.0,31,2023
993,6402.0,FLE_FOR_OUT,2023-08-01,9.0,7.0,2.0,3.0,27.0,16.0,11.0,0.3333333333333333,0.18181818181818182,0.4375,0.5925925925925926,12.0,31,2023
997,6409.0,KIR_ORC_OUT,2023-08-01,6.0,2.0,4.0,1.0,413.0,309.0,104.0,0.014527845036319613,0.038461538461538464,0.006472491909385114,0.014527845036319613,7.0,31,2023
982,6407.0,DUN_FOR_IN,2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,31,2023
981,6406.0,DUN_FOR_OUT,2023-08-02,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,0.0,0.07142857142857142,0.0,31,2023
980,6405.0,DUN_FIE_IN,2023-08-02,1.0,0.0,1.0,0.0,8.0,2.0,6.0,0.125,0.16666666666666666,0.0,0.375,1.0,31,2023
978,6348.0,SEA_HOO,2023-08-02,84.0,38.0,46.0,22.0,2273.0,1338.0,935.0,0.03695556533216014,0.04919786096256684,0.028400597907324365,0.677078750549934,106.0,31,2023
976,6344.0,ZUE_REE,2023-08-02,85.0,68.0,17.0,8.0,2497.0,1359.0,1138.0,0.03404084901882259,0.014938488576449912,0.05003679175864607,0.6319583500200241,93.0,31,2023
974,6206.0,POV_DUN,2023-08-02,0.0,0.0,0.0,0.0,275.0,185.0,90.0,0.0,0.0,0.0,0.9636363636363636,0.0,31,2023
970,6412.0,IND_ORC_IN,2023-08-03,43.0,13.0,30.0,9.0,209.0,92.0,117.0,0.20574162679425836,0.2564102564102564,0.14130434782608695,0.20574162679425836,52.0,31,2023
971,6413.0,IND_ORC_OUT,2023-08-03,36.0,18.0,18.0,24.0,233.0,132.0,101.0,0.15450643776824036,0.1782178217821782,0.13636363636363635,0.15450643776824036,60.0,31,2023
973,6415.0,IND_ORC_OUT_2,2023-08-03,47.0,25.0,22.0,7.0,299.0,179.0,120.0,0.15719063545150502,0.18333333333333332,0.13966480446927373,0.15719063545150502,54.0,31,2023
972,6414.0,IND_ORC_IN_2,2023-08-03,28.0,10.0,18.0,6.0,101.0,51.0,50.0,0.27722772277227725,0.36,0.19607843137254902,0.27722772277227725,34.0,31,2023
