,record_id,week,count,date,max_temp_f,min_temp_f,ave_temp_f,rain_inches,max_temp_c,min_temp_c,ave_temp_c
84,MUL_LET,18,57.0,2022-04-27,59.714285714285715,37.0,48.357142857142854,0.11857142857142858,15.385714285714286,2.771428571428572,9.1
95,POW_LET,18,75.0,2022-04-27,62.0,38.714285714285715,50.357142857142854,0.16714285714285718,16.642857142857142,3.742857142857143,10.200000000000001
96,SEA_HOO_1,18,66.0,2022-04-27,59.857142857142854,38.714285714285715,49.285714285714285,0.014285714285714287,15.485714285714286,3.6999999999999997,9.62857142857143
97,SMI_CAN,18,4.0,2022-04-27,54.285714285714285,34.285714285714285,44.285714285714285,0.03428571428571429,12.37142857142857,1.2714285714285718,6.828571428571428
98,SMI_CRO,18,13.0,2022-04-27,58.857142857142854,36.0,47.42857142857143,0.015714285714285715,14.914285714285715,2.2142857142857144,8.557142857142857
99,SMI_DOU,18,19.0,2022-04-27,57.285714285714285,35.142857142857146,46.214285714285715,0.018571428571428572,14.042857142857143,1.7571428571428573,7.885714285714286
100,SMI_DUR,18,89.0,2022-04-27,58.57142857142857,36.42857142857143,47.5,0.014285714285714287,14.771428571428572,2.457142857142857,8.6
101,SMI_HOF,18,3.0,2022-04-27,57.857142857142854,35.0,46.42857142857143,0.03571428571428571,14.385714285714286,1.6714285714285715,8.014285714285714
103,SMI_JOH_1,18,24.0,2022-04-27,57.42857142857143,35.42857142857143,46.42857142857143,0.012857142857142857,14.114285714285714,1.9000000000000001,8.014285714285714
104,SMI_JOH_2,18,24.0,2022-04-27,58.42857142857143,36.142857142857146,47.285714285714285,0.021428571428571432,14.671428571428573,2.314285714285714,8.5
106,SMI_MCC,18,20.0,2022-04-27,55.285714285714285,34.57142857142857,44.92857142857143,0.022857142857142857,12.957142857142857,1.4285714285714286,7.171428571428572
107,STA_CRA,18,60.0,2022-04-27,57.714285714285715,39.285714285714285,48.5,0.10857142857142857,14.285714285714286,4.057142857142857,9.171428571428573
108,STA_LOT,18,21.0,2022-04-27,59.857142857142854,38.285714285714285,49.07142857142857,0.038571428571428576,15.457142857142857,3.5,9.485714285714286
109,STA_PAD,18,81.0,2022-04-27,60.42857142857143,39.0,49.714285714285715,0.15285714285714286,15.799999999999999,3.8857142857142857,9.842857142857143
110,WICKHAM,18,229.0,2022-04-27,57.57142857142857,38.142857142857146,47.857142857142854,0.11714285714285715,14.200000000000001,3.414285714285714,8.828571428571427
113,WIS_COO_2,18,86.0,2022-04-27,58.142857142857146,38.142857142857146,48.142857142857146,0.03571428571428571,14.542857142857143,3.4285714285714284,8.957142857142857
114,WIS_KEN,18,4.0,2022-04-27,61.0,38.42857142857143,49.714285714285715,0.03571428571428571,16.1,3.5857142857142854,9.842857142857143
116,ZUE_PED,18,46.0,2022-04-27,57.57142857142857,38.142857142857146,47.857142857142854,0.11714285714285715,14.200000000000001,3.414285714285714,8.828571428571427
117,ZUE_REE,18,57.0,2022-04-27,58.42857142857143,38.285714285714285,48.357142857142854,0.05142857142857143,14.685714285714285,3.4714285714285715,9.085714285714285
118,DEG_DIE_100,19,65.0,2022-05-04,60.285714285714285,42.142857142857146,51.214285714285715,0.05,15.714285714285714,5.628571428571428,10.685714285714285
119,DEG_DIE_ERSWC,19,2.0,2022-05-04,59.57142857142857,41.42857142857143,50.5,0.08714285714285715,15.314285714285715,5.242857142857143,10.285714285714286
120,DEG_DIE_SH,19,102.0,2022-05-04,59.714285714285715,41.285714285714285,50.5,0.09857142857142856,15.4,5.171428571428572,10.285714285714286
121,DEG_EVA_PGREEN,19,7.0,2022-05-04,60.0,41.285714285714285,50.642857142857146,0.06285714285714286,15.557142857142859,5.1571428571428575,10.357142857142858
122,DEG_FES_OVO4,19,68.0,2022-05-04,62.142857142857146,41.714285714285715,51.92857142857143,0.09285714285714285,16.757142857142856,5.385714285714286,11.057142857142859
123,DEG_FOU_ELM,19,140.0,2022-05-04,60.857142857142854,42.42857142857143,51.642857142857146,0.06571428571428571,16.02857142857143,5.785714285714286,10.914285714285715
125,DEG_MCM_CH,19,55.0,2022-05-04,60.57142857142857,41.714285714285715,51.142857142857146,0.07142857142857142,15.871428571428572,5.385714285714286,10.642857142857142
126,DEG_MCM_W7,19,30.0,2022-05-04,59.142857142857146,40.714285714285715,49.92857142857143,0.07428571428571429,15.071428571428571,4.8428571428571425,9.942857142857145
127,DEG_STR_1,19,16.0,2022-05-04,58.142857142857146,40.57142857142857,49.357142857142854,0.06999999999999999,14.528571428571428,4.757142857142857,9.62857142857143
129,GAB_ALL,19,8.0,2022-05-04,64.57142857142857,42.42857142857143,53.5,0.08571428571428572,18.085714285714285,5.8,11.928571428571429
130,GAB_DEL,19,17.0,2022-05-04,64.0,42.285714285714285,53.142857142857146,0.07428571428571429,17.785714285714285,5.714285714285714,11.757142857142856
131,GAB_ELL,19,7.0,2022-05-04,64.28571428571429,43.285714285714285,53.785714285714285,0.06571428571428571,17.942857142857143,6.257142857142857,12.114285714285714
132,GAB_HER,19,0.0,2022-05-04,63.142857142857146,42.714285714285715,52.92857142857143,0.07571428571428572,17.3,5.942857142857143,11.642857142857142
133,GAB_JON,19,3.0,2022-05-04,62.42857142857143,44.285714285714285,53.357142857142854,0.05142857142857143,16.914285714285715,6.814285714285715,11.857142857142858
134,GAB_KUK,19,23.0,2022-05-04,62.0,44.0,53.0,0.06857142857142857,16.657142857142855,6.671428571428572,11.685714285714285
135,GAB_OOM,19,3.0,2022-05-04,63.42857142857143,42.857142857142854,53.142857142857146,0.06999999999999999,17.442857142857143,6.042857142857143,11.757142857142856
136,GAB_PET,19,2.0,2022-05-04,64.85714285714286,42.285714285714285,53.57142857142857,0.09142857142857143,18.257142857142856,5.714285714285714,11.985714285714286
138,GAB_STO,19,15.0,2022-05-04,62.714285714285715,44.285714285714285,53.5,0.06857142857142857,17.071428571428573,6.8,11.942857142857141
139,GORHAM,19,98.0,2022-05-04,60.0,41.142857142857146,50.57142857142857,0.022857142857142857,15.557142857142859,5.1000000000000005,10.314285714285715
140,MIL_CHA,19,4.0,2022-05-04,62.285714285714285,40.57142857142857,51.42857142857143,0.09142857142857143,16.82857142857143,4.742857142857143,10.799999999999999
141,MIL_MCC,19,46.0,2022-05-04,61.857142857142854,40.714285714285715,51.285714285714285,0.09285714285714286,16.6,4.8428571428571425,10.700000000000001
142,MIL_YOD,19,9.0,2022-05-04,61.285714285714285,40.0,50.642857142857146,0.09428571428571428,16.271428571428572,4.428571428571429,10.37142857142857
143,MUL_LET,19,30.0,2022-05-04,60.142857142857146,37.857142857142854,49.0,0.08,15.62857142857143,3.242857142857143,9.428571428571429
144,ONE_ADO_1,19,125.0,2022-05-04,62.142857142857146,35.285714285714285,48.714285714285715,0.12857142857142856,16.771428571428572,1.8285714285714287,9.285714285714286
145,ONE_AKI_1,19,39.0,2022-05-04,62.714285714285715,34.57142857142857,48.642857142857146,0.10142857142857142,17.071428571428573,1.4428571428571428,9.242857142857144
146,ONE_CHA_1,19,80.0,2022-05-04,63.142857142857146,34.142857142857146,48.642857142857146,0.10714285714285714,17.32857142857143,1.1857142857142857,9.242857142857144
147,ONE_HUN_1,19,10.0,2022-05-04,61.714285714285715,35.142857142857146,48.42857142857143,0.11,16.514285714285712,1.742857142857143,9.114285714285716
148,ONE_MCK_1,19,42.0,2022-05-04,63.0,34.142857142857146,48.57142857142857,0.08714285714285715,17.228571428571428,1.1857142857142857,9.214285714285714
149,ONE_OAK_1,19,21.0,2022-05-04,64.85714285714286,36.142857142857146,50.5,0.08571428571428572,18.242857142857144,2.3000000000000003,10.271428571428572
150,ONE_ORT_1,19,24.0,2022-05-04,63.57142857142857,35.142857142857146,49.357142857142854,0.08285714285714285,17.557142857142857,1.7571428571428573,9.62857142857143
151,ONE_STA_1,19,99.0,2022-05-04,63.42857142857143,36.857142857142854,50.142857142857146,0.09285714285714286,17.442857142857143,2.6999999999999997,10.057142857142859
152,PAN_LET,19,71.0,2022-05-04,58.57142857142857,40.0,49.285714285714285,0.09142857142857143,14.771428571428572,4.442857142857143,9.6
153,POV_DUN,19,4.0,2022-05-04,59.857142857142854,39.714285714285715,49.785714285714285,0.0642857142857143,15.457142857142857,4.285714285714286,9.9
154,POW_LET,19,16.0,2022-05-04,62.714285714285715,42.42857142857143,52.57142857142857,0.05571428571428571,17.057142857142857,5.8,11.428571428571429
155,SEA_HOO_1,19,79.0,2022-05-04,62.0,41.142857142857146,51.57142857142857,0.037142857142857144,16.657142857142855,5.085714285714286,10.87142857142857
156,SMI_CAN,19,18.0,2022-05-04,58.714285714285715,38.285714285714285,48.5,0.12000000000000001,14.842857142857142,3.5,9.142857142857142
157,SMI_CRO,19,28.0,2022-05-04,62.285714285714285,40.42857142857143,51.357142857142854,0.07285714285714286,16.82857142857143,4.6571428571428575,10.742857142857144
158,SMI_DOU,19,98.0,2022-05-04,60.714285714285715,38.285714285714285,49.5,0.13428571428571429,15.957142857142857,3.4857142857142853,9.728571428571428
159,SMI_DUR,19,8.0,2022-05-04,64.14285714285714,40.857142857142854,52.5,0.11285714285714286,17.857142857142858,4.8999999999999995,11.385714285714286
160,SMI_HOF,19,37.0,2022-05-04,62.57142857142857,39.42857142857143,51.0,0.07571428571428572,17.0,4.128571428571428,10.542857142857143
161,SMI_HOL,19,1.0,2022-05-04,64.14285714285714,41.57142857142857,52.857142857142854,0.06142857142857143,17.857142857142858,5.314285714285715,11.585714285714285
162,SMI_JOH_1,19,8.0,2022-05-04,62.42857142857143,40.714285714285715,51.57142857142857,0.09428571428571428,16.9,4.828571428571428,10.885714285714286
163,SMI_JOH_2,19,15.0,2022-05-04,63.42857142857143,41.142857142857146,52.285714285714285,0.12000000000000001,17.47142857142857,5.071428571428571,11.285714285714286
164,SMI_KEL,19,1.0,2022-05-04,64.14285714285714,42.0,53.07142857142857,0.09714285714285716,17.842857142857145,5.542857142857143,11.714285714285714
165,SMI_MCC,19,11.0,2022-05-04,59.142857142857146,38.285714285714285,48.714285714285715,0.13999999999999999,15.085714285714285,3.4857142857142853,9.299999999999999
166,STA_CRA,19,27.0,2022-05-04,58.57142857142857,40.142857142857146,49.357142857142854,0.054285714285714284,14.757142857142858,4.5285714285714285,9.642857142857142
167,STA_LOT,19,10.0,2022-05-04,62.0,41.142857142857146,51.57142857142857,0.047142857142857146,16.657142857142855,5.085714285714286,10.857142857142858
168,STA_PAD,19,38.0,2022-05-04,61.0,40.42857142857143,50.714285714285715,0.054285714285714284,16.1,4.7,10.414285714285715
169,WICKHAM,19,95.0,2022-05-04,59.714285714285715,41.285714285714285,50.5,0.032857142857142856,15.385714285714286,5.171428571428572,10.285714285714286
172,WIS_COO_2,19,146.0,2022-05-04,60.142857142857146,43.142857142857146,51.642857142857146,0.07714285714285715,15.642857142857142,6.2,10.9
174,WIS_WAL,19,32.0,2022-05-04,61.42857142857143,43.57142857142857,52.5,0.10428571428571429,16.357142857142858,6.414285714285714,11.37142857142857
175,ZUE_PED,19,16.0,2022-05-04,59.714285714285715,41.285714285714285,50.5,0.032857142857142856,15.385714285714286,5.171428571428572,10.285714285714286
176,ZUE_REE,19,60.0,2022-05-04,61.142857142857146,41.714285714285715,51.42857142857143,0.027142857142857142,16.214285714285715,5.414285714285714,10.771428571428572
177,DEG_DIE_100,20,6.0,2022-05-11,72.57142857142857,40.714285714285715,56.642857142857146,0.0,22.542857142857144,4.828571428571428,13.700000000000001
178,DEG_DIE_ERSWC,20,38.0,2022-05-11,71.28571428571429,41.857142857142854,56.57142857142857,0.0,21.82857142857143,5.471428571428571,13.657142857142857
179,DEG_DIE_SH,20,6.0,2022-05-11,71.28571428571429,41.285714285714285,56.285714285714285,0.0,21.82857142857143,5.1571428571428575,13.5
180,DEG_EVA_PGREEN,20,6.0,2022-05-11,72.28571428571429,40.285714285714285,56.285714285714285,0.0,22.37142857142857,4.585714285714286,13.5
181,DEG_FES_OVO4,20,95.0,2022-05-11,74.85714285714286,44.0,59.42857142857143,0.0,23.8,6.6571428571428575,15.242857142857144
182,DEG_FOU_ELM,20,73.0,2022-05-11,73.42857142857143,41.42857142857143,57.42857142857143,0.0,23.014285714285712,5.228571428571429,14.114285714285714
184,DEG_MCM_CH,20,38.0,2022-05-11,73.14285714285714,42.142857142857146,57.642857142857146,0.0,22.857142857142858,5.614285714285715,14.242857142857144
185,DEG_MCM_W7,20,7.0,2022-05-11,71.28571428571429,43.0,57.142857142857146,0.0,21.82857142857143,6.128571428571428,13.971428571428572
186,DEG_STR_1,20,50.0,2022-05-11,70.0,43.42857142857143,56.714285714285715,0.0,21.114285714285717,6.357142857142857,13.728571428571428
187,EPN_TRIAL,20,58.0,2022-05-11,73.14285714285714,46.857142857142854,60.0,0.0,22.857142857142858,8.27142857142857,15.542857142857143
188,GAB_ALL,20,0.0,2022-05-11,76.28571428571429,41.0,58.642857142857146,0.0,24.614285714285717,5.0,14.8
189,GAB_DEL,20,10.0,2022-05-11,75.57142857142857,41.57142857142857,58.57142857142857,0.0,24.2,5.314285714285715,14.771428571428572
190,GAB_ELL,20,2.0,2022-05-11,75.85714285714286,41.42857142857143,58.642857142857146,0.0,24.357142857142858,5.242857142857143,14.828571428571431
191,GAB_HER,20,2.0,2022-05-11,75.0,41.857142857142854,58.42857142857143,0.0,23.87142857142857,5.485714285714286,14.685714285714287
192,GAB_JON,20,2.0,2022-05-11,72.71428571428571,44.57142857142857,58.642857142857146,0.0,22.62857142857143,6.985714285714287,14.799999999999999
193,GAB_KUK,20,3.0,2022-05-11,73.14285714285714,45.857142857142854,59.5,0.0,22.842857142857145,7.685714285714285,15.285714285714286
194,GAB_OOM,20,0.0,2022-05-11,74.85714285714286,42.0,58.42857142857143,0.0,23.785714285714285,5.557142857142858,14.700000000000001
195,GAB_PET,20,13.0,2022-05-11,76.0,40.142857142857146,58.07142857142857,0.0,24.442857142857143,4.528571428571429,14.485714285714286
197,GAB_STO,20,10.0,2022-05-11,73.85714285714286,45.0,59.42857142857143,0.0,23.25714285714286,7.242857142857143,15.242857142857144
198,GORHAM,20,64.0,2022-05-11,71.85714285714286,45.57142857142857,58.714285714285715,0.0,22.142857142857142,7.542857142857143,14.842857142857143
199,MIL_CHA,20,24.0,2022-05-11,75.28571428571429,40.857142857142854,58.07142857142857,0.0,24.04285714285714,4.914285714285714,14.485714285714286
200,MIL_MCC,20,58.0,2022-05-11,74.71428571428571,43.714285714285715,59.214285714285715,0.0,23.728571428571428,6.514285714285714,15.12857142857143
201,MIL_YOD,20,8.0,2022-05-11,74.0,43.0,58.5,0.0,23.32857142857143,6.114285714285714,14.714285714285714
202,MUL_LET,20,14.0,2022-05-11,72.85714285714286,40.42857142857143,56.642857142857146,0.0,22.685714285714287,4.685714285714285,13.714285714285714
203,ONE_ADO_1,20,44.0,2022-05-11,76.57142857142857,40.285714285714285,58.42857142857143,0.0,24.771428571428572,4.614285714285714,14.685714285714285
204,ONE_AKI_1,20,7.0,2022-05-11,76.42857142857143,40.42857142857143,58.42857142857143,0.0,24.685714285714287,4.671428571428572,14.685714285714287
205,ONE_CHA_1,20,12.0,2022-05-11,76.85714285714286,39.57142857142857,58.214285714285715,0.0,24.914285714285715,4.185714285714286,14.571428571428571
206,ONE_HUN_1,20,7.0,2022-05-11,76.42857142857143,41.0,58.714285714285715,0.0,24.685714285714287,5.0,14.842857142857143
207,ONE_MCK_1,20,6.0,2022-05-11,76.85714285714286,40.285714285714285,58.57142857142857,0.0,24.928571428571427,4.614285714285714,14.757142857142856
208,ONE_OAK_1,20,2.0,2022-05-11,79.0,40.142857142857146,59.57142857142857,0.0,26.12857142857143,4.542857142857143,15.328571428571427
209,ONE_ORT_1,20,3.0,2022-05-11,78.14285714285714,40.0,59.07142857142857,0.0,25.642857142857142,4.428571428571429,15.042857142857143
210,ONE_STA_1,20,7.0,2022-05-11,77.42857142857143,40.42857142857143,58.92857142857143,0.0,25.24285714285714,4.685714285714285,14.942857142857141
211,PAN_LET,20,25.0,2022-05-11,71.57142857142857,45.0,58.285714285714285,0.0,21.985714285714288,7.214285714285714,14.6
212,POV_DUN,20,1.0,2022-05-11,72.57142857142857,38.57142857142857,55.57142857142857,0.011428571428571429,22.52857142857143,3.6571428571428575,13.1
213,POW_LET,20,11.0,2022-05-11,76.28571428571429,44.285714285714285,60.285714285714285,0.0,24.599999999999998,6.814285714285715,15.728571428571428
214,SEA_HOO_1,20,19.0,2022-05-11,74.14285714285714,43.714285714285715,58.92857142857143,0.0,23.428571428571427,6.514285714285714,14.971428571428572
215,SMI_CAN,20,12.0,2022-05-11,70.14285714285714,37.42857142857143,53.785714285714285,0.0,21.2,3.014285714285714,12.114285714285714
216,SMI_CRO,20,44.0,2022-05-11,72.42857142857143,39.57142857142857,56.0,0.0,22.457142857142856,4.214285714285714,13.342857142857143
217,SMI_DOU,20,3.0,2022-05-11,72.85714285714286,39.57142857142857,56.214285714285715,0.0,22.7,4.2,13.457142857142857
218,SMI_DUR,20,3.0,2022-05-11,77.28571428571429,43.714285714285715,60.5,0.0,25.157142857142855,6.514285714285714,15.857142857142858
219,SMI_HOF,20,3.0,2022-05-11,74.42857142857143,37.142857142857146,55.785714285714285,0.0,23.571428571428573,2.857142857142857,13.228571428571428
220,SMI_HOL,20,0.0,2022-05-11,75.42857142857143,40.285714285714285,57.857142857142854,0.0,24.12857142857143,4.6000000000000005,14.357142857142858
221,SMI_JOH_1,20,0.0,2022-05-11,75.0,43.42857142857143,59.214285714285715,0.0,23.885714285714283,6.3428571428571425,15.12857142857143
222,SMI_JOH_2,20,7.0,2022-05-11,76.71428571428571,42.0,59.357142857142854,0.0,24.842857142857145,5.557142857142857,15.214285714285714
223,SMI_KEL,20,1.0,2022-05-11,75.28571428571429,40.714285714285715,58.0,0.0,24.02857142857143,4.828571428571428,14.428571428571429
224,SMI_MCC,20,3.0,2022-05-11,71.42857142857143,40.142857142857146,55.785714285714285,0.0,21.900000000000002,4.514285714285714,13.214285714285714
225,STA_CRA,20,9.0,2022-05-11,69.57142857142857,42.714285714285715,56.142857142857146,0.0,20.87142857142857,5.957142857142857,13.414285714285715
226,STA_LOT,20,0.0,2022-05-11,74.57142857142857,42.0,58.285714285714285,0.0,23.642857142857142,5.557142857142857,14.599999999999998
227,STA_PAD,20,2.0,2022-05-11,72.57142857142857,42.42857142857143,57.5,0.0,22.52857142857143,5.785714285714286,14.157142857142857
228,WICKHAM,20,3.0,2022-05-11,71.85714285714286,45.42857142857143,58.642857142857146,0.0,22.142857142857142,7.457142857142857,14.799999999999999
229,WIS_BRU,20,4.0,2022-05-11,73.14285714285714,47.142857142857146,60.142857142857146,0.0,22.857142857142858,8.428571428571429,15.614285714285714
230,WIS_COO_1,20,5.0,2022-05-11,69.0,47.0,58.0,0.0,20.557142857142857,8.342857142857143,14.457142857142857
231,WIS_COO_2,20,226.0,2022-05-11,70.71428571428571,47.0,58.857142857142854,0.0,21.5,8.342857142857143,14.914285714285715
232,WIS_KEN,20,24.0,2022-05-11,73.14285714285714,47.57142857142857,60.357142857142854,0.0,22.842857142857145,8.642857142857142,15.757142857142856
233,WIS_WAL,20,2.0,2022-05-11,70.71428571428571,46.285714285714285,58.5,0.0,21.52857142857143,7.957142857142857,14.728571428571428
234,ZUE_PED,20,20.0,2022-05-11,71.85714285714286,45.42857142857143,58.642857142857146,0.0,22.142857142857142,7.457142857142857,14.799999999999999
235,ZUE_REE,20,10.0,2022-05-11,73.14285714285714,44.42857142857143,58.785714285714285,0.0,22.87142857142857,6.914285714285714,14.87142857142857
236,DEG_DIE_100,21,25.0,2022-05-18,68.71428571428571,50.142857142857146,59.42857142857143,0.14,20.400000000000002,10.085714285714285,15.242857142857142
237,DEG_DIE_ERSWC,21,18.0,2022-05-18,68.28571428571429,50.0,59.142857142857146,0.2342857142857143,20.157142857142855,9.985714285714286,15.099999999999998
238,DEG_DIE_SH,21,21.0,2022-05-18,68.28571428571429,49.285714285714285,58.785714285714285,0.16142857142857145,20.157142857142855,9.614285714285714,14.885714285714286
239,DEG_EVA_PGREEN,21,15.0,2022-05-18,69.0,50.0,59.5,0.13,20.557142857142857,10.0,15.285714285714286
240,DEG_FES_OVO4,21,24.0,2022-05-18,70.28571428571429,51.857142857142854,61.07142857142857,0.10142857142857142,21.271428571428572,11.028571428571428,16.17142857142857
