Collection Date,Country/Ocean,Farm,State/Province,Latitude,Longitude,Type of collection (select from the menu),Host plant,N° of subsample (if any),Sample weight (gr),SWD pupae,SWD,L. japonica,G. kimorum,Other parasitoids,Other drosophilid pupae,Other drosophilid,L. japonica,Other parasitoids ,Notes (if any)
10-Jul-24,USA,Fred Miller,New Jersey,"39°47'677""N","74°47'075""W",Fruit from plant,Dangleberry,,31.2,,14,0,0,0,0,0,0,0,
10-Jul-24,USA,Fred Miller,New Jersey,"39°47'672""N","74°47'082""W",Fruit from plant,Highbush Blueberry,,31.3,,11,0,0,0,0,0,0,0,
9-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'20""N","74°48'57""W",Fruit from plant,Blackberry,,43.3,,21,2,0,0,0,0,0,0,
9-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'18""N","74°4'99""W",Fruit from plant,Blackberry,,32.1,,2,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°39'57""N","74°44'56""W",Fruit from plant,Huckleberry,,14.6,,6,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°39'58""N","74°44'57""W",Fruit from plant,Dangleberry,,14.1,,17,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°39'48""N","74°4'52""W",Fruit from plant,Huckleberry,,29.5,,4,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°49'774""N","74°34'780""W",Fruit from plant,Dangleberry,,20.1,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°49'861""N","74°34'814""W",Fruit from plant,Lowbush Blueberry,,20.4,,2,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°49'828""N","74°34'813""W",Fruit from plant,Lowbush Blueberry,,30.6,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Home,New Jersey,"39°46'121""N","74°43'533""W",Fruit from plant,Highbush Blueberry,,7.1,,1,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Home,New Jersey,"39°46'123""N","74°43'465""W",Fruit from plant,Dangleberry,,30.5,,11,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Home,New Jersey,"39°46'080""N","74°43'511""W",Fruit from plant,Blackberry,,3.4,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Stoney Creek,New Jersey,"39°3'78""N","74°50'19""W",Fruit from plant,Blackberry,,33.4,,29,1,0,0,0,0,0,0,
9-Jul-24,USA,Stoney Creek,New Jersey,"39°37'14""N","74°50'24""W",Fruit from plant,Dangleberry,,30.2,,12,0,0,0,0,0,0,0,
9-Jul-24,USA,Stoney Creek,New Jersey,"39°37'14""N","74°50'24""W",Fruit from plant,Highbush Blueberry,,4.9,,5,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Nesco,New Jersey,"39°38'58""N","74°40'56""W",Fruit from plant,Blackberry,,27.2,,14,1,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Nesco,New Jersey,"39°38'39""N","74°4'15""W",Fruit from plant,Highbush Blueberry,,30.7,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°38'13""N","74°43'57""W",Fruit from plant,Dangleberry,,34.4,,29,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°38'11""N","74°43'54""W",Fruit from plant,Lowbush Blueberry,,14.6,,12,0,0,0,0,0,0,0,
10-Jul-24,USA,Denny Doyle,New Jersey,"39°56'518""N","74°36'941""W",Fruit from plant,Dangleberry,,15.6,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Denny Doyle,New Jersey,"39°56'517""N","74°36'920""W",Fruit from plant,Lowbush Blueberry,,23.7,,1,0,0,0,0,0,0,0,
10-Jul-24,USA,Denny Doyle,New Jersey,"39°56'559""N","74°36'959""W",Fruit from plant,Dangleberry,,26.2,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Haines Berry Farm,New Jersey,"39°55'896""N","74°37'968""W",Fruit from plant,Highbush Blueberry,,39,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Haines Berry Farm,New Jersey,"39°55'823""N","74°38'092""W",Fruit from plant,Highbush Blueberry,,18.1,,5,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - Home,New Jersey,"39°35'103""N","74°46'692""W",Fruit from plant,Dangleberry,,19.5,,1,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - Home,New Jersey,"39°35'097""N","74°46'686""W",Fruit from plant,Dangleberry,,27,,0,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - 206,New Jersey,"39°42'346""N","74°45'731""W",Fruit from plant,Highbush Blueberry,,29.1,,17,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - 206,New Jersey,"39°42'340""N","74°45'741""W",Fruit from plant,Highbush Blueberry,,39.2,,29,0,0,0,0,0,0,0,
23-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'339""N","74°47'590""W",Fruit from plant,Blackberry,,31.3,,17,4,0,0,0,0,0,0,
23-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'331""N","74°47'626""W",Fruit from plant,Blackberry,,20.9,,10,0,0,0,0,0,0,0,
23-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'332""N","74°47'614""W",Fruit from plant,Elderberry,,15.4,,38,7,0,2,0,0,0,0,
23-Jul-24,USA,Stoney Creek,New Jersey,"39°36'771""N","74°50'283""W",Fruit from plant,Blackberry,,42.7,,3,4,0,0,0,0,0,0,
23-Jul-24,USA,Stoney Creek,New Jersey,"39°36'993""N","74°50'442""W",Fruit from plant,Black Cherry,,20.5,,15,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Home,New Jersey,"39°32'371""N","74°465'17""W",Fruit from plant,Highbush Blueberry,,34.4,,4,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Home,New Jersey,"39°32'375""N","74°46'523""W",Fruit from plant,Highbush Blueberry,,30.1,,2,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Home,New Jersey,"39°32'156""N","74°46'723""W",Fruit from plant,Highbush Blueberry,,25.2,,7,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°2'91""N","74°44'21""W",Fruit from plant,Highbush Blueberry,,27.9,,4,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°2'90""N","74°44'21""W",Fruit from plant,Highbush Blueberry,,32.2,,3,0,0,0,0,0,0,0,
23-Jul-24,USA,Little Buck,New Jersey,"39°39'749""N","74°45'073""W",Fruit from plant,Dangleberry,,17.5,,0,0,0,0,0,0,0,0,
23-Jul-24,USA,Little Buck,New Jersey,"39°39'758""N","74°45'052""W",Fruit from plant,Dangleberry,,31.1,,1,0,0,0,0,0,0,0,
23-Jul-24,USA,Little Buck,New Jersey,"39°40'218""N","74°45'061""W",Fruit from plant,Dangleberry,,28.8,,22,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°37'884""N","74°43'758""W",Fruit from plant,Lowbush Blueberry,,11.5,,11,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°37'575""N","74°44'310""W",Fruit from plant,Dangleberry,,35.5,,21,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°37'554""N","74°44'276""W",Fruit from plant,Dangleberry,,38,,11,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Nesco,New Jersey,"39°38'657""N","74°40'343""W",Fruit from plant,Highbush Blueberry,,26.2,,20,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Nesco,New Jersey,"39°38'766""N","74°40'556""W",Fruit from plant,Dangleberry,,33.1,,34,0,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadows,New Jersey,"39°49'047""N","74°38'289""W",Fruit from plant,Highbush Blueberry,,38.9,,21,0,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadows,New Jersey,"39°49'054""N","74°38'288""W",Fruit from plant,Highbush Blueberry,,41,,46,0,0,0,0,0,0,0,
24-Jul-24,USA,Fred Miller,New Jersey,"39°47'485""N","74°47'082""W",Fruit from plant,Dangleberry,,35.4,,18,0,0,0,0,0,0,0,
24-Jul-24,USA,Fred Miller,New Jersey,"39°47'490""N","74°47'081""W",Fruit from plant,Dangleberry,,18.9,,0,0,0,0,0,0,0,0,
24-Jul-24,USA,Fred Miller,New Jersey,"39°47'519""N","74°46'875""W",Fruit from plant,Dangleberry,,32.2,,11,0,0,0,0,0,0,0,
24-Jul-24,USA,Denny Doyle,New Jersey,"39°56'596""N","74°36'997""W",Fruit from plant,Dangleberry,,32.5,,9,0,0,0,0,0,0,0,
24-Jul-24,USA,Denny Doyle,New Jersey,"39°56'598""N","74°37'007""W",Fruit from plant,Highbush Blueberry,,31.5,,18,0,0,0,0,0,0,0,
24-Jul-24,USA,Haines Berry Farm,New Jersey,"39°55'960""N","74°37'640""W",Fruit from plant,Dangleberry,,39,,3,0,0,0,0,0,0,0,
24-Jul-24,USA,Haines Berry Farm,New Jersey,"39°55'921""N","74°37'842""W",Fruit from plant,Blackberry,,12.5,,23,0,0,0,0,0,0,0,
24-Jul-24,USA,Haines Berry Farm,New Jersey,"39°55'838""N","74°38'131""W",Fruit from plant,Dangleberry,,30.2,,4,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°49'809""N","74°34'815""W",Fruit from plant,Dangleberry,,30.5,,19,0,0,2,0,0,0,0,
24-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°49'811""N","74°34'824""W",Fruit from plant,Huckleberry,,34.4,,40,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Home,New Jersey,"39°46'338""N","74°43'953""W",Fruit from plant,Blackberry,,28.1,,16,7,0,1,0,0,0,0,
24-Jul-24,USA,Whalen - Home,New Jersey,"39°46'338""N","74°43'918""W",Fruit from plant,Dangleberry,,8,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,ABC - Home,New Jersey,"39°39'911""N","74°57'985""W",Fruit from plant,Blackberry,,25.13,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,ABC - Home,New Jersey,"39°39'911""N","74°57'985""W",Fruit from plant,Highbush Blueberry,,33.4,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°29'474""N","74°41'278""W",Fruit from plant,Highbush Blueberry,,34.54,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°29'278""N","74°41'278""W",Fruit from plant,Highbush Blueberry,,42.12,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°29'474""N","74°41'278""W",Fruit from plant,Highbush Blueberry,,4,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°38'664""N","74°40'034""W",Fruit from plant,Highbush Blueberry,,30.13,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°38'657""N","74°40'343""W",Fruit from plant,Highbush Blueberry,,13.18,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Little Buck,New Jersey,"39°38'653""N","74°40'345""W",Fruit from plant,Highbush Blueberry,,9.84,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Denny Doyle,New Jersey,"39°56'474""N","74°39'278""W",Fruit from plant,Huckleberry,,21.71,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Denny Doyle,New Jersey,"39°56'858""N","74°39'524""W",Fruit from plant,Highbush Blueberry,,34.89,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Moore's Meadow,New Jersey,"39°46'079""N","74°47'522""W",Fruit from plant,Huckleberry,,24.37,,7,0,0,0,0,0,0,0,
10-Jul-24,USA,Moore's Meadow,New Jersey,"39°38'110""N","74°47'540""W",Fruit from plant,Highbush Blueberry (D),,44.95,,3,0,0,0,0,0,0,0,
10-Jul-24,USA,Haines Blueberry Farm,New Jersey,"39°45'813""N","74°43'560""W",Fruit from plant,Dangleberry,,35.34,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Haines Blueberry Farm,New Jersey,"39°47'195""N","74°43'907""W",Fruit from plant,Highbush Blueberry,,13.82,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Haines Blueberry Farm,New Jersey,"39°47'208""N","74°43'909""W",Fruit from plant,Highbush Blueberry,,10.14,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Macrie - 206,New Jersey,"39°42'406""N","74°40'346""W",Fruit from plant,Huckleberry,,34.01,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Macrie - 206,New Jersey,"39°42'406""N","74°40'346""W",Fruit from plant,Highbush Blueberry,,20.13,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Macrie - 206,New Jersey,"39°42'406""N","74°40'346""W",Fruit from plant,Highbush Blueberry,,14.7,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Macrie - Home,New Jersey,"39°32'207""N","74°43'507""W",Fruit from plant,Highbush Blueberry,,10.42,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Macrie - Home,New Jersey,"39°32'207""N","74°43'507""W",Fruit from plant,Highbush Blueberry,,20.83,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Macrie - Home,New Jersey,"39°32'207""N","74°43'507""W",Fruit from plant,Highbush Blueberry,,49.93,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Pastore Orchards,New Jersey,"39°38'675""N","74°40'371""W",Fruit from plant,Dangleberry,,22.45,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Pastore Orchards,New Jersey,"39°38'570""N","74°40'530""W",Fruit from plant,Dangleberry,,29.17,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Pastore Orchards,New Jersey,"39°38'940""N","74°40'873""W",Fruit from plant,Blackberry,,46.66,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Stoney Creek,New Jersey,"39°38'390""N","74°49'016""W",Fruit from plant,Dangleberry,,4.4,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Stoney Creek,New Jersey,"39°40'987""N","74°49'019""W",Fruit from plant,Blackberry,,23.05,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Moore's Meadow,New Jersey,"39°49'130""N","74°39'356""W",Fruit from plant,Huckleberry,,5.89,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Moore's Meadow,New Jersey,"39°48'629""N","74°39'917""W",Fruit from plant,Highbush Blueberry,,34.36,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Moore's Meadow,New Jersey,"39°48'319""N","74°39'951""W",Fruit from plant,Highbush Blueberry,,38.11,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°40'332""N","74°43'954""W",Fruit from plant,Dangleberry,,28.72,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°40'324""N","74°43'956""W",Fruit from plant,Dangleberry,,39.53,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°40'326""N","74°43'957""W",Fruit from plant,Dangleberry,,30.28,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Nesco,New Jersey,"39°36'388""N","74°40'020""W",Fruit from plant,Blackberry,,7.92,,0,0,0,0,0,0,0,0,
9-Jul-24,USA,Variety - Nesco,New Jersey,"39°35'134""N","74°40'152""W",Fruit from plant,Highbush Blueberry,,18.98,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°42'134""N","74°44'152""W",Fruit from plant,Dangleberry,,29.72,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°42'915""N","74°44'002""W",Fruit from plant,Highbush Blueberry (D),,46.1,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Home,New Jersey,"39°46'150""N","74°44'002""W",Fruit from plant,Highbush Blueberry,,29.83,,0,0,0,0,0,0,0,0,
10-Jul-24,USA,Whalen - Home,New Jersey,"39°46'292""N","74°44'002""W",Fruit from plant,Highbush Blueberry,,23.48,,0,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Home,New Jersey,"39°43'692""N","74°44'702""W",Fruit from plant,Blackberry,,28.01,,14,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Home,New Jersey,"39°43'692""N","74°44'702""W",Fruit from plant,Highbush Blueberry,,27.31,,4,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°30'155""N","74°41'061""W",Fruit from plant,Highbush Blueberry,,20.88,,69,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°29'745""N","74°40'068""W",Fruit from plant,Highbush Blueberry,,33.84,,108,0,0,0,0,0,0,0,
23-Jul-24,USA,ABC - Mays Landing,New Jersey,"39°30'551""N","74°40'119""W",Fruit from plant,Highbush Blueberry,,31.52,,0,0,0,0,0,0,0,0,
23-Jul-24,USA,Little Buck,New Jersey,"39°38'313""N","74°44'216""W",Fruit from plant,Dangleberry,,28.39,,51,0,0,0,0,0,0,0,
23-Jul-24,USA,Little Buck,New Jersey,"39°39'001""N","74°44'202""W",Fruit from plant,Dangleberry,,29.66,,2,0,0,0,0,0,0,0,
24-Jul-24,USA,Denny Doyle,New Jersey,"39°56'561""N","74°39'147""W",Fruit from plant,Dangleberry,,35.38,,49,0,0,0,0,0,0,0,
24-Jul-24,USA,Denny Doyle,New Jersey,"39°56'561""N","74°39'147""W",Fruit from plant,Dangleberry,,45.42,,63,0,0,0,0,0,0,0,
24-Jul-24,USA,Denny Doyle,New Jersey,"39°56'561""N","74°39'147""W",Fruit from plant,Huckleberry,,37.08,,48,0,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadow,New Jersey,"39°47'561""N","74°45'147""W",Fruit from plant,Dangleberry,,25.37,,0,1,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadow,New Jersey,"39°47'561""N","74°45'147""W",Fruit from plant,Dangleberry,,17.45,,1,1,0,0,0,0,0,0,
24-Jul-24,USA,Haines Blueberry Farm,New Jersey,"39°45'561""N","74°45'147""W",Fruit from plant,Dangleberry,,49.91,,18,0,0,0,0,0,0,0,
24-Jul-24,USA,Haines Blueberry Farm,New Jersey,"39°45'561""N","74°45'147""W",Fruit from plant,Highbush Blueberry,,24.12,,48,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - 206,New Jersey,"39°42'570""N","74°44'301""W",Fruit from plant,Dangleberry,,18.75,,7,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - 206,New Jersey,"39°42'580""N","74°44'570""W",Fruit from plant,Huckleberry,,17.82,,12,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - 206,New Jersey,"39°41'162""N","74°44'978""W",Fruit from plant,Highbush Blueberry (D),,18.65,,32,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - Home,New Jersey,"39°32'561""N","74°45'147""W",Fruit from plant,Dangleberry,,21.7,,2,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - Home,New Jersey,"39°32'561""N","74°45'147""W",Fruit from plant,Dangleberry,,30,,7,0,0,0,0,0,0,0,
23-Jul-24,USA,Macrie - Home,New Jersey,"39°32'561""N","74°45'147""W",Fruit from plant,Dangleberry,,37.96,,21,0,0,0,0,0,0,0,
23-Jul-24,USA,Pastore Orchards,New Jersey,"39°40'223""N","74°45'015""W",Fruit from plant,Blackberry,,29.79,,5,3,0,0,0,0,0,0,
23-Jul-24,USA,Pastore Orchards,New Jersey,"39°42'221""N","74°45'040""W",Fruit from plant,Elderberry,,17.25,,17,0,0,0,0,0,0,0,
23-Jul-24,USA,Stoney Creek,New Jersey,"39°39'561""N","74°49'147""W",Fruit from plant,Blackberry,,12.99,,35,9,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadow,New Jersey,"39°48'561""N","74°39'147""W",Fruit from plant,Dangleberry,,18.02,,11,0,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadow,New Jersey,"39°48'561""N","74°39'147""W",Fruit from plant,Dangleberry,,40.38,,16,0,0,0,0,0,0,0,
24-Jul-24,USA,Moore's Meadow,New Jersey,"39°48'561""N","74°39'147""W",Fruit from plant,Huckleberry,,24.41,,22,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Huckleberry,,32.89,,41,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Donkey Doo,New Jersey,"39°39'480""N","74°45'200""W",Fruit from plant,Dangleberry,,26.21,,3,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Nesco,New Jersey,"39°34'567""N","74°40'520""W",Fruit from plant,Dangleberry,,32.84,,45,0,0,0,0,0,0,0,
24-Jul-24,USA,Variety - Nesco,New Jersey,"39°34'234""N","74°40'565""W",Fruit from plant,Lowbush Blueberry,,25.47,,7,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°40'132""N","74°45'282""W",Fruit from plant,Huckleberry,,36.8,,18,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°40'132""N","74°45'282""W",Fruit from plant,Huckleberry,,20.06,,18,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Chatsworth,New Jersey,"39°42'849""N","74°45'672""W",Fruit from plant,Highbush Blueberry,,36.44,,60,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Home,New Jersey,"39°46'377""N","74°45'251""W",Fruit from plant,Dangleberry,,18.37,,0,0,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Home,New Jersey,"39°46'219""N","74°45'642""W",Fruit from plant,Blackberry,,20.72,,36,17,0,0,0,0,0,0,
24-Jul-24,USA,Whalen - Home,New Jersey,"39°46'233""N","74°45'647""W",Fruit from plant,Blackberry,,22.55,,40,11,0,0,0,0,0,0,
5-Aug-24,USA,ABC-Mayslanding,New Jersey,"39°29'218""N","74°44'348""W",Fruit from plant,Highbush Blueberry,,17.1,,4,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC-Mayslanding,New Jersey,"39°29'228""N","74°44'357""W",Fruit from plant,Highbush Blueberry,,6.9,,13,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC- Home,New Jersey,"39°33'790""N","74°46'962""W",Fruit from plant,Highbush Blueberry,,23.2,,18,1,0,0,0,0,0,0,
5-Aug-24,USA,ABC- Home,New Jersey,"39°33'788""N","74°46'959""W",Fruit from plant,Highbush Blueberry,,31.7,,6,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC- Home,New Jersey,"39°33'794""N","74°46'963""W",Fruit from plant,Highbush Blueberry,,29.1,,21,0,0,0,0,0,0,0,
5-Aug-24,USA,Pastore Orchard,New Jersey,"39°40'301""N","74°49'162""W",Fruit from plant,Dangleberry,,18.1,,4,0,0,0,0,0,0,0,
5-Aug-24,USA,Pastore Orchard,New Jersey,"39°40'331""N","74°47'610""W",Fruit from plant,Elderberry,,22.9,,6,4,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
5-Aug-24,USA,Macrie - Home,New Jersey,"39°35'082""N","74°46'669""W",Fruit from plant,Dangleberry,,28.1,,4,0,0,0,0,0,0,0,
5-Aug-24,USA,Macrie - Home,New Jersey,"39°35'095""N","74°46'689""W",Fruit from plant,Dangleberry,,27.2,,2,0,0,0,0,0,0,0,
5-Aug-24,USA,Macrie - Home,New Jersey,"39°35'062""N","74°46'652""W",Fruit from plant,Dangleberry,,27,,33,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'402""N","74°39'905""W",Fruit from plant,Dangleberry,,11.4,,3,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'411""N","74°39'973""W",Fruit from plant,Dangleberry,,4.5,,1,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'406""N","74°39'897""W",Fruit from plant,Blackberry,,8.7,,11,1,0,0,0,0,0,0,
5-Aug-24,USA,Stoney Creek,New Jersey,"39°37'194""N","74°50'400""W",Fruit from plant,Dangleberry,,25.9,,6,0,0,0,0,0,0,0,
5-Aug-24,USA,Stoney Creek,New Jersey,"39°37'201""N","74°50'401""W",Fruit from plant,Highbush Blueberry,,21.1,,13,5,0,0,0,0,0,0,
5-Aug-24,USA,Little Buck,New Jersey,"39°40'029""N","74°44'922""W",Fruit from plant,Dangleberry,,39.5,,1,0,0,0,0,0,0,0,
5-Aug-24,USA,Little Buck,New Jersey,"39°40'037""N","74°44'923""W",Fruit from plant,Dangleberry,,19.9,,10,0,0,0,0,0,0,0,
7-Aug-24,USA,Fred Miller,New Jersey,"39°47'40""N","74°4'78""W",Fruit from plant,Dangleberry,,23.9,,13,1,0,0,0,0,0,0,
7-Aug-24,USA,Fred Miller,New Jersey,"39°47'40""N","74°4'77""W",Fruit from plant,Dangleberry,,19.3,,8,1,0,0,0,0,0,0,
7-Aug-24,USA,Fred Miller,New Jersey,"39°47'668""N","74°47'104""W",Fruit from plant,Dangleberry,,28,,9,1,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
7-Aug-24,USA,Whalen - Home,New Jersey,"39°46'346""N","74°43'982""W",Fruit from plant,Pokeweed,,34.7,,8,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Home,New Jersey,"39°46'351""N","74°43'989""W",Fruit from plant,Pokeweed,,34.3,,4,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
7-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°49'46""N","74°34'47""W",Fruit from plant,Dangleberry,,27.6,,24,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°49'50""N","74°34'49""W",Fruit from plant,Huckleberry,,31.3,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°49'46""N","74°34'48""W",Fruit from plant,Dangleberry,,34,,22,0,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadows,New Jersey,"39°4'94""N","74°38'19""W",Fruit from plant,Dangleberry,,32.2,,18,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
7-Aug-24,USA,Moore's Meadows,New Jersey,"39°4'94""N","74°38'19""W",Fruit from plant,Highbush Blueberry,,20.4,,7,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
7-Aug-24,USA,Haines Berry Farm,New Jersey,"39°55'50""N","74°3'83""W",Fruit from plant,Highbush Blueberry,,28.6,,2,0,0,0,0,0,0,0,
7-Aug-24,USA,Haines Berry Farm,New Jersey,"39°55'49""N","74°3'82""W",Fruit from plant,Dangleberry,,40.6,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Haines Berry Farm,New Jersey,"39°55'49""N","74°3'82""W",Fruit from plant,Huckleberry,,11.8,,1,0,0,0,0,0,0,0,
7-Aug-24,USA,Macrie - 206,New Jersey,"39°42'226""N","74°45'634""W",Fruit from plant,Blackberry,,19.7,,7,0,0,0,0,0,0,0,
7-Aug-24,USA,Macrie - 206,New Jersey,"39°42'234""N","74°45'649""W",Fruit from plant,Elderberry,,15.6,,4,2,0,0,0,0,0,0,
