Collection Date,Country/Ocean,Farm,State/Province,Latitude,Longitude,Type of collection (select from the menu),Host plant,N° of subsample (if any),Sample weight (gr),SWD pupae,SWD,L. japonica,G. kimorum,Other parasitoids,Other drosophilid pupae,Other drosophilid,L. japonica,Other parasitoids ,Notes (if any)
26-Sep-24,USA,Macrie - 206,New Jersey,"39°42'222""N","74°45'684""W",Fruit from plant,Cranberry,,25,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Macrie - 207,New Jersey,"39°42'554""N","74°45'153""W",Fruit from plant,Green Briar,,21.5,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Macrie - 208,New Jersey,"39°42'220""N","74°45'642""W",Fruit from plant,Pokeweed ,,32,,4,0,0,0,0,0,0,0,
26-Sep-24,USA,Macrie - 209,New Jersey,"39°47'980""N","74°40'793""W",Fruit from plant,Inkberryberry,,8.9,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'318""N","74°49'022""W",Fruit from plant,Autumn Olive,,25.4,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'330""N","74°48'960""W",Fruit from plant,Autumn Olive,,38.7,,5,0,0,2,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
25-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'336""N","74°48'911""W",Fruit from plant,Pokeweed ,,24.1,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'291""N","74°49'074""W",Fruit from plant,Pokeweed ,,21.7,,6,0,0,0,0,0,0,0,
25-Sep-24,USA,Stoney Creek,New Jersey,"39°37'035""N","74°50'033""W",Fruit from plant,Black Gum,,34.5,,8,0,0,4,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
25-Sep-24,USA,Stoney Creek,New Jersey,"39°36'930""N","74°50'013""W",Fruit from plant,Autumn Olive,,24.1,,1,0,0,0,0,0,0,0,
25-Sep-24,USA,Stoney Creek,New Jersey,"39°37'041""N","74°50'039""W",Fruit from plant,Chokeberryberry,,17.7,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Stoney Creek,New Jersey,"39°37'044""N","74°50'043""W",Fruit from plant,Pokeweed ,,23.9,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°37'951""N","74°44'644""W",Fruit from plant,Pokeweed ,,26.7,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°37'810""N","74°44'805""W",Fruit from plant,Inkberryberry,,16.3,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°37'790""N","74°44'832""W",Fruit from plant,Chokeberryberry,,23.4,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°37'745""N","74°44'891""W",Fruit from plant,Chokeberryberry,,29.7,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'420""N","74°40'622""W",Fruit from plant,Pokeweed ,,30.1,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'438""N","74°40'681""W",Fruit from plant,Pokeweed ,,24.4,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'568""N","74°40'850""W",Fruit from plant,Cranberry,,33.6,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'895""N","74°40'793""W",Fruit from plant,Wintergreen,,5.9,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'560""N","74°40'863""W",Fruit from plant,Green Briar,,21.8,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Home,New Jersey,"39°33'767""N","74°46'992""W",Fruit from plant,Green Briar,,16.2,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Home,New Jersey,"39°33'816""N","74°46'918""W",Fruit from plant,Chokeberryberry,,23.5,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Home,New Jersey,"39°33'818""N","74°46'912""W",Fruit from plant,Chokeberryberry,,21.2,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Home,New Jersey,"39°33'878""N","74°46'852""W",Fruit from plant,Inkberryberry,,12.7,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Mays Landing,New Jersey,"39°28'483""N","74°43'212""W",Fruit from plant,Juniper,,7.8,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Mays Landing,New Jersey,"39°28'465""N","74°43'141""W",Fruit from plant,Sassafras,,11.9,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Mays Landing,New Jersey,"39°28'471""N","74°43'179""W",Fruit from plant,Black Gum,,22.6,,4,0,0,0,0,0,0,0,
25-Sep-24,USA,ABC - Mays Landing,New Jersey,"39°28'482""N","74°43'210""W",Fruit from plant,Inkberryberry,,8.8,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°49'920""N","74°34'952""W",Fruit from plant,Wintergreen,,7.6,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°49'770""N","74°34'742""W",Fruit from plant,Wintergreen,,16.3,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°49'904""N","74°34'893""W",Fruit from plant,Inkberryberry,,3,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Home,New Jersey,"39°46'356""N","74°43'987""W",Fruit from plant,Pokeweed ,,31,,6,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Home,New Jersey,"39°46'357""N","74°43'988""W",Fruit from plant,Carolina Horsenettle,,32.9,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Whalen - Home,New Jersey,"39°46'354""N","74°43'983""W",Fruit from plant,Virginia Creeper,,21.6,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Fred Miller,New Jersey,"39°47'543""N","74°46'886""W",Fruit from plant,Pokeweed ,,24.1,,17,0,0,2,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
26-Sep-24,USA,Fred Miller,New Jersey,"39°47'533""N","74°46'865""W",Fruit from plant,Autumn Olive,,32.9,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Fred Miller,New Jersey,"39°47'540""N","74°46'877""W",Fruit from plant,Nightshade,,22.4,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Fred Miller,New Jersey,"39°47'661""N","74°47'092""W",Fruit from plant,Inkberryberry,,21.6,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Fred Miller,New Jersey,"39°47'621""N","74°47'115""W",Fruit from plant,Chokeberryberry,,25.7,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Moore's Meadows,New Jersey,"39°49'081""N","74°38'294""W",Fruit from plant,Cranberry,,16.1,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Moore's Meadows,New Jersey,"39°49'073""N","74°38'244""W",Fruit from plant,Inkberryberry,,16.9,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Moore's Meadows,New Jersey,"39°49'062""N","74°38'179""W",Fruit from plant,Viburnum nudum,,20,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Moore's Meadows,New Jersey,"39°49'015""N","74°38'281""W",Fruit from plant,Green Briar,,12,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Haines Berry Farm,New Jersey,"39°55'780""N","74°37'934""W",Fruit from plant,Pokeweed ,,21.4,,3,0,0,0,0,0,0,0,
26-Sep-24,USA,Haines Berry Farm,New Jersey,"39°55'792""N","74°37'926""W",Fruit from plant,Pokeweed ,,28.5,,17,1,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
26-Sep-24,USA,Haines Berry Farm,New Jersey,"39°55'795""N","74°38'060""W",Fruit from plant,Green Briar,,27,,0,0,0,0,0,0,0,0,
26-Sep-24,USA,Little Buck,New Jersey,"39°39'614""N","74°45'197""W",Fruit from plant,Autumn Olive,,19.4,,1,0,0,0,0,0,0,0,
26-Sep-24,USA,Little Buck,New Jersey,"39°39'615""N","74°45'201""W",Fruit from plant,Pokeweed ,,35.1,,2,0,0,0,0,0,0,0,
26-Sep-24,USA,Little Buck,New Jersey,"39°39'702""N","74°45'099""W",Fruit from plant,Pokeweed ,,29.2,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Whalen - Home,New Jersey,"39°46'110""N","74°43'504""W",Fruit from plant,Green briar,,19.3,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Haines Berry Farm,New Jersey,"39°92'985""N","74°63'215""W",Fruit from plant,Pokeweed,,35.5,,61,0,0,0,0,0,0,0,
10-Oct-24,USA,Haines Berry Farm,New Jersey,39°92'985'N,"74°63'215""W",Fruit from plant,Pokeweed,,34.4,,38,0,0,0,0,0,0,0,
10-Oct-24,USA,Moore's Meadows,New Jersey,"39°81'771""N","74°63'680""W",Fruit from plant,Wintergreen,,10.7,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Moore's Meadows,New Jersey,"39°81'772""N","74°63'676""W",Fruit from plant,Inkberry,,26,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Moore's Meadows,New Jersey,"39°81'757""N","74°63'622""W",Fruit from plant,Viburnum nudum,,19.7,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Whalen - CW,New Jersey,"39°83'201""N","74°58'235""W",Fruit from plant,Wintergreen,,13.9,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Whalen - CW,New Jersey,"39°83'140""N","74°57'760""W",Fruit from plant,Cranberry,,14.8,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Whalen - CW,New Jersey,"39°83'140""N","74°57'760""W",Fruit from plant,Inkberry,,22.5,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Macrie - 206,New Jersey,"39°70'492""N","74°76'199""W",Fruit from plant,Wintergreen,,9.2,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Macrie - 206,New Jersey,"39°43'343""N","74°18'877""W",Fruit from plant,Inkberry,,19.2,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Macrie - 206,New Jersey,"39°42'557""N","74°45'693""W",Fruit from plant,Inkberry,,22.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Macrie - Home,New Jersey,"39°34'929""N","74°46'421""W",Fruit from plant,Pokeweed,,19.4,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Macrie - Home,New Jersey,"39°34'968""N","74°46'489""W",Fruit from plant,Japanese Honeysuckle,,18.1,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Macrie - Home,New Jersey,"39°34'984""N","74°46'524""W",Fruit from plant,Chokeberry,,24.6,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Macrie - Home,New Jersey,"39°34'901""N","74°46'434""W",Fruit from plant,Cranberry,,29.6,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Fred Miller,New Jersey,"39°19'144""N","74°78'473""W",Fruit from plant,Virginia Creeper,,20.5,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Fred Miller,New Jersey,"39°79'090""N","74°78'495""W",Fruit from plant,Wintergreen,,17.4,,0,0,0,0,0,0,0,0,
10-Oct-24,USA,Fred Miller,New Jersey,"39°79'173""N","74°78'540""W",Fruit from plant,Black Gum,,13.5,,30,0,0,3,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
10-Oct-24,USA,Fred Miller,New Jersey,"39°79'248""N","74°78'792""W",Fruit from plant,Chokeberry,,7.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Little Buck,New Jersey,"39°39'903""N","74°45'024""W",Fruit from plant,Chokeberry,,30.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Little Buck,New Jersey,"39°39'901""N","74°45'014""W",Fruit from plant,Pokeweed,,25.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Little Buck,New Jersey,"39°39'922""N","74°44'990""W",Fruit from plant,Pokeweed,,19.3,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'420""N","74°40'620""W",Fruit from plant,Pokeweed,,34.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'939""N","74°40'857""W",Fruit from plant,Pokeweed,,36.7,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'901""N","74°40'799""W",Fruit from plant,Wintergreen,,19.1,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'824""N","74°44'023""W",Fruit from plant,Pokeweed,,32.7,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'901""N","74°43'802""W",Fruit from plant,Pokeweed,,30.1,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'833""N","74°43'786""W",Fruit from plant,Wintergreen,,15.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Pastore Orchards,New Jersey,"39°40'299""N","74°47'699""W",Fruit from plant,Autumn Olive,,36.7,,1,0,0,0,0,0,0,0,
8-Oct-24,USA,Pastore Orchards,New Jersey,"39°40'335""N","74°47'607""W",Fruit from plant,Virginia Creeper,,12.9,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Pastore Orchards,New Jersey,"39°40'293""N","74°47'753""W",Fruit from plant,Autumn Olive,,30.5,,70,13,0,0,0,0,0,0,
8-Oct-24,USA,Stoney Creek,New Jersey,"39°36'699""N","74°50'159""W",Fruit from plant,Winterberry Holly,,7.7,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Stoney Creek,New Jersey,"39°36'699""N","74°50'159""W",Fruit from plant,Chokeberry,,50.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,Stoney Creek,New Jersey,"39°36'693""N","74°50'185""W",Fruit from plant,Black Gum,,24.5,,40,11,0,0,0,0,0,0,
8-Oct-24,USA,Stoney Creek,New Jersey,"39°36'701""N","74°50'157""W",Fruit from plant,Pokeweed,,23.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Home,New Jersey,"39°33'854""N","74°46'927""W",Fruit from plant,Wintergreen,,23.7,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Home,New Jersey,"39°33'855""N","74°46'985""W",Fruit from plant,Wintergreen,,6,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Home,New Jersey,"39°33'830""N","74°46'980""W",Fruit from plant,Inkberry,,16.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Home,New Jersey,"39°33'046""N","74°47'256""W",Fruit from plant,Pokeweed,,33.8,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°29'251""N","74°44'321""W",Fruit from plant,Partridgeberry,,6.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°29'283""N","74°44'263""W",Fruit from plant,Pokeweed,,35.5,,0,0,0,0,0,0,0,0,
8-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°29'206""N","74°44'337""W",Fruit from plant,Inkberry,,15.8,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'559""N","74°44'281""W",Fruit from plant,Inkberry,,16.2,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'532""N","74°44'232""W",Fruit from plant,Wintergreen,,5.1,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'660""N","74°44'248""W",Fruit from plant,Autumn Olive,,27.9,,1,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Donkey Doo,New Jersey,"39°37'602""N","74°44'314""W",Fruit from plant,Pokeweed,,30.7,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'658""N","74°40'234""W",Fruit from plant,Wintergreen,,9.4,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'565""N","74°40'160""W",Fruit from plant,Chokeberry,,24.7,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'649""N","74°40'224""W",Fruit from plant,Winterberry Holly,,22.5,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Nesco,New Jersey,"39°38'605""N","74°40'228""W",Fruit from plant,Virginia Creeper ,,9.9,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Variety - Nesco,New Jersey,"39°28'599""N","74°40'289""W",Fruit from plant,Black Gum,,17.2,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Pastore Orchards,New Jersey,"39°40'340""N","74°48'943""W",Fruit from plant,Japanese Honeysuckle,,8.4,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Pastore Orchards,New Jersey,"39°40'320""N","74°49'021""W",Fruit from plant,Pokeweed,,36,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Macrie - Home,New Jersey,"39°34'988""N","74°46'527""W",Fruit from plant,Inkberry,,15.8,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Macrie - Home,New Jersey,"39°35'135""N","74°46'748""W",Fruit from plant,Virginia Creeper ,,25.1,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Macrie - Home,New Jersey,"39°35'132""N","74°46'734""W",Fruit from plant,Chokeberry,,27.5,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Macrie - Home,New Jersey,"39°34'988""N","74°46'526""W",Fruit from plant,Chokeberry,,34.8,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°32'293""N","74°50'370""W",Fruit from plant,Green briar,,23.5,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°29'018""N","74°44'294""W",Fruit from plant,Pokeweed,,16.8,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Mays Landing,New Jersey,"39°29'044""N","74°44'366""W",Fruit from plant,Chokeberry,,17.5,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Home,New Jersey,"39°33'419""N","74°46'498""W",Fruit from plant,Inkberry,,20.9,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Home,New Jersey,"39°46'524""N","74°31'729""W",Fruit from plant,Inkberry,,24,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,ABC - Home,New Jersey,"39°33'048""N","74°47'261""W",Fruit from plant,Pokeweed,,32.1,,18,0,0,0,0,0,0,0,
22-Oct-24,USA,Stoney Creek,New Jersey,"39°37'145""N","74°50'504""W",Fruit from plant,Black Gum,,19.8,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Stoney Creek,New Jersey,"39°37'130""N","74°50'339""W",Fruit from plant,Chokeberry,,30.4,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Stoney Creek,New Jersey,"39°37'193""N","74°50'394""W",Fruit from plant,Chokeberry,,13.4,,0,0,0,0,0,0,0,0,
22-Oct-24,USA,Stoney Creek,New Jersey,"39°37'162""N","74°50'230""W",Fruit from plant,Pokeweed,,11.9,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Fred Miller,New Jersey,"39°47'620""N","74°47'116""W",Fruit from plant,Chokeberry,,14.5,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Fred Miller,New Jersey,"39°47'663""N","74°47'086""W",Fruit from plant,Inkberry,,27.4,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Fred Miller,New Jersey,"39°47'646""N","74°47'095""W",Fruit from plant,Wintergreen,,10.9,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Denny Doyle,New Jersey,"39°56'538""N","74°37'071""W",Fruit from plant,Pokeweed,,38.4,,2,0,0,0,0,0,0,0,
24-Oct-24,USA,Denny Doyle,New Jersey,"39°56'492""N","74°37'133""W",Fruit from plant,Winterberry Holly,,16.3,,1,0,0,0,0,0,0,0,
24-Oct-24,USA,Denny Doyle,New Jersey,"39°56'533""N","74°37'089""W",Fruit from plant,Chokeberry,,24.8,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Whalen - Home,New Jersey,"39°46'206""N","74°43'717""W",Fruit from plant,Green briar,,20.4,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Whalen - Chatsworth,New Jersey,"39°49'916""N","74°34'921""W",Fruit from plant,Wintergreen,,10.1,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Whalen - Chatsworth,New Jersey,"39°50'003""N","74°34'716""W",Fruit from plant,Inkberry,,12.9,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Haines Berry Farm,New Jersey,"39°55'942""N","74°37'737""W",Fruit from plant,Green briar,,29.2,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Haines Berry Farm,New Jersey,"39°55'942""N","74°37'737""W",Fruit from plant,Virginia Creeper ,,19.4,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Haines Berry Farm,New Jersey,"39°55'779""N","74°37'928""W",Fruit from plant,Pokeweed,,27.2,,12,0,0,0,0,0,0,0,
24-Oct-24,USA,Macrie - 206,New Jersey,"39°42'260""N","74°45'720""W",Fruit from plant,Inkberry,,17.7,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Macrie - 206,New Jersey,"39°42'223""N","74°45'682""W",Fruit from plant,Cranberry,,19.7,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Macrie - 206,New Jersey,"39°42'227""N","74°45'640""W",Fruit from plant,Pokeweed,,4.9,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Moore's Meadows,New Jersey,"39°49'175""N","74°38'060""W",Fruit from plant,Wintergreen,,5.6,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Moore's Meadows,New Jersey,"39°49'096""N","74°38'300""W",Fruit from plant,Inkberry,,19,,0,0,0,0,0,0,0,0,
24-Oct-24,USA,Moore's Meadows,New Jersey,"39°49'059""N","74°38'177""W",Fruit from plant,Viburnum nudum,,21.5,,0,0,0,0,0,0,0,0,
