Container Number,Container Type,Project,Field ID,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,SCM Seeds,Phorid Larvae Sum,Phorid Pupae Sum,Phorid Seeds,Other Damage,Wireworms,Other Seeds,Checked by Sophie,Order Entered,Notes
24_5111,small deli,T,1_C_Y,4/16/24,corn,10,0,0,0,0,0,0,0,0,0,Y,126,
24_5108,small deli,T,1_L_Y,4/16/24,lima,4,0,0,0,0,0,0,0,0,0,Y,474,
24_5101,small deli,T,1_LC_N,4/16/24,lima and corn,"5 corn, 5 lima",0,0,0,0,0,0,0,0,0,Y,236,
24_6600,small deli,T,1E_BF_C_C,6/3/24,soy,9,0,0,0,0,0,0,3,0,3,Y,1374,"label says corn, contains soy"
24_5692,small deli,T,1E_BF_C_C,5/20/24,corn,10,0,0,0,0,0,0,8,0,8,Y,1682,
24_6450,small deli,T,1E_BF_C_L,6/3/24,lima,10,0,0,0,0,0,0,2,0,2,Y,1330,
24_5763,small deli,T,1E_BF_C_L,5/20/24,lima,7,27,0,3,1,0,0,4,0,4,Y,1667,
24_6478,small deli,T,1E_BF_C_S,6/3/24,soy,10,0,0,0,0,0,0,4,0,4,Y,1241,
24_5790,small deli,T,1E_BF_C_S,5/20/24,soy,10,2,0,0,0,0,0,4,0,4,Y,1732,
24_5700,small deli,T,1E_BF_S_C,5/20/24,corn,10,4,0,0,0,0,0,2,0,2,Y,833,
24_6490,small deli,T,1E_BF_S_C,6/3/24,corn,9,0,0,0,0,0,0,1,0,1,Y,1214,
24_5682,small deli,T,1E_BF_S_L,5/20/24,lima,8,13,0,6,0,0,0,8,0,8,Y,1022,
24_6454,small deli,T,1E_BF_S_L,6/3/24,lima,11,0,0,0,0,0,0,4,0,4,Y,1185,
24_5767,small deli,T,1E_BF_S_S,5/20/24,soy,10,3,0,0,0,0,0,7,0,7,Y,1094,
24_6508,small deli,T,1E_BF_S_S,6/3/24,soy,9,0,0,0,0,0,0,8,0,8,Y,1287,
24_6482,small deli,T,1E_C_C_C,6/3/24,corn,10,0,0,0,0,0,0,10,0,10,Y,1208,
24_5699,small deli,T,1E_C_C_C,5/20/24,corn,10,5,0,0,0,0,0,0,0,0,Y,1754,
24_6532,small deli,T,1E_C_C_L,6/3/24,lima,7,0,0,0,0,0,0,7,0,7,Y,1191,
24_5789,small deli,T,1E_C_C_L,5/20/24,lima,5,40,0,4,0,0,0,5,0,5,Y,1783,
24_6551,small deli,T,1E_C_C_L,6/3/24,lima,9,0,0,0,0,0,0,5,0,5,Y,1229,
24_6602,small deli,T,1E_C_C_S,6/3/24,soy,10,0,1,0,0,0,0,8,0,8,Y,1188,
24_5684,small deli,T,1E_C_C_S,5/20/24,soy,5,35,0,2,0,0,0,4,0,4,Y,1771,
24_6479,small deli,T,1E_C_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1237,
24_5693,small deli,T,1E_C_S_C,5/20/24,corn,8,0,0,0,0,0,0,0,0,0,Y,1656,
24_5687,small deli,T,1E_C_S_L,5/20/24,lima,6,15,0,0,0,0,0,6,0,6,Y,1660,
24_6452,small deli,T,1E_C_S_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1205,
24_5681,small deli,T,1E_C_S_S,5/20/24,soy,8,4,0,0,0,0,0,8,0,8,Y,1662,
24_6448,small deli,T,1E_F_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1246,
24_5695,small deli,T,1E_F_C_C,5/20/24,corn,10,3,1,0,0,0,0,0,0,0,Y,1733,
24_6464,small deli,T,1E_F_C_L,6/3/24,lima,10,0,0,0,0,0,0,3,0,3,Y,1258,
24_5689,small deli,T,1E_F_C_L,5/20/24,lima,7,35,0,4,0,0,0,7,0,7,Y,1774,
24_5765,small deli,T,1E_F_C_S,5/20/24,soy,8,11,1,2,0,0,0,8,0,8,Y,1091,
24_6579,small deli,T,1E_F_C_S,6/3/24,soy,9,0,0,0,0,0,0,5,0,5,Y,1361,
24_5683,small deli,T,1E_F_S_C,5/20/24,corn,9,2,1,0,0,0,0,0,0,0,Y,1037,
24_6563,small deli,T,1E_F_S_C,6/3/24,corn,10,0,0,0,0,0,0,2,0,2,Y,1343,
24_6455,small deli,T,1E_F_S_L,6/3/24,lima,10,0,0,0,0,0,0,3,0,3,Y,1256,
24_5764,small deli,T,1E_F_S_L,5/20/24,lima,5,24,0,4,0,0,0,1,0,1,Y,1668,
24_5685,small deli,T,1E_F_S_S,5/20/24,soy,7,0,0,0,0,0,0,7,0,7,Y,852,
24_6496,small deli,T,1E_F_S_S,6/3/24,soy,10,0,0,0,0,0,0,3,0,3,Y,1289,
24_6748,small deli,T,1E_LF_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1294,
24_5696,small deli,T,1E_LF_C_C,5/20/24,corn,10,5,0,3,0,0,0,0,0,0,Y,1659,
24_5701,small deli,T,1E_LF_C_L,5/20/24,lima,6,20,1,4,0,0,0,6,0,6,Y,1023,
24_6534,small deli,T,1E_LF_C_L,6/3/24,lima,9,0,0,0,0,0,0,3,0,3,Y,1298,
24_6562,small deli,T,1E_LF_C_S,6/3/24,soy,10,0,0,0,0,0,0,9,0,9,Y,1318,
24_5791,small deli,T,1E_LF_C_S,5/20/24,soy,8,3,0,0,0,0,0,8,0,8,Y,1712,
24_5813,small deli,T,1E_LF_S_C,5/20/24,corn,10,24,1,3,0,0,0,0,0,0,Y,834,"""Other Seeds"" was left blank, presumably it was 0"
24_6497,small deli,T,1E_LF_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1872,
24_5794,small deli,T,1E_LF_S_L,5/20/24,lima,7,22,3,7,0,0,0,0,0,0,Y,1041,
24_6510,small deli,T,1E_LF_S_L,6/3/24,lima,9,0,0,0,0,0,0,7,0,7,Y,1311,
24_6582,small deli,T,1E_LF_S_S,6/3/24,soy,8,0,0,0,0,0,0,1,0,1,Y,1303,
24_5796,small deli,T,1E_LF_S_S,5/20/24,soy,5,9,4,0,0,0,0,4,0,4,Y,1684,
24_5865,small deli,T,1W_BF_C_C,5/20/24,corn,10,0,0,0,0,0,0,1,0,1,Y,759,
24_6398,small deli,T,1W_BF_C_C,6/3/24,corn,8,0,0,0,0,0,0,0,0,0,Y,1877,
24_6437,small deli,T,1W_BF_C_L,6/3/24,lima,10,0,0,0,0,0,0,1,0,1,Y,1165,
24_5871,small deli,T,1W_BF_C_L,5/20/24,lima,10,3,0,0,0,0,0,9,1,9,Y,1777,
24_5895,small deli,T,1W_BF_C_S,5/20/24,soy,10,0,1,0,0,0,0,10,0,10,Y,725,
24_6420,small deli,T,1W_BF_C_S,6/3/24,lima,9,0,0,0,0,0,0,9,0,9,Y,883,
24_6428,small deli,T,1W_BF_S_C,6/3/24,corn,7,0,0,0,0,0,0,0,0,0,Y,1122,
24_5862,small deli,T,1W_BF_S_C,5/20/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1708,
24_5838,small deli,T,1W_BF_S_L,5/20/24,lima,7,0,0,0,0,0,0,6,1,6,Y,1717,
24_6441,small deli,T,1W_BF_S_L,6/3/24,lima,10,0,0,0,0,0,0,1,0,1,Y,1876,
24_5828,small deli,T,1W_BF_S_S,5/20/24,soy,9,0,2,0,0,0,0,8,0,8,Y,1072,
24_6440,small deli,T,1W_BF_S_S,6/3/24,soy,1,0,0,0,0,0,0,1,0,1,Y,1220,
24_6431,small deli,T,1W_C_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1164,
24_5857,small deli,T,1W_C_C_C,5/20/24,corn,8,0,0,0,0,0,0,6,0,6,Y,1720,
24_5855,small deli,T,1W_C_C_L,5/20/24,lima,9,3,1,1,0,0,0,9,0,9,Y,723,
24_6411,small deli,T,1W_C_C_L,6/3/24,lima,11,0,0,0,0,0,0,11,0,11,Y,886,
24_6399,small deli,T,1W_C_C_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1120,
24_5891,small deli,T,1W_C_C_S,5/20/24,soy,10,0,0,0,0,0,0,7,0,7,Y,1803,
24_6434,small deli,T,1W_C_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1158,
24_5854,small deli,T,1W_C_S_C,5/20/24,corn,10,0,0,0,0,0,0,4,0,4,Y,1703,
24_6430,small deli,T,1W_C_S_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1141,
24_5826,small deli,T,1W_C_S_L,5/20/24,lima,9,0,4,0,0,0,0,8,0,8,Y,1757,
24_6419,small deli,T,1W_C_S_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,976,
24_5875,small deli,T,1W_C_S_S,5/20/24,soy,10,0,1,0,0,0,0,10,0,10,Y,1068,
24_6405,small deli,T,1W_F_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1170,
24_5860,small deli,T,1W_F_C_C,5/20/24,corn,10,1,0,0,0,0,0,0,0,0,Y,1704,
24_6414,small deli,T,1W_F_C_L,6/3/24,lima,8,0,0,0,0,0,0,8,0,8,Y,1149,
24_5830,small deli,T,1W_F_C_L,5/20/24,lima,7,9,2,0,0,0,0,6,0,6,Y,1762,
24_6439,small deli,T,1W_F_C_S,6/3/24,soy,5,0,0,0,0,0,0,5,0,5,Y,1219,
24_5868,small deli,T,1W_F_C_S,5/20/24,soy,10,1,0,0,0,0,0,9,0,9,Y,1700,
24_5868,small deli,T,1W_F_C_S,5/20/24,soy,6,3,4,0,0,0,0,6,0,6,Y,1727,
24_5801,small deli,T,1W_F_S_C,5/20/24,corn,9,2,0,1,0,0,0,9,0,9,Y,1010,
24_6418,small deli,T,1W_F_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1126,
24_6424,small deli,T,1W_F_S_L,6/3/24,lima,9,0,0,0,0,0,0,9,0,9,Y,1121,
24_5831,small deli,T,1W_F_S_L,5/20/24,lima,10,1,0,0,0,0,0,7,0,7,Y,1693,
24_6443,small deli,T,1W_F_S_S,6/3/24,soy,9,0,0,0,0,0,0,3,0,3,Y,1223,
24_5896,small deli,T,1W_F_S_S,5/20/24,soy,9,0,0,0,0,0,0,9,0,9,Y,1587,
24_6429,small deli,T,1W_LF_C_C,6/3/24,corn,1,0,0,0,0,0,0,0,0,0,Y,1176,
24_5827,small deli,T,1W_LF_C_C,5/20/24,corn,10,1,0,0,0,0,0,4,0,4,Y,1715,
24_6435,small deli,T,1W_LF_C_L,6/3/24,lima,10,0,0,0,0,0,0,1,0,1,Y,1152,
24_5858,small deli,T,1W_LF_C_L,5/20/24,lima,7,3,1,0,0,0,0,1,0,1,Y,1775,
24_6409,small deli,T,1W_LF_C_S,6/3/24,soy,6,0,0,0,0,0,0,2,0,2,Y,1113,
24_5840,small deli,T,1W_LF_C_S,5/20/24,soy,9,0,2,0,0,0,0,6,0,6,Y,1764,
24_5852,small deli,T,1W_LF_S_C,5/20/24,corn,10,0,1,0,0,0,0,0,0,0,Y,760,
24_6287,small deli,T,1W_LF_S_C,6/3/24,lima,11,0,0,0,0,0,0,7,0,7,Y,1008,
24_6436,small deli,T,1W_LF_S_C,6/3/24,corn,0,0,0,0,0,0,0,0,0,0,Y,1218,cup empty
24_5869,small deli,T,1W_LF_S_L,5/20/24,lima,8,5,10,0,0,0,0,8,0,8,Y,850,
24_5872,small deli,T,1W_LF_S_S,5/20/24,soy,10,5,4,0,0,0,0,10,0,10,Y,1071,
24_6376,small deli,T,1W_LF_S_S,6/3/24,soy,10,0,0,0,0,0,0,3,0,3,Y,1879,
24_5099,small deli,T,2_C_N,4/16/24,corn,10,0,0,0,0,0,0,0,0,0,Y,174,
24_5115,small deli,T,2_C_Y,4/16/24,corn,11,0,0,0,0,0,0,0,0,0,Y,83,
24_5100,small deli,T,2_L_N,4/16/24,lima,10,0,0,0,27,7,5,1,0,1,Y,179,
24_5110,small deli,T,2_L_Y,4/16/24,lima,10,0,0,0,0,0,0,0,0,0,Y,235,
24_6749,small deli,T,2E_BF_C_C,6/3/24,corn,5,0,0,0,0,0,0,0,0,0,Y,1292,"plants only, no seeds"
24_5697,small deli,T,2E_BF_C_C,5/20/24,corn,10,5,0,0,0,0,0,0,0,0,Y,1737,
24_5799,small deli,T,2E_BF_C_L,5/20/24,lima,8,6,5,4,0,0,0,4,0,4,Y,1080,
24_6536,small deli,T,2E_BF_C_L,6/3/24,lima,10,0,0,0,0,0,0,6,0,6,Y,1314,
24_6477,small deli,T,2E_BF_C_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1326,
24_5688,small deli,T,2E_BF_C_S,5/20/24,soy,8,0,7,1,0,0,0,6,0,6,Y,1044,
24_6570,small deli,T,2E_BF_C_S,6/3/24,soy,9,0,0,0,0,0,0,9,0,9,Y,1395,
24_6485,small deli,T,2E_BF_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,1,0,Y,1337,
24_5795,small deli,T,2E_BF_S_C,5/20/24,corn,10,0,1,0,0,0,0,8,0,8,Y,1675,
24_6591,small deli,T,2E_BF_S_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1230,
24_5786,small deli,T,2E_BF_S_L,5/20/24,lima,5,0,0,0,0,0,0,5,0,5,Y,1670,
24_5817,small deli,T,2E_BF_S_S,5/20/24,soy,10,8,0,3,0,0,0,6,0,6,Y,840,
24_6451,small deli,T,2E_BF_S_S,6/3/24,soy,10,0,0,0,0,0,0,3,0,3,Y,1186,
24_5798,small deli,T,2E_C_C_C,5/20/24,corn,10,23,1,5,0,0,0,6,0,6,Y,1024,
24_6537,small deli,T,2E_C_C_C,6/3/24,corn,10,0,0,0,0,0,0,4,2,4,Y,1302,
24_5782,small deli,T,2E_C_C_L,5/20/24,lima,10,8,1,1,1,0,0,9,0,9,Y,1018,
24_6539,small deli,T,2E_C_C_L,6/3/24,lima,9,0,0,0,0,0,0,7,0,7,Y,1307,
24_6588,small deli,T,2E_C_C_S,6/3/24,soy,8,0,0,0,0,0,0,6,0,6,Y,1320,
24_5686,small deli,T,2E_C_C_S,5/20/24,soy,4,4,1,0,0,0,0,3,0,3,Y,1683,
24_6476,small deli,T,2E_C_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1248,
24_5788,small deli,T,2E_C_S_C,5/20/24,corn,10,2,0,0,0,0,0,10,0,10,Y,1681,
24_6547,small deli,T,2E_C_S_L,6/3/24,lima,10,0,0,0,0,0,0,5,0,5,Y,1286,
24_5698,small deli,T,2E_C_S_L,5/20/24,lima,9,6,1,1,0,0,0,3,0,3,Y,1738,
24_6511,small deli,T,2E_C_S_S,6/3/24,soy,9,0,0,0,0,0,0,8,0,8,Y,1253,
24_5761,small deli,T,2E_C_S_S,5/20/24,soy,10,6,0,1,0,0,0,10,0,10,Y,1801,
24_5810,small deli,T,2E_F_C_C,5/20/24,corn,9,28,0,5,0,0,0,9,0,9,Y,1013,
24_6590,small deli,T,2E_F_C_C,6/3/24,corn,8,0,0,0,0,0,0,8,0,8,Y,1373,
24_6569,small deli,T,2E_F_C_C,6/3/24,corn,6,0,1,0,0,0,0,0,0,0,Y,1894,
24_5793,small deli,T,2E_F_C_L,5/20/24,lima,8,11,0,0,0,0,0,8,0,8,Y,1713,
24_6468,small deli,T,2E_F_C_S,6/3/24,soy,10,0,0,0,0,0,0,6,0,6,Y,1251,
24_5823,small deli,T,2E_F_C_S,5/20/24,soy,8,6,0,2,0,0,0,8,0,8,Y,1795,
24_5821,small deli,T,2E_F_S_C,5/20/24,corn,10,3,1,1,0,0,0,9,0,9,Y,1012,
24_6572,small deli,T,2E_F_S_C,6/3/24,corn,9,0,0,0,0,0,0,0,0,0,Y,1136,
24_5824,small deli,T,2E_F_S_L,5/20/24,lima,10,6,1,3,0,0,0,6,0,6,Y,844,
24_6567,small deli,T,2E_F_S_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1194,
24_6531,small deli,T,2E_F_S_S,6/3/24,soy,8,0,0,0,0,0,0,3,0,3,Y,1290,
24_5784,small deli,T,2E_F_S_S,5/20/24,soy,9,3,0,1,0,0,0,8,0,8,Y,1721,
24_6507,small deli,T,2E_LF_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1313,
24_5691,small deli,T,2E_LF_C_C,5/20/24,corn,9,1,0,0,0,0,0,5,0,5,Y,1663,
24_5762,small deli,T,2E_LF_C_L,5/20/24,lima,5,8,2,1,0,0,0,0,0,0,Y,1038,
24_6459,small deli,T,2E_LF_C_L,6/3/24,lima,9,0,0,0,0,0,0,9,0,9,Y,1232,
24_6553,small deli,T,2E_LF_C_S,6/3/24,soy,7,0,0,0,0,0,0,4,0,4,Y,1335,
24_5694,small deli,T,2E_LF_C_S,5/20/24,soy,6,4,0,2,0,0,0,6,0,6,Y,1748,
24_5800,small deli,T,2E_LF_S_C,5/20/24,corn,10,2,0,0,0,0,0,9,0,9,Y,1016,
24_6474,small deli,T,2E_LF_S_C,6/3/24,corn,10,0,0,0,0,0,0,2,0,2,Y,1328,
24_6460,small deli,T,2E_LF_S_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1234,
24_5690,small deli,T,2E_LF_S_L,5/20/24,lima,10,1,0,1,0,0,0,5,0,5,Y,1747,
24_5766,small deli,T,2E_LF_S_S,5/20/24,soy,8,5,3,1,0,0,0,8,0,8,Y,1019,
24_6566,small deli,T,2E_LF_S_S,6/3/24,lima,11,0,0,0,0,0,0,7,0,7,Y,1333,
24_5889,small deli,T,2W_BF_C_C,5/20/24,corn,10,0,0,0,0,0,0,0,0,0,Y,755,
24_6356,small deli,T,2W_BF_C_C,6/3/24,corn,2,0,0,0,0,0,0,0,0,0,Y,1142,
24_6407,small deli,T,2W_BF_C_L,6/3/24,lima,10,0,0,0,0,0,0,1,0,1,Y,1151,
24_5892,small deli,T,2W_BF_C_L,5/20/24,lima,3,0,0,0,0,0,0,3,0,3,Y,1805,
24_6427,small deli,T,2W_BF_C_S,6/3/24,soy,7,0,0,0,0,0,0,4,0,4,Y,1227,
24_5841,small deli,T,2W_BF_C_S,5/20/24,soy,10,0,2,0,0,0,0,10,0,10,Y,1702,
24_6422,small deli,T,2W_BF_S_C,6/3/24,corn,8,0,0,0,0,0,0,0,0,0,Y,1124,
24_5829,small deli,T,2W_BF_S_C,5/20/24,corn,10,1,1,0,0,0,0,0,0,0,Y,1701,
24_5885,small deli,T,2W_BF_S_C,5/20/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1710,
24_6417,small deli,T,2W_BF_S_L,6/3/24,lima,11,0,0,0,0,0,0,6,0,6,Y,1169,
24_6438,small deli,T,2W_BF_S_S,6/3/24,soy,6,0,0,0,0,0,0,3,0,3,Y,1116,
24_5890,small deli,T,2W_BF_S_S,5/20/24,soy,10,0,1,0,0,0,0,9,0,9,Y,1697,
24_6401,small deli,T,2W_C_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1157,
24_5847,small deli,T,2W_C_C_L,5/20/24,lima,3,7,2,1,0,0,0,3,0,3,Y,724,
24_6432,small deli,T,2W_C_C_L,6/3/24,lima,10,0,0,0,0,0,0,6,0,6,Y,1161,
24_6423,small deli,T,2W_C_C_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1159,
24_5851,small deli,T,2W_C_C_S,5/20/24,soy,7,0,0,0,0,0,0,6,0,6,Y,1760,
24_6442,small deli,T,2W_C_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1221,
24_5835,small deli,T,2W_C_S_C,5/20/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1709,
24_6412,small deli,T,2W_C_S_L,6/3/24,lima,10,0,0,0,0,0,0,3,1,3,Y,1179,
24_5837,small deli,T,2W_C_S_L,5/20/24,lima,10,9,7,1,0,0,0,5,0,5,Y,1758,
24_6400,small deli,T,2W_C_S_S,6/3/24,soy,7,0,0,0,0,0,0,5,0,5,Y,980,
24_5870,small deli,T,2W_C_S_S,5/20/24,soy,10,2,0,1,0,0,0,10,0,10,Y,1785,
24_6380,small deli,T,2W_F_C_C,6/3/24,corn,5,0,0,0,0,0,0,0,0,0,Y,1147,
24_5863,small deli,T,2W_F_C_C,5/20/24,corn,9,1,2,0,0,0,0,9,0,9,Y,1718,
24_6389,small deli,T,2W_F_C_L,6/3/24,lima,10,0,0,0,0,0,0,4,0,4,Y,1178,
24_5861,small deli,T,2W_F_C_L,5/20/24,lima,4,7,6,2,0,0,0,2,0,2,Y,1756,
24_6362,small deli,T,2W_F_C_S,6/3/24,soy,10,0,0,0,0,0,0,9,0,9,Y,956,
24_5859,small deli,T,2W_F_C_S,5/20/24,soy,6,21,7,0,0,0,0,6,0,6,Y,1728,
24_6386,small deli,T,2W_F_S_C,6/3/24,corn,6,0,0,0,0,0,0,1,0,1,Y,981,
24_5843,small deli,T,2W_F_S_C,5/20/24,corn,10,2,0,2,0,0,0,0,0,0,Y,1692,
24_6382,small deli,T,2W_F_S_L,6/3/24,lima,12,0,0,0,0,0,0,4,0,4,Y,1175,
24_5888,small deli,T,2W_F_S_L,5/20/24,lima,9,10,11,4,0,0,0,9,1,9,Y,1590,
24_6345,small deli,T,2W_F_S_S,6/3/24,lima,7,0,0,0,0,0,0,7,0,7,Y,863,
24_5836,small deli,T,2W_F_S_S,5/20/24,soy,9,0,2,0,0,0,0,6,0,6,Y,1761,
24_5873,small deli,T,2W_LF_C_C,5/20/24,corn,10,4,7,1,0,0,0,5,0,5,Y,1069,
24_6444,small deli,T,2W_LF_C_C,6/3/24,corn,5,0,0,0,0,0,0,0,0,0,Y,1222,
24_6366,small deli,T,2W_LF_C_L,6/3/24,lima,10,0,0,0,0,0,0,2,0,2,Y,1166,
24_5835,small deli,T,2W_LF_C_L,5/20/24,lima,5,6,12,3,0,0,0,5,0,5,Y,1766,
24_6350,small deli,T,2W_LF_C_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1148,
24_5867,small deli,T,2W_LF_C_S,5/20/24,soy,5,0,4,0,0,0,0,5,0,5,Y,1724,
24_6379,small deli,T,2W_LF_S_C,6/3/24,corn,10,0,0,0,0,0,0,5,0,5,Y,1225,
24_5874,small deli,T,2W_LF_S_C,5/20/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1706,
24_6446,small deli,T,2W_LF_S_L,6/3/24,lima,0,0,0,0,0,0,0,0,0,0,Y,1172,cup empty
24_5897,small deli,T,2W_LF_S_L,5/20/24,lima,10,1,4,1,0,5,0,9,0,9,Y,1726,
24_6397,small deli,T,2W_LF_S_S,6/3/24,corn,10,0,0,0,0,0,0,0,1,0,Y,1154,
24_5848,small deli,T,2W_LF_S_S,5/20/24,soy,9,0,6,0,0,0,0,9,0,9,Y,1716,
24_5102,small deli,T,3_C_N,4/16/24,corn,10,0,0,0,0,0,0,0,0,0,Y,234,
24_5116,small deli,T,3_C_Y,4/16/24,corn,8,0,0,0,0,0,0,0,0,0,Y,82,
24_5104,small deli,T,3_L_N,4/16/24,lima,10,0,0,0,3,0,0,0,0,0,Y,74,
24_5112,small deli,T,3_L_Y,4/16/24,lima,11,0,0,0,0,0,0,0,0,0,Y,193,
24_6530,small deli,T,3E_BF_C_C,6/3/24,corn,9,0,0,0,0,0,0,0,0,0,Y,1196,
24_5815,small deli,T,3E_BF_C_C,5/20/24,corn,10,3,2,0,0,0,0,0,0,0,Y,1734,
24_5818,small deli,T,3E_BF_C_L,5/20/24,lima,7,19,1,5,3,0,1,1,0,1,Y,1791,
24_5709,small deli,T,3E_BF_C_S,5/20/24,soy,10,7,0,2,0,0,0,9,0,9,Y,846,
24_6457,small deli,T,3E_BF_C_S,6/3/24,soy,9,0,0,0,0,0,0,9,0,9,Y,1137,
24_5809,small deli,T,3E_BF_S_C,5/20/24,corn,10,3,0,0,0,0,0,2,0,2,Y,1749,
24_6604,small deli,T,3E_BF_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1866,
24_5820,small deli,T,3E_BF_S_L,5/20/24,lima,10,20,5,6,1,7,4,10,0,10,Y,851,
24_6576,small deli,T,3E_BF_S_L,6/3/24,lima,9,0,0,0,0,0,0,9,0,9,Y,1192,
24_5822,small deli,T,3E_BF_S_S,5/20/24,soy,10,4,3,0,0,0,0,7,0,7,Y,839,
24_6561,small deli,T,3E_BF_S_S,6/3/24,soy,7,0,0,0,0,0,0,7,0,7,Y,1197,
24_6639,small deli,T,3E_C_C_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1360,
24_5902,small deli,T,3E_C_C_C,5/20/24,corn,9,4,3,2,0,0,0,4,0,4,Y,1770,
24_5916,small deli,T,3E_C_C_L,5/20/24,lima,8,10,7,4,1,0,0,8,0,8,Y,736,
24_6629,small deli,T,3E_C_C_L,6/3/24,lima,10,0,0,0,0,0,0,3,0,3,Y,1355,
24_5903,small deli,T,3E_C_C_S,5/20/24,soy,7,1,4,0,0,0,0,0,0,0,Y,694,
24_6640,small deli,T,3E_C_C_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1189,
24_5920,small deli,T,3E_C_S_C,5/20/24,corn,10,3,0,2,0,0,0,1,0,1,Y,767,
24_6522,small deli,T,3E_C_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1871,
24_5898,small deli,T,3E_C_S_L,5/20/24,lima,8,12,3,1,0,0,0,1,0,1,Y,677,"Anna left Other Damage blank, but I assume it should probably match Other Seeds?"
24_6556,small deli,T,3E_C_S_L,6/3/24,lima,10,0,0,0,0,0,0,4,0,4,Y,1299,
24_5907,small deli,T,3E_C_S_S,5/20/24,soy,10,1,0,0,0,0,0,0,0,0,Y,691,
24_6560,small deli,T,3E_C_S_S,6/3/24,soy,10,0,0,0,0,0,0,10,0,10,Y,1203,
24_6597,small deli,T,3E_F_C_C,6/3/24,corn,10,0,0,0,0,0,0,1,0,1,Y,1242,
24_5825,small deli,T,3E_F_C_C,5/20/24,corn,10,4,0,1,0,0,0,0,0,0,Y,1731,
24_5819,small deli,T,3E_F_C_L,5/20/24,lima,9,12,2,2,4,3,2,2,0,2,Y,838,
24_6533,small deli,T,3E_F_C_L,6/3/24,lima,10,0,0,0,0,0,0,10,0,10,Y,1319,
24_6494,small deli,T,3E_F_C_S,6/3/24,soy,10,0,0,0,0,0,0,8,0,8,Y,1325,
24_5781,small deli,T,3E_F_C_S,5/20/24,soy,7,18,0,4,0,0,0,7,0,7,Y,1722,
24_6498,small deli,T,3E_F_S_C,6/3/24,corn,10,0,0,0,0,0,0,0,0,0,Y,1211,
24_5797,small deli,T,3E_F_S_C,5/20/24,corn,10,6,0,1,0,0,0,10,0,10,Y,1679,
24_5811,small deli,T,3E_F_S_L,5/20/24,lima,10,11,0,3,0,0,0,9,0,9,Y,855,
24_6480,small deli,T,3E_F_S_L,6/3/24,lima,9,0,0,0,0,0,0,9,0,9,Y,1217,
24_5812,small deli,T,3E_F_S_S,5/20/24,soy,8,0,0,0,0,0,0,7,0,7,Y,835,
24_6492,small deli,T,3E_F_S_S,6/3/24,soy,10,0,0,0,0,0,0,3,0,3,Y,1239,
24_5814,small deli,T,3E_LF_C_C,5/20/24,corn,10,13,0,2,0,0,0,10,0,10,Y,1011,
24_6571,small deli,T,3E_LF_C_C,6/3/24,corn,9,0,0,0,0,0,0,0,0,0,Y,1863,
24_6488,small deli,T,3E_LF_C_L,6/3/24,lima,10,0,0,0,0,0,0,6,0,6,Y,1338,
24_5808,small deli,T,3E_LF_C_L,5/20/24,lima,6,13,3,3,1,0,0,3,0,3,Y,1793,
24_5816,small deli,T,3E_LF_C_S,5/20/24,soy,10,5,0,2,0,0,0,4,0,4,Y,836,
24_6489,small deli,T,3E_LF_C_S,6/3/24,soy,9,0,0,0,0,0,0,9,0,9,Y,1321,
