latitude,longitude
43.308,-81.197
42.01,-85.398
43.11,-81.025
45.567,-76.919
43.076,-82.082
45.625,-86.651
46.676,-71.688
45.523,-74.632
43.036,-81.569
43.544,-81.132
45.566,-74.216
45.769,-73.851
45.564,-74.287
45.581,-73.953
45.826,-74.022
45.542,-74.159
43.579,-81.103
44.726,-75.608
45.602,-74.306
42.881,-82.19
45.567,-76.918
41.827,-85.31
43.271,-81.473
45.374,-63.334
44.39,-76.25
44.407,-76.054
41.954,-85.335
46.037,-61.427
42.907,-81.723
42.904,-80.805
45.899,-73.599
45.896,-73.659
44.119,-81.629
45.388,-63.462
42.668,-81.507
42.63,-82.0
45.83,-63.611
42.867,-81.189
45.387,-63.461
42.258,-82.653
45.373,-63.332
44.921,-65.182
42.853,-81.301
42.451,-81.889
45.338,-63.453
45.073,-63.425
45.089,-64.613
45.074,-64.747
46.035,-61.391
46.184,-60.311
46.355,-72.538
43.052,-81.5
43.129,-81.534
43.058,-81.444
44.284,-78.616
43.077,-81.595
43.084,-81.657
46.97,-71.019
45.565,-75.359
46.249,-72.969
46.543,-75.517
45.436,-72.869
48.072,-65.573
42.432,-82.022
40.77,-84.143
41.94,-80.721
41.572,-84.143
40.759,-81.953
46.495,-72.251
46.232,-72.47
45.115,-71.806
45.243,-71.829
45.243,-71.827
46.556,-72.113
46.684,-71.676
45.444,-72.807
45.902,-71.647
45.881,-77.144
46.78,-75.336
47.636,-79.464
46.697,-71.59
46.213,-72.571
46.203,-72.573
46.222,-72.619
47.914,-69.434
46.499,-71.137
46.027,-72.482
46.569,-71.834
46.058,-72.702
47.58,-69.784
45.86,-72.897
45.583,-73.237
46.615,-72.294
46.069,-72.204
46.012,-73.35
46.064,-72.096
45.603,-76.491
45.024,-72.081
45.246,-72.993
45.429,-72.004
45.059,-75.338
44.929,-65.151
44.768,-65.435
42.853,-81.55
45.279,-71.714
45.413,-71.627
45.605,-74.191
42.849,-81.626
45.137,-74.359
45.73,-72.923
45.947,-71.996
45.65,-73.019
46.587,-71.211
45.742,-70.694
45.738,-72.619
45.493,-72.314
42.582,-81.863
42.492,-81.908
45.124,-71.124
43.229,-81.585
42.032,-82.897
43.031,-81.206
45.126,-73.992
46.171,-71.867
45.102,-73.762
45.247,-73.915
45.215,-73.994
46.077,-72.8
42.85,-81.16
42.849,-81.157
43.516,-84.769
43.684,-84.942
42.69,-84.493
42.401,-85.373
43.528,-84.706
45.647,-72.564
42.877,-81.086
48.402,-71.007
45.894,-73.456
45.648,-73.645
48.431,-71.853
46.749,-71.592
45.465,-74.081
46.07,-72.807
45.258,-74.333
46.095,-73.349
45.605,-73.248
46.664,-71.573
47.913,-69.435
46.849,-71.137
45.948,-73.57
45.743,-73.958
45.264,-73.616
46.714,-70.882
45.254,-74.102
40.583,-84.356
40.58,-84.358
42.874,-81.111
41.166,-81.255
42.499,-81.8
45.663,-72.138
45.41,-73.002
45.688,-73.183
45.934,-72.423
45.527,-73.008
45.393,-73.095
45.881,-72.674
45.965,-72.68
45.247,-74.116
46.695,-71.066
42.504,-82.143
42.485,-82.06
42.552,-82.244
42.559,-82.163
42.576,-82.079
42.61,-81.946
42.624,-81.901
42.492,-81.884
42.485,-82.006
42.443,-82.05
42.706,-81.891
42.722,-81.831
42.72,-81.218
42.02,-85.181
45.561,-72.405
41.926,-85.578
41.952,-85.306
42.05,-85.609
43.428,-83.142
43.055,-81.114
45.661,-72.34
42.029,-85.143
43.078,-83.5
42.685,-81.125
43.06,-83.023
41.843,-85.431
41.919,-85.455
45.064,-73.299
45.085,-73.412
45.411,-73.002
45.353,-74.223
45.565,-72.853
45.391,-73.108
45.615,-72.426
45.651,-72.759
45.293,-74.39
45.219,-73.737
45.129,-73.324
43.802,-83.225
42.662,-81.058
43.274,-82.749
42.732,-81.039
45.118,-74.086
45.137,-73.192
43.326,-84.952
43.327,-84.951
42.834,-81.923
42.499,-81.84
42.421,-81.894
42.456,-81.735
42.692,-84.486
42.411,-81.861
42.93,-81.942
42.471,-81.818
43.328,-81.224
43.821,-81.275
43.832,-81.302
43.171,-81.125
42.233,-82.433
42.204,-82.411
42.224,-82.381
42.213,-82.324
42.303,-82.414
42.173,-82.267
42.305,-82.556
43.713,-81.169
43.543,-81.652
42.696,-81.768
41.307,-80.721
42.988,-82.186
42.523,-81.775
42.626,-81.733
42.475,-81.702
42.418,-81.81
42.856,-81.172
43.136,-80.845
43.142,-80.84
42.461,-81.806
43.33,-80.829
43.332,-80.829
42.795,-80.759
44.167,-80.428
42.856,-80.596
44.619,-80.765
43.885,-80.543
42.945,-79.592
42.957,-79.46
42.289,-82.319
42.256,-82.514
42.486,-81.795
42.275,-84.879
42.757,-80.693
43.877,-80.617
42.751,-81.027
42.824,-81.056
42.798,-81.106
42.846,-81.299
42.737,-81.442
42.703,-81.612
42.661,-81.619
42.433,-81.755
42.762,-81.247
42.66,-81.355
42.709,-81.275
42.675,-81.16
42.708,-81.0
42.67,-80.926
42.711,-80.876
43.916,-81.289
42.297,-82.399
43.669,-83.468
42.437,-81.747
43.218,-81.162
42.705,-81.695
42.531,-81.882
43.054,-80.804
42.675,-80.967
43.374,-80.395
43.057,-81.365
43.143,-81.507
43.134,-81.488
43.061,-81.643
43.113,-81.464
43.25,-81.65
43.141,-81.727
43.145,-85.453
42.958,-81.572
43.144,-81.396
43.317,-81.245
43.158,-81.287
43.512,-81.514
43.645,-84.028
43.73,-82.743
43.525,-82.795
43.198,-81.279
43.264,-81.201
43.217,-81.403
43.484,-81.485
42.371,-82.3
42.422,-82.282
42.45,-82.268
42.482,-82.405
42.441,-82.356
42.407,-82.404
42.343,-82.376
42.33,-82.239
43.743,-81.255
43.998,-81.293
42.526,-81.944
42.542,-82.046
42.596,-81.943
42.582,-82.029
42.517,-81.898
42.398,-82.021
43.054,-81.775
42.982,-81.812
44.173,-79.306
44.163,-79.315
43.083,-80.406
43.079,-80.415
43.046,-80.467
43.183,-80.465
43.003,-81.075
42.994,-80.646
43.095,-80.051
43.968,-77.169
43.072,-80.96
43.095,-81.135
42.917,-80.257
43.002,-80.383
43.399,-84.529
43.351,-85.109
43.533,-85.255
43.97,-77.217
43.03,-80.611
43.3,-80.669
43.3,-81.043
43.269,-80.59
43.138,-80.874
41.836,-85.321
43.152,-81.035
43.333,-80.708
42.981,-80.833
43.435,-80.643
41.825,-85.321
43.078,-80.794
43.491,-81.495
42.696,-81.628
42.775,-81.81
43.179,-80.52
42.343,-82.22
44.43,-76.905
44.147,-76.899
44.044,-80.301
44.205,-76.84
43.075,-82.079
42.444,-82.207
42.825,-81.226
43.267,-80.675
44.442,-76.829
43.595,-80.518
43.73,-80.81
42.368,-82.193
42.391,-81.819
42.681,-84.419
44.274,-80.293
43.503,-81.257
42.455,-81.923
42.488,-82.193
43.633,-80.364
42.957,-82.187
42.961,-81.949
45.127,-75.136
42.187,-82.513
42.35,-81.909
44.227,-80.396
44.225,-76.782
43.953,-80.513
43.367,-81.14
43.546,-81.13
43.451,-81.017
43.453,-81.111
42.981,-81.972
42.206,-82.554
43.559,-81.121
44.416,-76.529
43.827,-81.155
44.237,-76.895
44.204,-76.91
42.093,-82.504
42.457,-82.239
43.909,-81.236
42.404,-82.076
42.305,-82.311
44.395,-76.866
44.398,-76.596
44.287,-76.791
42.505,-81.706
42.5,-81.66
42.683,-81.698
42.712,-81.453
42.741,-81.5
42.586,-81.793
42.565,-81.641
42.455,-81.75
42.564,-81.569
42.598,-81.725
42.52,-81.66
42.54,-81.75
42.663,-81.522
42.543,-82.079
43.476,-81.221
43.409,-81.249
43.109,-81.86
43.483,-81.334
44.282,-76.866
42.661,-81.896
42.651,-81.929
42.623,-81.912
42.303,-82.277
45.653,-65.49
45.718,-65.522
46.048,-65.082
42.72,-81.173
43.875,-80.797
43.776,-80.788
42.831,-81.962
43.195,-80.336
42.877,-82.19
42.94,-82.232
45.021,-74.384
42.747,-81.09
43.595,-81.391
45.18,-73.986
45.043,-74.356
45.144,-74.235
45.188,-74.105
42.121,-82.573
45.48,-76.727
43.334,-81.607
45.313,-75.408
45.221,-75.438
43.303,-81.471
43.332,-81.412
42.261,-82.656
42.244,-82.632
42.275,-82.595
45.02,-74.298
45.09,-74.378
43.264,-81.49
45.089,-74.321
45.079,-74.416
45.08,-74.394
45.018,-74.317
42.131,-82.384
45.119,-74.386
43.578,-81.102
44.883,-75.484
43.736,-80.36
43.736,-80.359
43.736,-80.313
43.737,-80.311
45.199,-74.157
45.184,-74.925
43.32,-81.509
43.316,-81.506
42.45,-81.822
42.883,-79.728
45.233,-75.391
43.817,-81.551
43.306,-84.992
42.109,-82.628
43.547,-81.37
43.576,-81.449
43.576,-81.296
44.354,-81.391
43.14,-81.013
42.767,-80.812
42.679,-81.897
45.098,-75.59
43.857,-81.597
43.895,-81.7
45.363,-76.151
42.684,-81.125
45.283,-76.212
45.338,-76.213
42.704,-81.961
45.533,-76.859
43.715,-81.604
45.391,-76.308
45.37,-76.257
45.199,-75.907
43.791,-81.584
43.993,-81.732
43.823,-81.519
45.336,-76.025
45.772,-76.815
45.216,-76.157
42.725,-81.896
42.667,-81.813
44.115,-77.741
44.113,-79.571
42.668,-80.961
43.399,-81.256
44.065,-77.428
43.803,-81.337
44.846,-75.87
44.232,-80.84
43.44,-80.855
43.443,-80.855
43.621,-81.515
43.407,-81.531
45.343,-76.103
43.464,-81.083
44.197,-76.879
45.228,-75.055
44.721,-75.614
44.021,-77.203
42.213,-82.299
42.227,-82.213
42.253,-82.253
45.206,-75.823
43.913,-77.24
42.249,-82.931
42.175,-82.945
44.473,-76.193
45.59,-76.564
45.214,-75.524
45.231,-75.389
42.697,-81.326
42.481,-82.03
43.443,-81.289
45.143,-75.468
43.283,-81.493
45.112,-75.132
45.089,-75.134
43.274,-81.491
45.086,-74.387
45.235,-74.368
45.425,-74.866
45.532,-74.544
42.97,-80.808
42.506,-82.318
43.134,-79.777
42.639,-80.606
43.133,-81.432
42.576,-82.203
43.352,-85.179
42.883,-82.181
42.442,-81.886
42.561,-81.99
42.683,-80.792
43.291,-80.67
43.276,-80.75
43.22,-80.682
42.635,-81.465
43.119,-81.02
45.368,-74.386
43.529,-81.186
43.022,-79.903
45.318,-74.49
45.15,-75.314
42.998,-79.316
45.137,-74.726
45.319,-76.201
44.588,-79.588
45.039,-75.707
43.965,-77.167
45.163,-76.073
43.971,-77.449
43.208,-81.19
43.957,-77.329
45.326,-76.095
43.362,-80.474
43.654,-80.36
45.142,-74.68
45.146,-75.73
44.136,-76.399
45.214,-73.914
44.108,-80.919
44.047,-80.963
44.17,-80.632
45.151,-74.22
43.248,-81.243
46.231,-72.469
45.654,-76.489
45.054,-71.83
45.112,-71.761
47.348,-79.399
45.035,-73.951
47.591,-69.711
45.055,-73.368
45.668,-75.2
46.581,-71.62
45.118,-74.36
45.161,-74.277
45.089,-74.344
45.729,-72.919
45.733,-72.922
45.869,-73.075
45.222,-73.304
45.954,-72.672
45.94,-72.719
47.461,-79.435
46.66,-61.141
46.66,-60.141
46.66,-59.141
46.66,-58.141
46.66,-57.141
46.66,-56.141
46.66,-55.141
46.66,-54.141
46.66,-53.141
45.84,-72.568
45.585,-73.114
46.058,-70.948
45.835,-72.578
45.845,-72.58
45.659,-72.886
45.666,-72.912
46.92,-70.892
45.241,-73.252
45.587,-71.203
46.007,-73.575
45.604,-73.244
46.481,-71.231
45.74,-72.617
45.164,-73.52
46.543,-72.099
46.063,-72.093
46.067,-72.095
45.56,-72.711
42.083,-86.354
42.401,-85.374
41.897,-85.406
41.896,-85.612
43.527,-84.646
43.425,-85.362
43.954,-83.001
38.795,-83.547
40.731,-84.056
41.74,-80.768
40.568,-84.196
40.569,-84.196
38.862,-83.91
39.925,-83.91
40.267,-81.859
40.81,-82.975
40.809,-82.974
40.117,-84.621
41.343,-84.416
41.342,-84.416
41.428,-82.692
41.427,-82.691
41.599,-84.148
41.48,-81.145
41.053,-83.689
41.052,-83.689
40.652,-83.627
40.652,-83.626
41.257,-82.611
41.338,-82.139
41.656,-83.535
39.896,-83.447
39.944,-82.002
41.131,-84.585
41.131,-84.584
41.13,-84.584
41.166,-81.256
41.36,-83.087
41.33,-80.738
40.489,-81.482
40.488,-81.481
40.488,-81.482
40.781,-81.93
40.781,-81.931
40.782,-81.931
41.477,-84.529
41.478,-84.529
40.855,-84.586
40.856,-84.586
40.856,-84.585
40.855,-84.587
40.856,-84.587
40.116,-84.621
43.939,-84.106
43.924,-83.938
43.666,-84.031
43.593,-84.049
43.562,-83.534
43.864,-83.305
43.42,-82.777
43.355,-85.18
43.568,-84.332
43.756,-84.649
45.075,-84.824
42.837,-81.295
42.836,-81.294
42.449,-81.888
42.279,-82.25
44.225,-78.527
44.225,-78.528
44.927,-65.155
44.768,-65.434
45.095,-64.617
46.053,-61.375
45.074,-63.424
48.146,-66.108
47.029,-71.056
45.227,-71.822
45.566,-75.366
45.655,-73.056
46.002,-73.221
45.894,-73.462
45.533,-73.842
46.26,-72.891
46.45,-75.518
46.722,-71.619
46.216,-72.574
45.494,-74.079
46.079,-72.763
46.182,-71.833
46.635,-71.596
45.346,-72.574
47.915,-69.409
48.432,-71.844
46.701,-71.035
45.954,-73.576
45.746,-73.948
46.938,-70.909
45.434,-72.879
45.257,-73.634
48.108,-65.555
46.875,-70.807
46.411,-72.7
45.256,-74.098
41.879,-85.331
42.043,-85.488
45.073,-64.676
46.196,-60.484
43.114,-81.142
43.13,-81.08
42.87,-81.118
42.754,-81.046
43.045,-81.138
43.649,-82.758
43.679,-83.011
42.032,-85.158
41.978,-85.166
45.208,-73.908
45.218,-73.984
45.187,-73.994
45.161,-73.97
45.112,-74.018
45.145,-74.236
45.022,-74.245
45.007,-74.3
45.126,-74.363
45.101,-74.362
45.08,-74.377
45.085,-74.386
45.076,-74.383
45.08,-74.392
45.075,-74.409
42.485,-82.059
42.439,-82.056
42.471,-81.945
42.506,-81.864
42.568,-81.928
42.607,-81.946
42.547,-82.049
42.57,-82.224
42.538,-82.195
42.508,-82.188
42.59,-80.506
42.619,-80.481
42.662,-80.659
42.761,-80.531
42.667,-80.449
42.744,-80.472
42.435,-82.017
43.276,-81.454
43.265,-81.515
43.316,-81.51
43.315,-81.508
43.667,-81.383
43.621,-84.887
41.861,-86.154
41.864,-86.141
45.55,-61.916
45.553,-74.276
45.608,-74.419
45.583,-74.078
45.737,-74.044
45.769,-73.849
45.898,-73.601
43.127,-81.524
43.198,-81.73
43.074,-81.439
43.063,-81.633
43.085,-80.421
43.075,-80.395
43.177,-80.454
43.439,-85.348
42.942,-79.592
43.411,-81.52
43.661,-81.51
43.581,-81.109
43.617,-80.349
44.037,-80.349
43.781,-81.706
43.51,-81.699
43.275,-81.594
43.515,-81.354
44.578,-79.606
42.871,-81.148
43.193,-80.355
43.092,-80.045
42.991,-80.188
42.467,-81.761
42.521,-81.773
42.886,-80.594
43.178,-80.522
43.83,-81.404
43.878,-81.381
43.005,-80.382
41.391,-84.124
41.391,-84.125
41.018,-84.133
41.018,-84.134
41.366,-83.61
41.366,-83.609
42.523,-81.805
42.777,-81.309
43.064,-83.47
43.061,-83.022
43.272,-82.759
43.224,-82.881
43.398,-83.136
42.883,-82.679
42.581,-81.863
42.593,-82.129
42.931,-81.943
43.124,-81.986
42.648,-81.912
42.639,-81.965
42.623,-81.932
42.651,-81.882
42.663,-81.863
43.268,-80.595
43.316,-80.675
43.058,-80.898
42.704,-81.845
43.921,-81.296
42.801,-80.741
42.745,-80.606
43.092,-80.941
42.597,-80.515
43.21,-80.982
43.053,-80.805
42.89,-79.931
43.962,-77.168
43.98,-77.211
43.275,-80.772
43.495,-81.584
42.987,-82.224
44.081,-80.823
43.029,-81.795
43.879,-80.806
43.63,-80.332
43.959,-80.512
44.021,-80.997
43.851,-80.674
43.95,-80.898
43.004,-81.895
42.95,-81.737
42.879,-81.938
45.305,-74.18
45.371,-74.475
45.152,-74.22
45.111,-75.369
43.913,-77.241
44.023,-77.205
44.097,-79.026
44.194,-79.238
43.976,-78.825
43.958,-79.076
43.342,-83.818
43.983,-78.1
45.197,-75.269
43.993,-78.015
44.062,-78.078
45.613,-76.559
43.959,-78.449
45.143,-76.047
44.935,-75.427
43.01,-81.813
43.055,-81.925
42.812,-81.047
42.665,-80.96
42.685,-81.291
42.777,-81.094
42.888,-80.928
43.153,-81.694
43.141,-81.639
42.792,-80.994
42.933,-81.054
42.877,-80.965
42.83,-80.983
43.899,-81.695
43.953,-81.653
43.984,-81.708
43.872,-81.657
43.794,-81.637
43.717,-81.592
44.112,-80.316
42.677,-80.797
43.448,-80.816
43.053,-81.423
42.85,-81.624
43.436,-81.481
43.479,-81.508
43.536,-81.648
43.43,-81.407
42.578,-80.554
42.691,-80.494
43.652,-81.168
43.597,-81.042
43.691,-80.85
43.756,-80.959
43.685,-81.044
43.695,-81.026
43.641,-80.956
45.135,-75.466
45.172,-75.518
45.185,-75.497
44.308,-77.832
43.051,-81.121
43.073,-82.095
43.089,-81.883
44.404,-79.098
43.558,-81.497
43.478,-81.456
43.493,-81.472
44.158,-81.118
44.183,-81.071
44.177,-81.126
44.018,-81.17
43.153,-80.787
42.484,-81.872
42.558,-81.994
42.785,-81.146
42.731,-80.988
43.061,-81.082
42.995,-80.956
42.675,-80.877
43.449,-80.96
43.513,-81.309
43.19,-80.917
43.337,-80.067
43.341,-81.504
45.809,-65.443
45.647,-65.505
46.0,-65.093
43.297,-84.592
43.407,-84.51
43.463,-81.087
43.98,-78.236
45.081,-75.311
44.997,-75.225
44.003,-78.301
